GG	GN	NN
chr15-99200000-99200000-chr15-100400000-100400000	chr15-86850000-86850000-chr15-85850000-85850000	chr12-0-0-chr12-2400000-2400000
chr5-103100000-103100000-chr5-102550000-102550000	chr11-31650000-31650000-chr11-32250000-32250000	chr10-65950000-65950000-chr10-65500000-65500000
chr11-33950000-33950000-chr11-35250000-35250000	chr5-113200000-113200000-chr5-115100000-115100000	chr4-69000000-69000000-chr4-68600000-68600000
chr4-113900000-113900000-chr4-116100000-116100000	chr12-86900000-86900000-chr12-87850000-87850000	chr7-117250000-117250000-chr7-115200000-115200000
chr6-61600000-61600000-chr6-62150000-62150000	chr7-50800000-50800000-chr7-51450000-51450000	chr15-18550000-18550000-chr15-19250000-19250000
chr19-38600000-38600000-chr19-39650000-39650000	chr1-193150000-193150000-chr1-192450000-192450000	chr10-58150000-58150000-chr10-59650000-59650000
chr2-115750000-115750000-chr2-116050000-116050000	chrX-45650000-45650000-chrX-47850000-47850000	chr8-50350000-50350000-chr8-50750000-50750000
chr10-5900000-5900000-chr10-7600000-7600000	chr15-38800000-38800000-chr15-37650000-37650000	chr12-108050000-108050000-chr12-107050000-107050000
chr4-80950000-80950000-chr4-82400000-82400000	chr9-72200000-72200000-chr9-72750000-72750000	chr19-40200000-40200000-chr19-39950000-39950000
chr3-89850000-89850000-chr3-88400000-88400000	chr5-77850000-77850000-chr5-76250000-76250000	chr5-55700000-55700000-chr5-54450000-54450000
chr6-32200000-32200000-chr6-33700000-33700000	chr10-130300000-130300000-chr10-128500000-128500000	chr1-185050000-185050000-chr1-184450000-184450000
chr7-25900000-25900000-chr7-25550000-25550000	chr1-65450000-65450000-chr1-66400000-66400000	chr7-130550000-130550000-chr7-129950000-129950000
chr15-81050000-81050000-chr15-80000000-80000000	chr9-34950000-34950000-chr9-36050000-36050000	chr3-10700000-10700000-chr3-12050000-12050000
chr9-42050000-42050000-chr9-42700000-42700000	chr10-80350000-80350000-chr10-81450000-81450000	chrX-67500000-67500000-chrX-66850000-66850000
chr8-53600000-53600000-chr8-54650000-54650000	chr8-23350000-23350000-chr8-21950000-21950000	chrY-58000000-58000000-chrY-57350000-57350000
chr4-139600000-139600000-chr4-139050000-139050000	chr8-24300000-24300000-chr8-25950000-25950000	chr14-110450000-110450000-chr14-109350000-109350000
chr13-49500000-49500000-chr13-48600000-48600000	chr1-4000000-4000000-chr1-3600000-3600000	chr8-98600000-98600000-chr8-97600000-97600000
chr6-86250000-86250000-chr6-85500000-85500000	chr14-59550000-59550000-chr14-59000000-59000000	chr16-10750000-10750000-chr16-12300000-12300000
chr1-70050000-70050000-chr1-70050000-70050000	chr6-129650000-129650000-chr6-130200000-130200000	chr8-31050000-31050000-chr8-30000000-30000000
chr14-65300000-65300000-chr14-66350000-66350000	chr11-93250000-93250000-chr11-96900000-96900000	chr3-40250000-40250000-chr3-39750000-39750000
chr10-83650000-83650000-chr10-82750000-82750000	chr3-142550000-142550000-chr3-144650000-144650000	chr9-12550000-12550000-chr9-12100000-12100000
chr7-26200000-26200000-chr7-25000000-25000000	chr8-84350000-84350000-chr8-88050000-88050000	chr7-85550000-85550000-chr7-86400000-86400000
chr6-142850000-142850000-chr6-145200000-145200000	chr10-94850000-94850000-chr10-95850000-95850000	chr13-39050000-39050000-chr13-37800000-37800000
chr8-36150000-36150000-chr8-34900000-34900000	chr11-95500000-95500000-chr11-94350000-94350000	chrY-40700000-40700000-chrY-41800000-41800000
chr10-64500000-64500000-chr10-63600000-63600000	chr8-104250000-104250000-chr8-103000000-103000000	chr1-51200000-51200000-chr1-50000000-50000000
chr17-56700000-56700000-chr17-57950000-57950000	chr4-57350000-57350000-chr4-59600000-59600000	chr3-74750000-74750000-chr3-75800000-75800000
chr2-12300000-12300000-chr2-11550000-11550000	chr5-42700000-42700000-chr5-44050000-44050000	chr12-93300000-93300000-chr12-92650000-92650000
chr6-33250000-33250000-chr6-32300000-32300000	chr11-27900000-27900000-chr11-28900000-28900000	chr8-6800000-6800000-chr8-5500000-5500000
chr1-171850000-171850000-chr1-170000000-170000000	chr3-42900000-42900000-chr3-41600000-41600000	chr13-6450000-6450000-chr13-5400000-5400000
chr11-85450000-85450000-chr11-86650000-86650000	chr19-56750000-56750000-chr19-57300000-57300000	chr19-25800000-25800000-chr19-27100000-27100000
