GG	GN	NN
chr7-49850000-49850000-chr7-48550000-48550000	chr13-70100000-70100000-chr13-69100000-69100000	chr2-100050000-100050000-chr2-100700000-100700000
chr11-55050000-55050000-chr11-52900000-52900000	chr15-90400000-90400000-chr15-91400000-91400000	chrY-86900000-86900000-chrY-86250000-86250000
chr6-52200000-52200000-chr6-52600000-52600000	chr1-13100000-13100000-chr1-14950000-14950000	chr12-20900000-20900000-chr12-20200000-20200000
chr18-24050000-24050000-chr18-22050000-22050000	chr2-136250000-136250000-chr2-137700000-137700000	chr10-24850000-24850000-chr10-25700000-25700000
chr6-137450000-137450000-chr6-136850000-136850000	chr3-43750000-43750000-chr3-41700000-41700000	chr5-17250000-17250000-chr5-17150000-17150000
chr1-72950000-72950000-chr1-74250000-74250000	chr7-117600000-117600000-chr7-119200000-119200000	chr10-72250000-72250000-chr10-71750000-71750000
chr8-87850000-87850000-chr8-86700000-86700000	chr9-27800000-27800000-chr9-27000000-27000000	chr4-125200000-125200000-chr4-125800000-125800000
chr8-72200000-72200000-chr8-72000000-72000000	chr10-128900000-128900000-chr10-130350000-130350000	chr9-82400000-82400000-chr9-80700000-80700000
chr2-155050000-155050000-chr2-155900000-155900000	chr10-41400000-41400000-chr10-41850000-41850000	chr2-35250000-35250000-chr2-34150000-34150000
chr13-92250000-92250000-chr13-93150000-93150000	chr4-57100000-57100000-chr4-55800000-55800000	chr1-110500000-110500000-chr1-109550000-109550000
chr12-23000000-23000000-chr12-21400000-21400000	chr4-54150000-54150000-chr4-53650000-53650000	chr5-142350000-142350000-chr5-142950000-142950000
chr19-44950000-44950000-chr19-45950000-45950000	chr4-126300000-126300000-chr4-127150000-127150000	chr13-86500000-86500000-chr13-86200000-86200000
chr8-119150000-119150000-chr8-118450000-118450000	chr10-14700000-14700000-chr10-15750000-15750000	chr12-10700000-10700000-chr12-9600000-9600000
chr19-45500000-45500000-chr19-43050000-43050000	chr10-54050000-54050000-chr10-53400000-53400000	chr8-98600000-98600000-chr8-97600000-97600000
chr12-87200000-87200000-chr12-85800000-85800000	chr13-76750000-76750000-chr13-75800000-75800000	chr12-64350000-64350000-chr12-63450000-63450000
chr11-12450000-12450000-chr11-11750000-11750000	chr5-68050000-68050000-chr5-67150000-67150000	chr12-58100000-58100000-chr12-58850000-58850000
chr14-57600000-57600000-chr14-57100000-57100000	chr15-24400000-24400000-chr15-25650000-25650000	chr17-39500000-39500000-chr17-42050000-42050000
chr16-46050000-46050000-chr16-44300000-44300000	chr13-113200000-113200000-chr13-114050000-114050000	chr1-14050000-14050000-chr1-15150000-15150000
chr6-117750000-117750000-chr6-119700000-119700000	chrX-72600000-72600000-chrX-73300000-73300000	chr4-21100000-21100000-chr4-22500000-22500000
chr7-139450000-139450000-chr7-141450000-141450000	chr7-17850000-17850000-chr7-17150000-17150000	chr11-40650000-40650000-chr11-43500000-43500000
chr9-118650000-118650000-chr9-117500000-117500000	chr17-14650000-14650000-chr17-12400000-12400000	chr6-69900000-69900000-chr6-71050000-71050000
chr4-112650000-112650000-chr4-114200000-114200000	chr16-47300000-47300000-chr16-48600000-48600000	chr16-68650000-68650000-chr16-69200000-69200000
chr10-76300000-76300000-chr10-78050000-78050000	chr4-64500000-64500000-chr4-65350000-65350000	chr1-102450000-102450000-chr1-103250000-103250000
chr4-141000000-141000000-chr4-140650000-140650000	chr17-74950000-74950000-chr17-75150000-75150000	chr16-73100000-73100000-chr16-71800000-71800000
chr16-36000000-36000000-chr16-34300000-34300000	chr8-38150000-38150000-chr8-40200000-40200000	chr2-11800000-11800000-chr2-8850000-8850000
chr11-35650000-35650000-chr11-36400000-36400000	chr7-134400000-134400000-chr7-133850000-133850000	chr9-84450000-84450000-chr9-83650000-83650000
chr4-132750000-132750000-chr4-130750000-130750000	chr13-61800000-61800000-chr13-60600000-60600000	chrX-76800000-76800000-chrX-77900000-77900000
chr7-63150000-63150000-chr7-61600000-61600000	chr2-157800000-157800000-chr2-157500000-157500000	chr5-103400000-103400000-chr5-102400000-102400000
chr14-117500000-117500000-chr14-118500000-118500000	chr2-27250000-27250000-chr2-25950000-25950000	chr1-165050000-165050000-chr1-167550000-167550000
chr8-81800000-81800000-chr8-83450000-83450000	chr13-61650000-61650000-chr13-60750000-60750000	chr4-92350000-92350000-chr4-91650000-91650000
chr1-175150000-175150000-chr1-174500000-174500000	chr17-72650000-72650000-chr17-73600000-73600000	chr13-5800000-5800000-chr13-4800000-4800000
chr4-130100000-130100000-chr4-130750000-130750000	chrY-54450000-54450000-chrY-52800000-52800000	chrY-41950000-41950000-chrY-42500000-42500000
chr4-151250000-151250000-chr4-152450000-152450000	chr10-68150000-68150000-chr10-69450000-69450000	chr16-71700000-71700000-chr16-71950000-71950000
chr14-22300000-22300000-chr14-20700000-20700000	chr19-36400000-36400000-chr19-35650000-35650000	chr1-115650000-115650000-chr1-113650000-113650000
chr12-72450000-72450000-chr12-71900000-71900000	chr1-135750000-135750000-chr1-134450000-134450000	chr13-69450000-69450000-chr13-70700000-70700000
chr6-100250000-100250000-chr6-100600000-100600000	chr16-47200000-47200000-chr16-48950000-48950000	chr5-74900000-74900000-chr5-75850000-75850000
chr4-118050000-118050000-chr4-117350000-117350000	chr1-163150000-163150000-chr1-160150000-160150000	chr5-55300000-55300000-chr5-56300000-56300000
chr3-65350000-65350000-chr3-66100000-66100000	chr4-45500000-45500000-chr4-45100000-45100000	chr11-1700000-1700000-chr11-450000-450000
chr11-81150000-81150000-chr11-79100000-79100000	chr13-118050000-118050000-chr13-117650000-117650000	chr1-147700000-147700000-chr1-145900000-145900000
chr16-88800000-88800000-chr16-88100000-88100000	chr3-89000000-89000000-chr3-91050000-91050000	chr19-54500000-54500000-chr19-54100000-54100000
chr6-8650000-8650000-chr6-8100000-8100000	chrX-112300000-112300000-chrX-113450000-113450000	chr12-17250000-17250000-chr12-20650000-20650000
chr2-17550000-17550000-chr2-16450000-16450000	chrX-115100000-115100000-chrX-113800000-113800000	chr5-37850000-37850000-chr5-39250000-39250000
chr11-23450000-23450000-chr11-22200000-22200000	chr5-106150000-106150000-chr5-105550000-105550000	chr6-32750000-32750000-chr6-34450000-34450000
chr6-9000000-9000000-chr6-9000000-9000000	chr15-31350000-31350000-chr15-32050000-32050000	chr16-30200000-30200000-chr16-29050000-29050000
chr12-116300000-116300000-chr12-116800000-116800000	chr18-51150000-51150000-chr18-50450000-50450000	chr3-75500000-75500000-chr3-76750000-76750000
chr9-98800000-98800000-chr9-99050000-99050000	chr4-24150000-24150000-chr4-24700000-24700000	chrX-157650000-157650000-chrX-159050000-159050000
chr9-118750000-118750000-chr9-117000000-117000000	chr1-9100000-9100000-chr1-6300000-6300000	chr19-49700000-49700000-chr19-51650000-51650000
chr2-143850000-143850000-chr2-142050000-142050000	chr10-14300000-14300000-chr10-12700000-12700000	chr13-39400000-39400000-chr13-40550000-40550000
chr4-104600000-104600000-chr4-105450000-105450000	chr7-126700000-126700000-chr7-128500000-128500000	chr15-51200000-51200000-chr15-49250000-49250000
chr5-33900000-33900000-chr5-35000000-35000000	chr13-29500000-29500000-chr13-28050000-28050000	chr14-90500000-90500000-chr14-89750000-89750000
chr6-52950000-52950000-chr6-54950000-54950000	chr13-117400000-117400000-chr13-116900000-116900000	chr15-1200000-1200000-chr15-300000-300000
chr2-33350000-33350000-chr2-32450000-32450000	chr2-97000000-97000000-chr2-95550000-95550000	chr2-109750000-109750000-chr2-110550000-110550000
chr19-44100000-44100000-chr19-45000000-45000000	chr10-5000000-5000000-chr10-3350000-3350000	chr7-15800000-15800000-chr7-14800000-14800000
chr5-74350000-74350000-chr5-75200000-75200000	chr15-59900000-59900000-chr15-59000000-59000000	chr2-172050000-172050000-chr2-173800000-173800000
chr19-56850000-56850000-chr19-58250000-58250000	chr3-53700000-53700000-chr3-54200000-54200000	chr12-107250000-107250000-chr12-107800000-107800000
chr10-86100000-86100000-chr10-87150000-87150000	chr15-54000000-54000000-chr15-55100000-55100000	chr16-12900000-12900000-chr16-10850000-10850000
chr5-134150000-134150000-chr5-134900000-134900000	chr5-115500000-115500000-chr5-118250000-118250000	chr18-87750000-87750000-chr18-87600000-87600000
chr1-166150000-166150000-chr1-167800000-167800000	chr1-124550000-124550000-chr1-126100000-126100000	chr17-3750000-3750000-chr17-4850000-4850000
chrX-38250000-38250000-chrX-37550000-37550000	chr17-38350000-38350000-chr17-35150000-35150000	chr12-20950000-20950000-chr12-19850000-19850000
chr15-47700000-47700000-chr15-48300000-48300000	chr18-3850000-3850000-chr18-4350000-4350000	chr12-47500000-47500000-chr12-46250000-46250000
chr6-112650000-112650000-chr6-113950000-113950000	chr7-107700000-107700000-chr7-106450000-106450000	chrX-3650000-3650000-chrX-4050000-4050000
chr9-44100000-44100000-chr9-46000000-46000000	chr5-125750000-125750000-chr5-127150000-127150000	chr1-167550000-167550000-chr1-168650000-168650000
chr5-140050000-140050000-chr5-142200000-142200000	chr1-62250000-62250000-chr1-61400000-61400000	chr13-89350000-89350000-chr13-87700000-87700000
chr17-64050000-64050000-chr17-65650000-65650000	chr3-80100000-80100000-chr3-79700000-79700000	chr18-61550000-61550000-chr18-62100000-62100000
chr17-65750000-65750000-chr17-65400000-65400000	chrY-36600000-36600000-chrY-36150000-36150000	chr9-37450000-37450000-chr9-39100000-39100000
chr12-79300000-79300000-chr12-79800000-79800000	chr11-3750000-3750000-chr11-1350000-1350000	chr16-30250000-30250000-chr16-29050000-29050000
chr2-35650000-35650000-chr2-34950000-34950000	chr8-72400000-72400000-chr8-73700000-73700000	chr9-93600000-93600000-chr9-91250000-91250000
chr4-66300000-66300000-chr4-65950000-65950000	chr18-89000000-89000000-chr18-88100000-88100000	chr9-19400000-19400000-chr9-18050000-18050000
chr15-4450000-4450000-chr15-4800000-4800000	chr8-73950000-73950000-chr8-75800000-75800000	chr16-18750000-18750000-chr16-18200000-18200000
chr11-79600000-79600000-chr11-81300000-81300000	chr4-9150000-9150000-chr4-8600000-8600000	chr9-93500000-93500000-chr9-92300000-92300000
chr7-135600000-135600000-chr7-134700000-134700000	chr10-128050000-128050000-chr10-126200000-126200000	chrY-70450000-70450000-chrY-68950000-68950000
chr1-64850000-64850000-chr1-62350000-62350000	chr6-61000000-61000000-chr6-61600000-61600000	chrY-76300000-76300000-chrY-75550000-75550000
chr12-98750000-98750000-chr12-101900000-101900000	chr4-36400000-36400000-chr4-37750000-37750000	chr3-72100000-72100000-chr3-70350000-70350000
chr17-11300000-11300000-chr17-12450000-12450000	chr11-98900000-98900000-chr11-99900000-99900000	chr6-110600000-110600000-chr6-109200000-109200000
chr14-22250000-22250000-chr14-21050000-21050000	chr11-118600000-118600000-chr11-117400000-117400000	chr15-65100000-65100000-chr15-63250000-63250000
chr5-36000000-36000000-chr5-34750000-34750000	chr2-77900000-77900000-chr2-78750000-78750000	chr3-36850000-36850000-chr3-38000000-38000000
chr9-49550000-49550000-chr9-47700000-47700000	chr8-121350000-121350000-chr8-119950000-119950000	chr1-850000-850000-chr1-1350000-1350000
chrX-51500000-51500000-chrX-50550000-50550000	chr19-3600000-3600000-chr19-3250000-3250000	chr17-17800000-17800000-chr17-19400000-19400000
chr6-94200000-94200000-chr6-94200000-94200000	chr12-7700000-7700000-chr12-8700000-8700000	chr17-17750000-17750000-chr17-18650000-18650000
chr6-146500000-146500000-chr6-145000000-145000000	chr2-18600000-18600000-chr2-18350000-18350000	chr16-52750000-52750000-chr16-51800000-51800000
chr16-36500000-36500000-chr16-37600000-37600000	chr6-143900000-143900000-chr6-144800000-144800000	chr1-167400000-167400000-chr1-166550000-166550000
chr4-9350000-9350000-chr4-9650000-9650000	chr19-27650000-27650000-chr19-29350000-29350000	chr8-19400000-19400000-chr8-18900000-18900000
chr10-41650000-41650000-chr10-43050000-43050000	chr8-74150000-74150000-chr8-75100000-75100000	chr1-33400000-33400000-chr1-33850000-33850000
chr19-38400000-38400000-chr19-37650000-37650000	chr12-65450000-65450000-chr12-67050000-67050000	chr1-120850000-120850000-chr1-120000000-120000000
chr2-104800000-104800000-chr2-105650000-105650000	chr13-90300000-90300000-chr13-91700000-91700000	chr4-14100000-14100000-chr4-13100000-13100000
chr10-75050000-75050000-chr10-74600000-74600000	chr15-30300000-30300000-chr15-31650000-31650000	chr7-24050000-24050000-chr7-23650000-23650000
chr1-178700000-178700000-chr1-180000000-180000000	chrX-84350000-84350000-chrX-82550000-82550000	chr3-135200000-135200000-chr3-135000000-135000000
chr1-192900000-192900000-chr1-192250000-192250000	chr16-42650000-42650000-chr16-43500000-43500000	chr14-48650000-48650000-chr14-48000000-48000000
chr16-11500000-11500000-chr16-10500000-10500000	chr11-112800000-112800000-chr11-111650000-111650000	chr11-8200000-8200000-chr11-7400000-7400000
chr18-4650000-4650000-chr18-5300000-5300000	chr2-39400000-39400000-chr2-40650000-40650000	chr3-49650000-49650000-chr3-48650000-48650000
chr2-20600000-20600000-chr2-21800000-21800000	chr15-11550000-11550000-chr15-12450000-12450000	chr7-52650000-52650000-chr7-53400000-53400000
chr2-19350000-19350000-chr2-17700000-17700000	chr10-128250000-128250000-chr10-129100000-129100000	chr12-42200000-42200000-chr12-40900000-40900000
chr9-102100000-102100000-chr9-101200000-101200000	chr1-173100000-173100000-chr1-175700000-175700000	chr1-140200000-140200000-chr1-141450000-141450000
chr13-65200000-65200000-chr13-67000000-67000000	chr17-86900000-86900000-chr17-85150000-85150000	chr3-138350000-138350000-chr3-137750000-137750000
chr9-59300000-59300000-chr9-60000000-60000000	chr9-13550000-13550000-chr9-9700000-9700000	chr3-42500000-42500000-chr3-43600000-43600000
chr15-92750000-92750000-chr15-93550000-93550000	chrX-84300000-84300000-chrX-82350000-82350000	chr5-56850000-56850000-chr5-55950000-55950000
chr2-102450000-102450000-chr2-103900000-103900000	chr1-6600000-6600000-chr1-4150000-4150000	chr12-50800000-50800000-chr12-49800000-49800000
chr11-43150000-43150000-chr11-43150000-43150000	chr9-51450000-51450000-chr9-50750000-50750000	chrX-116550000-116550000-chrX-115250000-115250000
chr17-25050000-25050000-chr17-26050000-26050000	chr17-9300000-9300000-chr17-10950000-10950000	chr5-64150000-64150000-chr5-63450000-63450000
chrX-163550000-163550000-chrX-165250000-165250000	chr7-58400000-58400000-chr7-59750000-59750000	chr7-9200000-9200000-chr7-8400000-8400000
chr5-124500000-124500000-chr5-122300000-122300000	chr13-25000000-25000000-chr13-25800000-25800000	chr8-45500000-45500000-chr8-45150000-45150000
chr17-71850000-71850000-chr17-71400000-71400000	chr2-77050000-77050000-chr2-78200000-78200000	chr4-90100000-90100000-chr4-90700000-90700000
chr12-5200000-5200000-chr12-4250000-4250000	chr5-100400000-100400000-chr5-101300000-101300000	chr12-77050000-77050000-chr12-78000000-78000000
chrX-36850000-36850000-chrX-36150000-36150000	chr9-74750000-74750000-chr9-75650000-75650000	chr14-56200000-56200000-chr14-55450000-55450000
chr2-70500000-70500000-chr2-72100000-72100000	chr19-43500000-43500000-chr19-45100000-45100000	chr8-26450000-26450000-chr8-27000000-27000000
chr13-100700000-100700000-chr13-100200000-100200000	chr14-99550000-99550000-chr14-100350000-100350000	chr1-101800000-101800000-chr1-100500000-100500000
chr13-119750000-119750000-chr13-117700000-117700000	chr10-40300000-40300000-chr10-39350000-39350000	chr13-83300000-83300000-chr13-84400000-84400000
chr11-108250000-108250000-chr11-107500000-107500000	chr8-16100000-16100000-chr8-15250000-15250000	chr10-104200000-104200000-chr10-107450000-107450000
chr2-19000000-19000000-chr2-18100000-18100000	chr2-44700000-44700000-chr2-43300000-43300000	chrY-85650000-85650000-chrY-86700000-86700000
chr16-74400000-74400000-chr16-74850000-74850000	chr2-26250000-26250000-chr2-26850000-26850000	chr14-400000-400000-chr14-2650000-2650000
chr1-160500000-160500000-chr1-162600000-162600000	chr17-34700000-34700000-chr17-33500000-33500000	chrX-39150000-39150000-chrX-37850000-37850000
chr2-27000000-27000000-chr2-25800000-25800000	chr2-40200000-40200000-chr2-41100000-41100000	chr14-36650000-36650000-chr14-36000000-36000000
chr3-144450000-144450000-chr3-145400000-145400000	chrX-78550000-78550000-chrX-80350000-80350000	chrX-40700000-40700000-chrX-39000000-39000000
chr4-108400000-108400000-chr4-108000000-108000000	chr9-75750000-75750000-chr9-73700000-73700000	chr4-59050000-59050000-chr4-59450000-59450000
chr16-41450000-41450000-chr16-40750000-40750000	chr3-84000000-84000000-chr3-83550000-83550000	chr4-105400000-105400000-chr4-103500000-103500000
chr3-109000000-109000000-chr3-109600000-109600000	chr17-27550000-27550000-chr17-28350000-28350000	chr19-35100000-35100000-chr19-33050000-33050000
chr1-44550000-44550000-chr1-44150000-44150000	chr1-83800000-83800000-chr1-82650000-82650000	chrX-33450000-33450000-chrX-34150000-34150000
chr13-74700000-74700000-chr13-73950000-73950000	chr19-33650000-33650000-chr19-32650000-32650000	chrY-32850000-32850000-chrY-34250000-34250000
chr4-48350000-48350000-chr4-49500000-49500000	chr10-54400000-54400000-chr10-53750000-53750000	chr9-92650000-92650000-chr9-93700000-93700000
chr2-77200000-77200000-chr2-76050000-76050000	chr8-114150000-114150000-chr8-113000000-113000000	chr13-66000000-66000000-chr13-65700000-65700000
chr5-66350000-66350000-chr5-65000000-65000000	chr7-45050000-45050000-chr7-43900000-43900000	chr16-51500000-51500000-chr16-50850000-50850000
chr7-109500000-109500000-chr7-110500000-110500000	chr1-146900000-146900000-chr1-148350000-148350000	chr9-98250000-98250000-chr9-97300000-97300000
chr13-29300000-29300000-chr13-29800000-29800000	chr7-59800000-59800000-chr7-58850000-58850000	chr11-42750000-42750000-chr11-41650000-41650000
chr2-62150000-62150000-chr2-61600000-61600000	chr3-69350000-69350000-chr3-71250000-71250000	chr3-104350000-104350000-chr3-106800000-106800000
chr7-50000000-50000000-chr7-49450000-49450000	chr7-118100000-118100000-chr7-116250000-116250000	chr12-71750000-71750000-chr12-70700000-70700000
chr1-22650000-22650000-chr1-22650000-22650000	chr18-84300000-84300000-chr18-86050000-86050000	chr3-139750000-139750000-chr3-140350000-140350000
chr17-48450000-48450000-chr17-49800000-49800000	chr4-149850000-149850000-chr4-149300000-149300000	chr10-55950000-55950000-chr10-57000000-57000000
chr4-123200000-123200000-chr4-122850000-122850000	chr15-53300000-53300000-chr15-52850000-52850000	chr11-25450000-25450000-chr11-23950000-23950000
chr7-110450000-110450000-chr7-109750000-109750000	chr1-4100000-4100000-chr1-6250000-6250000	chr7-13200000-13200000-chr7-12000000-12000000
chrX-72600000-72600000-chrX-74150000-74150000	chr12-84350000-84350000-chr12-86300000-86300000	chr6-124600000-124600000-chr6-123600000-123600000
chr5-24000000-24000000-chr5-24500000-24500000	chr1-157250000-157250000-chr1-159450000-159450000	chr3-114450000-114450000-chr3-114900000-114900000
chr7-110950000-110950000-chr7-112350000-112350000	chr17-15700000-15700000-chr17-12200000-12200000	chrX-164900000-164900000-chrX-166000000-166000000
chr3-136200000-136200000-chr3-135550000-135550000	chr2-128800000-128800000-chr2-129900000-129900000	chr1-2850000-2850000-chr1-5450000-5450000
chr1-181000000-181000000-chr1-178200000-178200000	chr2-132850000-132850000-chr2-133750000-133750000	chr18-48500000-48500000-chr18-48200000-48200000
