GG	GN	NN
chr3-54300000-54300000-chr3-55650000-55650000	chr16-66850000-66850000-chr16-68750000-68750000	chrY-30250000-30250000-chrY-31050000-31050000
chr10-27600000-27600000-chr10-28550000-28550000	chr19-39000000-39000000-chr19-38600000-38600000	chr16-59300000-59300000-chr16-62050000-62050000
chr1-87550000-87550000-chr1-85100000-85100000	chr6-13850000-13850000-chr6-12500000-12500000	chr3-31500000-31500000-chr3-33150000-33150000
chr15-98650000-98650000-chr15-100000000-100000000	chr8-87700000-87700000-chr8-89200000-89200000	chr13-84500000-84500000-chr13-83850000-83850000
chrX-137850000-137850000-chrX-138850000-138850000	chr16-73700000-73700000-chr16-74250000-74250000	chr2-38650000-38650000-chr2-37700000-37700000
chr13-43200000-43200000-chr13-42800000-42800000	chrX-162150000-162150000-chrX-160750000-160750000	chr16-28150000-28150000-chr16-29150000-29150000
chr7-43050000-43050000-chr7-44700000-44700000	chr4-153750000-153750000-chr4-155350000-155350000	chrX-131250000-131250000-chrX-131550000-131550000
chr5-24000000-24000000-chr5-25350000-25350000	chr11-50700000-50700000-chr11-49600000-49600000	chr14-23150000-23150000-chr14-24550000-24550000
chr7-13350000-13350000-chr7-13350000-13350000	chr8-109050000-109050000-chr8-106850000-106850000	chr1-34350000-34350000-chr1-32950000-32950000
chr4-149650000-149650000-chr4-148850000-148850000	chr15-37450000-37450000-chr15-36450000-36450000	chr1-146100000-146100000-chr1-147600000-147600000
chr5-111050000-111050000-chr5-110450000-110450000	chr17-43500000-43500000-chr17-41800000-41800000	chr12-32250000-32250000-chr12-32900000-32900000
chr8-119150000-119150000-chr8-118450000-118450000	chr9-24200000-24200000-chr9-23200000-23200000	chr6-66350000-66350000-chr6-67150000-67150000
chr5-137450000-137450000-chr5-136300000-136300000	chr3-50550000-50550000-chr3-51250000-51250000	chr4-26200000-26200000-chr4-25450000-25450000
chr17-32550000-32550000-chr17-33850000-33850000	chr5-127200000-127200000-chr5-128000000-128000000	chr11-39400000-39400000-chr11-38250000-38250000
chr7-129300000-129300000-chr7-130200000-130200000	chr17-67050000-67050000-chr17-66200000-66200000	chr1-137250000-137250000-chr1-136550000-136550000
chr8-127550000-127550000-chr8-125800000-125800000	chrY-37700000-37700000-chrY-36450000-36450000	chr14-88250000-88250000-chr14-87400000-87400000
chr1-60150000-60150000-chr1-59650000-59650000	chr12-79500000-79500000-chr12-80900000-80900000	chrY-31500000-31500000-chrY-30200000-30200000
chr14-34200000-34200000-chr14-34950000-34950000	chr10-76900000-76900000-chr10-74800000-74800000	chrX-74950000-74950000-chrX-74750000-74750000
chr13-68650000-68650000-chr13-67350000-67350000	chr4-47250000-47250000-chr4-49000000-49000000	chr10-125500000-125500000-chr10-124650000-124650000
chrX-51600000-51600000-chrX-52500000-52500000	chr19-50400000-50400000-chr19-51650000-51650000	chrX-34350000-34350000-chrX-32350000-32350000
chr2-5050000-5050000-chr2-4200000-4200000	chr10-10350000-10350000-chr10-11100000-11100000	chr8-30750000-30750000-chr8-32250000-32250000
chr15-100200000-100200000-chr15-101050000-101050000	chr3-60500000-60500000-chr3-57150000-57150000	chr3-113000000-113000000-chr3-110550000-110550000
chr11-66350000-66350000-chr11-65850000-65850000	chr2-56500000-56500000-chr2-55450000-55450000	chr5-145550000-145550000-chr5-147150000-147150000
