GG	GN	NN
chr12-87000000-87000000-chr12-86050000-86050000	chr18-7750000-7750000-chr18-7000000-7000000	chr3-150600000-150600000-chr3-149700000-149700000
chr12-98750000-98750000-chr12-100450000-100450000	chr2-20150000-20150000-chr2-20850000-20850000	chr9-17000000-17000000-chr9-15200000-15200000
chr5-129800000-129800000-chr5-130950000-130950000	chr4-116850000-116850000-chr4-116150000-116150000	chr9-2850000-2850000-chr9-4400000-4400000
chr11-66300000-66300000-chr11-65000000-65000000	chr19-41250000-41250000-chr19-40750000-40750000	chr11-13200000-13200000-chr11-14500000-14500000
chr10-10400000-10400000-chr10-9800000-9800000	chr10-6550000-6550000-chr10-4950000-4950000	chrY-30000000-30000000-chrY-29150000-29150000
chr3-104850000-104850000-chr3-104100000-104100000	chr5-9100000-9100000-chr5-10650000-10650000	chr1-131100000-131100000-chr1-129050000-129050000
chr12-88900000-88900000-chr12-88400000-88400000	chrX-94800000-94800000-chrX-93250000-93250000	chrY-41400000-41400000-chrY-40250000-40250000
chr2-119600000-119600000-chr2-118400000-118400000	chr10-42750000-42750000-chr10-41450000-41450000	chr8-102500000-102500000-chr8-101450000-101450000
chr12-80350000-80350000-chr12-80700000-80700000	chr14-75050000-75050000-chr14-73900000-73900000	chr10-17200000-17200000-chr10-16200000-16200000
chr17-11200000-11200000-chr17-10850000-10850000	chr9-6950000-6950000-chr9-7750000-7750000	chr6-35900000-35900000-chr6-36700000-36700000
chr17-58300000-58300000-chr17-57850000-57850000	chr16-52800000-52800000-chr16-51750000-51750000	chr9-85000000-85000000-chr9-86250000-86250000
chr5-143550000-143550000-chr5-142750000-142750000	chr8-42300000-42300000-chr8-41400000-41400000	chrY-76150000-76150000-chrY-72900000-72900000
chr14-96350000-96350000-chr14-97800000-97800000	chr10-91450000-91450000-chr10-92850000-92850000	chr1-166500000-166500000-chr1-168550000-168550000
chr1-126750000-126750000-chr1-128300000-128300000	chr10-118200000-118200000-chr10-116850000-116850000	chr9-41900000-41900000-chr9-41800000-41800000
chr6-27350000-27350000-chr6-28400000-28400000	chr6-4750000-4750000-chr6-4000000-4000000	chrX-24750000-24750000-chrX-24250000-24250000
chr2-25950000-25950000-chr2-27200000-27200000	chr7-116700000-116700000-chr7-114500000-114500000	chr10-9300000-9300000-chr10-9450000-9450000
chr14-23550000-23550000-chr14-23900000-23900000	chr1-163000000-163000000-chr1-161000000-161000000	chr1-30650000-30650000-chr1-29250000-29250000
chr10-91050000-91050000-chr10-90200000-90200000	chrX-10500000-10500000-chrX-11600000-11600000	chr8-55600000-55600000-chr8-53650000-53650000
chr9-113750000-113750000-chr9-112150000-112150000	chr3-77600000-77600000-chr3-79350000-79350000	chr8-108550000-108550000-chr8-107850000-107850000
chr11-105100000-105100000-chr11-105850000-105850000	chr3-81700000-81700000-chr3-83200000-83200000	chr1-156800000-156800000-chr1-156000000-156000000
chr3-95200000-95200000-chr3-93450000-93450000	chr7-98300000-98300000-chr7-99200000-99200000	chr11-40350000-40350000-chr11-38450000-38450000
chr9-56850000-56850000-chr9-57650000-57650000	chr1-71000000-71000000-chr1-69900000-69900000	chr12-113850000-113850000-chr12-115000000-115000000
chr19-39850000-39850000-chr19-42150000-42150000	chr11-77000000-77000000-chr11-77750000-77750000	chr4-83400000-83400000-chr4-82150000-82150000
chr1-78150000-78150000-chr1-77400000-77400000	chr8-88800000-88800000-chr8-88250000-88250000	chr19-8000000-8000000-chr19-7250000-7250000
chr6-93700000-93700000-chr6-94850000-94850000	chr16-70500000-70500000-chr16-69600000-69600000	chr12-68000000-68000000-chr12-69400000-69400000
chr1-54350000-54350000-chr1-53700000-53700000	chr9-80400000-80400000-chr9-80050000-80050000	chr12-93200000-93200000-chr12-91550000-91550000
chr13-23350000-23350000-chr13-22500000-22500000	chr4-89450000-89450000-chr4-90450000-90450000	chrY-67450000-67450000-chrY-68400000-68400000
chr1-12850000-12850000-chr1-11850000-11850000	chr9-75850000-75850000-chr9-79550000-79550000	chr1-30450000-30450000-chr1-28300000-28300000
chr18-71550000-71550000-chr18-71850000-71850000	chr3-85950000-85950000-chr3-87100000-87100000	chr10-6500000-6500000-chr10-5750000-5750000
chr11-87200000-87200000-chr11-88400000-88400000	chr6-121250000-121250000-chr6-122000000-122000000	chr19-49550000-49550000-chr19-52350000-52350000
chr9-107800000-107800000-chr9-109400000-109400000	chr8-69650000-69650000-chr8-71700000-71700000	chr18-77900000-77900000-chr18-79150000-79150000
chr18-5250000-5250000-chr18-6200000-6200000	chr11-36950000-36950000-chr11-36550000-36550000	chr6-80900000-80900000-chr6-81100000-81100000
chr13-8400000-8400000-chr13-9500000-9500000	chr5-72450000-72450000-chr5-73800000-73800000	chrY-30350000-30350000-chrY-30600000-30600000
chr19-42850000-42850000-chr19-44300000-44300000	chr12-59650000-59650000-chr12-59150000-59150000	chr3-89200000-89200000-chr3-90300000-90300000
chr1-86200000-86200000-chr1-84650000-84650000	chr7-88100000-88100000-chr7-88600000-88600000	chr13-39200000-39200000-chr13-38250000-38250000
chr5-27750000-27750000-chr5-27450000-27450000	chr17-8200000-8200000-chr17-6750000-6750000	chr16-92950000-92950000-chr16-92050000-92050000
chr7-143150000-143150000-chr7-144300000-144300000	chr16-42350000-42350000-chr16-41500000-41500000	chr4-146700000-146700000-chr4-147600000-147600000
chr5-112850000-112850000-chr5-112350000-112350000	chr8-87700000-87700000-chr8-88850000-88850000	chr16-18750000-18750000-chr16-19850000-19850000
chr8-87700000-87700000-chr8-86700000-86700000	chr14-117800000-117800000-chr14-118350000-118350000	chr7-23050000-23050000-chr7-24700000-24700000
chr3-27150000-27150000-chr3-26050000-26050000	chr5-2550000-2550000-chr5-4000000-4000000	chr15-30150000-30150000-chr15-29450000-29450000
chr1-185450000-185450000-chr1-184900000-184900000	chr7-132600000-132600000-chr7-131450000-131450000	chr14-113250000-113250000-chr14-114300000-114300000
chr16-23450000-23450000-chr16-24550000-24550000	chr2-17100000-17100000-chr2-19300000-19300000	chr15-25050000-25050000-chr15-26950000-26950000
chr5-31950000-31950000-chr5-31650000-31650000	chr5-20000000-20000000-chr5-17200000-17200000	chr1-111250000-111250000-chr1-112950000-112950000
chr18-71400000-71400000-chr18-70100000-70100000	chrX-53550000-53550000-chrX-51500000-51500000	chr12-88100000-88100000-chr12-88500000-88500000
chr19-39800000-39800000-chr19-38900000-38900000	chr6-47700000-47700000-chr6-46400000-46400000	chr7-103700000-103700000-chr7-105150000-105150000
chr6-28300000-28300000-chr6-28700000-28700000	chr16-52200000-52200000-chr16-51750000-51750000	chr12-56200000-56200000-chr12-57850000-57850000
chr11-81500000-81500000-chr11-80600000-80600000	chr7-92200000-92200000-chr7-94500000-94500000	chr6-75200000-75200000-chr6-74050000-74050000
chr2-142150000-142150000-chr2-141050000-141050000	chr8-18400000-18400000-chr8-21200000-21200000	chr17-23450000-23450000-chr17-23200000-23200000
chr8-13600000-13600000-chr8-14450000-14450000	chr5-78200000-78200000-chr5-77050000-77050000	chrX-67500000-67500000-chrX-67850000-67850000
chr17-32400000-32400000-chr17-34950000-34950000	chr9-58300000-58300000-chr9-57850000-57850000	chr10-7050000-7050000-chr10-7550000-7550000
chr12-52550000-52550000-chr12-53400000-53400000	chr4-11850000-11850000-chr4-12050000-12050000	chr16-78750000-78750000-chr16-79800000-79800000
chr1-176050000-176050000-chr1-175100000-175100000	chr19-8100000-8100000-chr19-7400000-7400000	chr5-68600000-68600000-chr5-67900000-67900000
chr9-44150000-44150000-chr9-42750000-42750000	chr1-127500000-127500000-chr1-128550000-128550000	chr1-107200000-107200000-chr1-105000000-105000000
chr5-9300000-9300000-chr5-8350000-8350000	chr8-76100000-76100000-chr8-75050000-75050000	chr3-123000000-123000000-chr3-121700000-121700000
chr9-15600000-15600000-chr9-16200000-16200000	chr8-105750000-105750000-chr8-106400000-106400000	chr10-104350000-104350000-chr10-103500000-103500000
chr11-68050000-68050000-chr11-68850000-68850000	chr14-9100000-9100000-chr14-8300000-8300000	chr10-1450000-1450000-chr10-800000-800000
chr14-31800000-31800000-chr14-33000000-33000000	chr9-61850000-61850000-chr9-60650000-60650000	chr2-82350000-82350000-chr2-80950000-80950000
chr7-50500000-50500000-chr7-50150000-50150000	chr3-13550000-13550000-chr3-15650000-15650000	chr4-98750000-98750000-chr4-97400000-97400000
chr1-63700000-63700000-chr1-63100000-63100000	chr14-5050000-5050000-chr14-6600000-6600000	chr5-46250000-46250000-chr5-46700000-46700000
chr11-82950000-82950000-chr11-83600000-83600000	chr7-95650000-95650000-chr7-96750000-96750000	chr12-1500000-1500000-chr12-950000-950000
chr4-60500000-60500000-chr4-60500000-60500000	chr5-143850000-143850000-chr5-144900000-144900000	chr10-42850000-42850000-chr10-43700000-43700000
chrX-95750000-95750000-chrX-95100000-95100000	chr2-172500000-172500000-chr2-172250000-172250000	chr7-60500000-60500000-chr7-60950000-60950000
chrX-100100000-100100000-chrX-101100000-101100000	chr6-67000000-67000000-chr6-66400000-66400000	chr5-69900000-69900000-chr5-69000000-69000000
chr14-21300000-21300000-chr14-22050000-22050000	chr15-66350000-66350000-chr15-69050000-69050000	chr17-21050000-21050000-chr17-19150000-19150000
chr1-11700000-11700000-chr1-11250000-11250000	chr15-86750000-86750000-chr15-86000000-86000000	chr13-22800000-22800000-chr13-22000000-22000000
chr11-119950000-119950000-chr11-121200000-121200000	chr8-113400000-113400000-chr8-112000000-112000000	chr8-44150000-44150000-chr8-44750000-44750000
chr6-142350000-142350000-chr6-143250000-143250000	chr2-160850000-160850000-chr2-160200000-160200000	chr15-46600000-46600000-chr15-47000000-47000000
chr12-100350000-100350000-chr12-101750000-101750000	chr12-119650000-119650000-chr12-118950000-118950000	chr3-115750000-115750000-chr3-117400000-117400000
chr1-178150000-178150000-chr1-176100000-176100000	chr14-74200000-74200000-chr14-75750000-75750000	chr1-13550000-13550000-chr1-14600000-14600000
chr2-10400000-10400000-chr2-11550000-11550000	chr2-24700000-24700000-chr2-23050000-23050000	chr6-57150000-57150000-chr6-56400000-56400000
chr13-94450000-94450000-chr13-93750000-93750000	chr4-145000000-145000000-chr4-145900000-145900000	chr16-91050000-91050000-chr16-91950000-91950000
chr16-24950000-24950000-chr16-24550000-24550000	chr6-113300000-113300000-chr6-112000000-112000000	chr17-60050000-60050000-chr17-58450000-58450000
chr2-145950000-145950000-chr2-144250000-144250000	chr11-114750000-114750000-chr11-116500000-116500000	chr6-129950000-129950000-chr6-131350000-131350000
chr11-116650000-116650000-chr11-116200000-116200000	chr12-5500000-5500000-chr12-3850000-3850000	chr1-43200000-43200000-chr1-44400000-44400000
chrX-43100000-43100000-chrX-41600000-41600000	chr8-38850000-38850000-chr8-37850000-37850000	chr12-6700000-6700000-chr12-7450000-7450000
chr10-83050000-83050000-chr10-85450000-85450000	chr8-84200000-84200000-chr8-82350000-82350000	chrY-34800000-34800000-chrY-35150000-35150000
chr4-82450000-82450000-chr4-83600000-83600000	chr3-153000000-153000000-chr3-153550000-153550000	chr2-21350000-21350000-chr2-22500000-22500000
chr16-35950000-35950000-chr16-33500000-33500000	chr12-107400000-107400000-chr12-109650000-109650000	chrY-20150000-20150000-chrY-19150000-19150000
chr11-62000000-62000000-chr11-62950000-62950000	chr8-121200000-121200000-chr8-120100000-120100000	chr14-111650000-111650000-chr14-112750000-112750000
chr2-156350000-156350000-chr2-155550000-155550000	chr1-154650000-154650000-chr1-153700000-153700000	chr1-109100000-109100000-chr1-110750000-110750000
chr2-69450000-69450000-chr2-68900000-68900000	chr4-99500000-99500000-chr4-100950000-100950000	chr7-5550000-5550000-chr7-7050000-7050000
chr5-89200000-89200000-chr5-89750000-89750000	chr3-120800000-120800000-chr3-122300000-122300000	chr5-90150000-90150000-chr5-89650000-89650000
chr14-12650000-12650000-chr14-9950000-9950000	chr1-88750000-88750000-chr1-86950000-86950000	chr7-31950000-31950000-chr7-32650000-32650000
chr11-99800000-99800000-chr11-99000000-99000000	chr4-143400000-143400000-chr4-145250000-145250000	chr2-25850000-25850000-chr2-26750000-26750000
chr7-118700000-118700000-chr7-119600000-119600000	chr13-26500000-26500000-chr13-25100000-25100000	chr2-108600000-108600000-chr2-110350000-110350000
chr10-91900000-91900000-chr10-91150000-91150000	chrX-71400000-71400000-chrX-70800000-70800000	chr10-54650000-54650000-chr10-56000000-56000000
chr8-84800000-84800000-chr8-86050000-86050000	chr17-9500000-9500000-chr17-8150000-8150000	chrX-2800000-2800000-chrX-3200000-3200000
chr18-61250000-61250000-chr18-63250000-63250000	chr7-25000000-25000000-chr7-24000000-24000000	chr1-145600000-145600000-chr1-148900000-148900000
chr9-24150000-24150000-chr9-20900000-20900000	chr16-77600000-77600000-chr16-79400000-79400000	chr19-48900000-48900000-chr19-51300000-51300000
chr4-150000000-150000000-chr4-151150000-151150000	chr5-119500000-119500000-chr5-120150000-120150000	chrY-8150000-8150000-chrY-7100000-7100000
chr5-123750000-123750000-chr5-124800000-124800000	chr9-122400000-122400000-chr9-120900000-120900000	chr16-46750000-46750000-chr16-47950000-47950000
chr10-59750000-59750000-chr10-61250000-61250000	chr15-36950000-36950000-chr15-34500000-34500000	chr8-64000000-64000000-chr8-62250000-62250000
chr10-13700000-13700000-chr10-11450000-11450000	chrY-1450000-1450000-chrY-2800000-2800000	chr10-87800000-87800000-chr10-88850000-88850000
chr1-126050000-126050000-chr1-123350000-123350000	chr9-73350000-73350000-chr9-76200000-76200000	chr6-7650000-7650000-chr6-11250000-11250000
