GG	GN	NN
chr9-66250000-66250000-chr9-65750000-65750000	chr18-71350000-71350000-chr18-72650000-72650000	chr3-18300000-18300000-chr3-21000000-21000000
chr12-15450000-15450000-chr12-16950000-16950000	chr1-64400000-64400000-chr1-64600000-64600000	chrY-54400000-54400000-chrY-55700000-55700000
chr5-67700000-67700000-chr5-68100000-68100000	chr5-94750000-94750000-chr5-95950000-95950000	chr10-47750000-47750000-chr10-47000000-47000000
chr1-62550000-62550000-chr1-64550000-64550000	chr2-61450000-61450000-chr2-61750000-61750000	chrY-30250000-30250000-chrY-31600000-31600000
chr19-37300000-37300000-chr19-34250000-34250000	chr6-18300000-18300000-chr6-16800000-16800000	chr7-108500000-108500000-chr7-107350000-107350000
chr7-49850000-49850000-chr7-48450000-48450000	chr11-106550000-106550000-chr11-105000000-105000000	chr10-24850000-24850000-chr10-25700000-25700000
chr9-20900000-20900000-chr9-21500000-21500000	chr3-94800000-94800000-chr3-95200000-95200000	chrX-37500000-37500000-chrX-36450000-36450000
chr8-122400000-122400000-chr8-123000000-123000000	chrX-53600000-53600000-chrX-52600000-52600000	chr1-2050000-2050000-chr1-3850000-3850000
chr17-52750000-52750000-chr17-51900000-51900000	chr1-22300000-22300000-chr1-23650000-23650000	chr5-59450000-59450000-chr5-61250000-61250000
chr7-42500000-42500000-chr7-43500000-43500000	chr8-97900000-97900000-chr8-99100000-99100000	chr4-90950000-90950000-chr4-91850000-91850000
chr5-71600000-71600000-chr5-73050000-73050000	chr2-127000000-127000000-chr2-128800000-128800000	chr4-66550000-66550000-chr4-66950000-66950000
chr6-103650000-103650000-chr6-104650000-104650000	chr6-100150000-100150000-chr6-97950000-97950000	chr8-18100000-18100000-chr8-17750000-17750000
chr15-30250000-30250000-chr15-32350000-32350000	chr9-77500000-77500000-chr9-79300000-79300000	chr12-97300000-97300000-chr12-96750000-96750000
chr11-34550000-34550000-chr11-36650000-36650000	chr5-133950000-133950000-chr5-132100000-132100000	chr12-9250000-9250000-chr12-10050000-10050000
chr15-36600000-36600000-chr15-35300000-35300000	chr11-7350000-7350000-chr11-7150000-7150000	chr7-103300000-103300000-chr7-104550000-104550000
chr1-74000000-74000000-chr1-74750000-74750000	chr1-101550000-101550000-chr1-100350000-100350000	chr3-104600000-104600000-chr3-105400000-105400000
chrX-73900000-73900000-chrX-74400000-74400000	chr3-110050000-110050000-chr3-110600000-110600000	chr9-91150000-91150000-chr9-92900000-92900000
chr13-51150000-51150000-chr13-51700000-51700000	chr9-42150000-42150000-chr9-40450000-40450000	chr9-11400000-11400000-chr9-11400000-11400000
chr3-25950000-25950000-chr3-25700000-25700000	chr4-81750000-81750000-chr4-83600000-83600000	chr10-56300000-56300000-chr10-55000000-55000000
chr8-38000000-38000000-chr8-39050000-39050000	chr2-118850000-118850000-chr2-119150000-119150000	chrX-19900000-19900000-chrX-19000000-19000000
chr9-10000000-10000000-chr9-10000000-10000000	chr3-104050000-104050000-chr3-102400000-102400000	chr4-89700000-89700000-chr4-90600000-90600000
chr17-71050000-71050000-chr17-72050000-72050000	chr7-72250000-72250000-chr7-71450000-71450000	chr7-10000000-10000000-chr7-9050000-9050000
chr18-33950000-33950000-chr18-32250000-32250000	chr9-87850000-87850000-chr9-87200000-87200000	chr6-70700000-70700000-chr6-70350000-70350000
chr5-116550000-116550000-chr5-114900000-114900000	chr3-96050000-96050000-chr3-95150000-95150000	chr18-3450000-3450000-chr18-4150000-4150000
chr13-35700000-35700000-chr13-33150000-33150000	chr1-15550000-15550000-chr1-14400000-14400000	chr2-137800000-137800000-chr2-136600000-136600000
chr6-60350000-60350000-chr6-60800000-60800000	chr4-61350000-61350000-chr4-60300000-60300000	chr1-98800000-98800000-chr1-99600000-99600000
chr5-20050000-20050000-chr5-21350000-21350000	chrX-4200000-4200000-chrX-4700000-4700000	chr16-15450000-15450000-chr16-14950000-14950000
chr18-15000000-15000000-chr18-13750000-13750000	chr5-63750000-63750000-chr5-64150000-64150000	chrX-78800000-78800000-chrX-77350000-77350000
chr4-113600000-113600000-chr4-113000000-113000000	chr12-8750000-8750000-chr12-7100000-7100000	chrY-5050000-5050000-chrY-4200000-4200000
chr7-120650000-120650000-chr7-121450000-121450000	chr14-58950000-58950000-chr14-59950000-59950000	chr17-35750000-35750000-chr17-37450000-37450000
chrX-159550000-159550000-chrX-160500000-160500000	chr8-124100000-124100000-chr8-122450000-122450000	chr12-10150000-10150000-chr12-10900000-10900000
chr16-17700000-17700000-chr16-17300000-17300000	chr7-54950000-54950000-chr7-55700000-55700000	chrY-10200000-10200000-chrY-8350000-8350000
chr4-126200000-126200000-chr4-124750000-124750000	chr16-45000000-45000000-chr16-44500000-44500000	chr18-18850000-18850000-chr18-21450000-21450000
chr17-71200000-71200000-chr17-69250000-69250000	chr8-15250000-15250000-chr8-14250000-14250000	chr1-97500000-97500000-chr1-98700000-98700000
chr6-136000000-136000000-chr6-134800000-134800000	chr18-58200000-58200000-chr18-60050000-60050000	chr3-14300000-14300000-chr3-17000000-17000000
chr17-56450000-56450000-chr17-55850000-55850000	chr14-3300000-3300000-chr14-3000000-3000000	chr11-71150000-71150000-chr11-70300000-70300000
chr15-101800000-101800000-chr15-102300000-102300000	chr6-5150000-5150000-chr6-6500000-6500000	chr2-84900000-84900000-chr2-86050000-86050000
chr10-105550000-105550000-chr10-107550000-107550000	chr3-35400000-35400000-chr3-36600000-36600000	chrY-83000000-83000000-chrY-84400000-84400000
chr6-50350000-50350000-chr6-51450000-51450000	chr10-84150000-84150000-chr10-83250000-83250000	chr8-4900000-4900000-chr8-5600000-5600000
chr5-128900000-128900000-chr5-127850000-127850000	chr3-76000000-76000000-chr3-73700000-73700000	chrY-28200000-28200000-chrY-27400000-27400000
chr4-143200000-143200000-chr4-144900000-144900000	chr16-13400000-13400000-chr16-12450000-12450000	chr18-2550000-2550000-chr18-3050000-3050000
chr8-88100000-88100000-chr8-88550000-88550000	chr18-81950000-81950000-chr18-80200000-80200000	chr1-73350000-73350000-chr1-73200000-73200000
chr3-154600000-154600000-chr3-153850000-153850000	chr12-72300000-72300000-chr12-71700000-71700000	chrX-91100000-91100000-chrX-91800000-91800000
chr6-17900000-17900000-chr6-18300000-18300000	chr2-60700000-60700000-chr2-61850000-61850000	chr11-45600000-45600000-chr11-45250000-45250000
chr18-22050000-22050000-chr18-21100000-21100000	chr7-8800000-8800000-chr7-7450000-7450000	chr5-17900000-17900000-chr5-19000000-19000000
chr3-145550000-145550000-chr3-146450000-146450000	chr2-142500000-142500000-chr2-142000000-142000000	chr5-96200000-96200000-chr5-95050000-95050000
chr6-37400000-37400000-chr6-36450000-36450000	chr8-14950000-14950000-chr8-13950000-13950000	chr6-14250000-14250000-chr6-13050000-13050000
chr8-38650000-38650000-chr8-39100000-39100000	chr16-26000000-26000000-chr16-25000000-25000000	chr7-116650000-116650000-chr7-116050000-116050000
chr16-76150000-76150000-chr16-74850000-74850000	chr13-80650000-80650000-chr13-81250000-81250000	chr19-54100000-54100000-chr19-52750000-52750000
chr17-67800000-67800000-chr17-65750000-65750000	chr11-5550000-5550000-chr11-4400000-4400000	chr10-29750000-29750000-chr10-28650000-28650000
chr18-22150000-22150000-chr18-23350000-23350000	chr7-74300000-74300000-chr7-75450000-75450000	chr4-71600000-71600000-chr4-72800000-72800000
chrX-69450000-69450000-chrX-70000000-70000000	chr8-55650000-55650000-chr8-54550000-54550000	chr13-97050000-97050000-chr13-96350000-96350000
chr10-75100000-75100000-chr10-76350000-76350000	chr4-59900000-59900000-chr4-61650000-61650000	chrX-129550000-129550000-chrX-129250000-129250000
chr18-64950000-64950000-chr18-63350000-63350000	chr3-119000000-119000000-chr3-120000000-120000000	chrX-59650000-59650000-chrX-57700000-57700000
chr19-38550000-38550000-chr19-40600000-40600000	chr10-22650000-22650000-chr10-22950000-22950000	chr11-24200000-24200000-chr11-22650000-22650000
chr8-13100000-13100000-chr8-13550000-13550000	chr12-35250000-35250000-chr12-34600000-34600000	chrY-8750000-8750000-chrY-9000000-9000000
chr8-111250000-111250000-chr8-112750000-112750000	chr16-93050000-93050000-chr16-91000000-91000000	chr2-138450000-138450000-chr2-138950000-138950000
chr19-31700000-31700000-chr19-31000000-31000000	chr14-122150000-122150000-chr14-123050000-123050000	chrY-9700000-9700000-chrY-8000000-8000000
chrX-136450000-136450000-chrX-137000000-137000000	chr19-22800000-22800000-chr19-21250000-21250000	chr15-74250000-74250000-chr15-76150000-76150000
chr13-17150000-17150000-chr13-17900000-17900000	chr3-84050000-84050000-chr3-83250000-83250000	chr17-76450000-76450000-chr17-77250000-77250000
chr4-41600000-41600000-chr4-39450000-39450000	chr5-89400000-89400000-chr5-89750000-89750000	chrY-40450000-40450000-chrY-41100000-41100000
chr5-135050000-135050000-chr5-136400000-136400000	chr3-116300000-116300000-chr3-114400000-114400000	chr13-94750000-94750000-chr13-95400000-95400000
chr9-123150000-123150000-chr9-119550000-119550000	chr1-42150000-42150000-chr1-43550000-43550000	chr9-6050000-6050000-chr9-6050000-6050000
chr11-121500000-121500000-chr11-120850000-120850000	chr4-95050000-95050000-chr4-93950000-93950000	chr7-32550000-32550000-chr7-31200000-31200000
chr17-25900000-25900000-chr17-25200000-25200000	chr9-67550000-67550000-chr9-69850000-69850000	chrX-132250000-132250000-chrX-131450000-131450000
chr2-32250000-32250000-chr2-33250000-33250000	chr2-69900000-69900000-chr2-68500000-68500000	chr14-16150000-16150000-chr14-15350000-15350000
chr13-90100000-90100000-chr13-89050000-89050000	chr6-121200000-121200000-chr6-122750000-122750000	chr11-110750000-110750000-chr11-112500000-112500000
chr9-106300000-106300000-chr9-104900000-104900000	chr10-67200000-67200000-chr10-66450000-66450000	chr2-149400000-149400000-chr2-149000000-149000000
chr19-12200000-12200000-chr19-11800000-11800000	chr18-48700000-48700000-chr18-47350000-47350000	chr7-18300000-18300000-chr7-17500000-17500000
chr8-58200000-58200000-chr8-57550000-57550000	chr10-108900000-108900000-chr10-110150000-110150000	chr17-60800000-60800000-chr17-59600000-59600000
chr16-32150000-32150000-chr16-33650000-33650000	chr15-84500000-84500000-chr15-85500000-85500000	chr1-49350000-49350000-chr1-48850000-48850000
chrX-139650000-139650000-chrX-138600000-138600000	chr14-16600000-16600000-chr14-19500000-19500000	chr9-1550000-1550000-chr9-200000-200000
chr16-91900000-91900000-chr16-93450000-93450000	chr8-87000000-87000000-chr8-86650000-86650000	chr3-113500000-113500000-chr3-112350000-112350000
chr6-127150000-127150000-chr6-125950000-125950000	chr12-15950000-15950000-chr12-15000000-15000000	chr15-26450000-26450000-chr15-27450000-27450000
chr7-45350000-45350000-chr7-43850000-43850000	chr7-3200000-3200000-chr7-4350000-4350000	chr14-14600000-14600000-chr14-15200000-15200000
chr19-43750000-43750000-chr19-46200000-46200000	chr11-4900000-4900000-chr11-5850000-5850000	chr2-50800000-50800000-chr2-50500000-50500000
chrX-147050000-147050000-chrX-144650000-144650000	chr2-134650000-134650000-chr2-135900000-135900000	chrY-51450000-51450000-chrY-50100000-50100000
chr8-34900000-34900000-chr8-33750000-33750000	chr1-60650000-60650000-chr1-61850000-61850000	chr14-83150000-83150000-chr14-84300000-84300000
chr8-79400000-79400000-chr8-77550000-77550000	chr4-18050000-18050000-chr4-17800000-17800000	chr14-42750000-42750000-chr14-45400000-45400000
chr9-70350000-70350000-chr9-71150000-71150000	chr14-23450000-23450000-chr14-25200000-25200000	chr13-71500000-71500000-chr13-69400000-69400000
chr11-34600000-34600000-chr11-36050000-36050000	chr14-58750000-58750000-chr14-56650000-56650000	chrX-162250000-162250000-chrX-159150000-159150000
chr9-24750000-24750000-chr9-22300000-22300000	chrX-92250000-92250000-chrX-90950000-90950000	chr5-11500000-11500000-chr5-9950000-9950000
chr9-13750000-13750000-chr9-15350000-15350000	chr13-94700000-94700000-chr13-94200000-94200000	chrX-3800000-3800000-chrX-3200000-3200000
