GG	GN	NN
chr11-44800000-44800000-chr11-46550000-46550000	chrX-13600000-13600000-chrX-15150000-15150000	chr4-78900000-78900000-chr4-78700000-78700000
chr6-45300000-45300000-chr6-46650000-46650000	chrX-71100000-71100000-chrX-72800000-72800000	chr7-9350000-9350000-chr7-10400000-10400000
chr4-41500000-41500000-chr4-42600000-42600000	chr3-111700000-111700000-chr3-109950000-109950000	chrY-59150000-59150000-chrY-60150000-60150000
chr2-19300000-19300000-chr2-18100000-18100000	chr10-91850000-91850000-chr10-93700000-93700000	chrX-114150000-114150000-chrX-116000000-116000000
chr18-54450000-54450000-chr18-53700000-53700000	chr19-28850000-28850000-chr19-29400000-29400000	chr17-42950000-42950000-chr17-42950000-42950000
chr4-46700000-46700000-chr4-47250000-47250000	chrX-75350000-75350000-chrX-74550000-74550000	chr2-134450000-134450000-chr2-134050000-134050000
chr12-53800000-53800000-chr12-54650000-54650000	chr17-47950000-47950000-chr17-47500000-47500000	chr15-49850000-49850000-chr15-50300000-50300000
chr15-41550000-41550000-chr15-39800000-39800000	chr15-89200000-89200000-chr15-88700000-88700000	chr16-88550000-88550000-chr16-89150000-89150000
chr15-79000000-79000000-chr15-77150000-77150000	chr1-34300000-34300000-chr1-35600000-35600000	chr4-55100000-55100000-chr4-57500000-57500000
chrX-113350000-113350000-chrX-114550000-114550000	chr16-5350000-5350000-chr16-6050000-6050000	chr12-68200000-68200000-chr12-69050000-69050000
chr15-84250000-84250000-chr15-83650000-83650000	chr4-12450000-12450000-chr4-10650000-10650000	chr4-124600000-124600000-chr4-125850000-125850000
chr4-125500000-125500000-chr4-123250000-123250000	chr5-15200000-15200000-chr5-16100000-16100000	chr3-93050000-93050000-chr3-94800000-94800000
chr6-30850000-30850000-chr6-32800000-32800000	chr12-51750000-51750000-chr12-52650000-52650000	chr17-38500000-38500000-chr17-36700000-36700000
chr9-115100000-115100000-chr9-116000000-116000000	chr11-8050000-8050000-chr11-9000000-9000000	chr13-71750000-71750000-chr13-71200000-71200000
