GG	GN	NN
chr9-96750000-96750000-chr9-95100000-95100000	chr5-90900000-90900000-chr5-92500000-92500000	chr7-54800000-54800000-chr7-53800000-53800000
chr2-167350000-167350000-chr2-166600000-166600000	chr5-18750000-18750000-chr5-19300000-19300000	chr16-23850000-23850000-chr16-25050000-25050000
chr11-102000000-102000000-chr11-102850000-102850000	chr8-95900000-95900000-chr8-95100000-95100000	chr12-63200000-63200000-chr12-62500000-62500000
chr7-97650000-97650000-chr7-96650000-96650000	chrX-89950000-89950000-chrX-88050000-88050000	chrX-34850000-34850000-chrX-36250000-36250000
chr11-33800000-33800000-chr11-33250000-33250000	chr14-96850000-96850000-chr14-98050000-98050000	chr8-55150000-55150000-chr8-54050000-54050000
chrX-163100000-163100000-chrX-164150000-164150000	chr1-67000000-67000000-chr1-65500000-65500000	chr2-100750000-100750000-chr2-101500000-101500000
chr6-128500000-128500000-chr6-129050000-129050000	chr15-88350000-88350000-chr15-87900000-87900000	chr3-113450000-113450000-chr3-110950000-110950000
chr11-113450000-113450000-chr11-112700000-112700000	chr6-16850000-16850000-chr6-18700000-18700000	chr10-47800000-47800000-chr10-47000000-47000000
chr15-59050000-59050000-chr15-59450000-59450000	chr7-125050000-125050000-chr7-126000000-126000000	chr1-151200000-151200000-chr1-150550000-150550000
chr9-55650000-55650000-chr9-55000000-55000000	chr13-51650000-51650000-chr13-53000000-53000000	chr11-40050000-40050000-chr11-38050000-38050000
chr11-79050000-79050000-chr11-78750000-78750000	chr10-84500000-84500000-chr10-83300000-83300000	chr10-124050000-124050000-chr10-124750000-124750000
chrX-140050000-140050000-chrX-140550000-140550000	chr12-31150000-31150000-chr12-31300000-31300000	chr18-48700000-48700000-chr18-47500000-47500000
chr4-112400000-112400000-chr4-113550000-113550000	chr16-43300000-43300000-chr16-42350000-42350000	chr10-8050000-8050000-chr10-9700000-9700000
chr9-104200000-104200000-chr9-105300000-105300000	chr3-55250000-55250000-chr3-54000000-54000000	chr11-56400000-56400000-chr11-57900000-57900000
chr12-28950000-28950000-chr12-29750000-29750000	chr14-35350000-35350000-chr14-36500000-36500000	chr9-32800000-32800000-chr9-30250000-30250000
chr17-33300000-33300000-chr17-34950000-34950000	chr7-52100000-52100000-chr7-50000000-50000000	chrX-67850000-67850000-chrX-66700000-66700000
chr6-125700000-125700000-chr6-127300000-127300000	chr13-20550000-20550000-chr13-19200000-19200000	chr14-113400000-113400000-chr14-114100000-114100000
chr1-153050000-153050000-chr1-150850000-150850000	chr11-36700000-36700000-chr11-38250000-38250000	chr11-550000-550000-chr11-2050000-2050000
chr10-10750000-10750000-chr10-10550000-10550000	chr10-62050000-62050000-chr10-62600000-62600000	chr7-71150000-71150000-chr7-69200000-69200000
chr13-12600000-12600000-chr13-13500000-13500000	chr9-74050000-74050000-chr9-75300000-75300000	chr1-133150000-133150000-chr1-134100000-134100000
chr10-115500000-115500000-chr10-118550000-118550000	chr3-6850000-6850000-chr3-9650000-9650000	chrX-58700000-58700000-chrX-57600000-57600000
chr2-163250000-163250000-chr2-161100000-161100000	chr2-63450000-63450000-chr2-62200000-62200000	chr15-52800000-52800000-chr15-51900000-51900000
chr7-130800000-130800000-chr7-130600000-130600000	chr1-64150000-64150000-chr1-64800000-64800000	chr5-26250000-26250000-chr5-24800000-24800000
chr1-54000000-54000000-chr1-54750000-54750000	chr5-31750000-31750000-chr5-32200000-32200000	chrX-77100000-77100000-chrX-78350000-78350000
chr17-84650000-84650000-chr17-86500000-86500000	chr12-97150000-97150000-chr12-95700000-95700000	chr1-153650000-153650000-chr1-155000000-155000000
chr12-57400000-57400000-chr12-57650000-57650000	chr4-52000000-52000000-chr4-52850000-52850000	chr3-21700000-21700000-chr3-22500000-22500000
chr6-129900000-129900000-chr6-129100000-129100000	chr12-89700000-89700000-chr12-90800000-90800000	chr13-5650000-5650000-chr13-5250000-5250000
chr15-9650000-9650000-chr15-8700000-8700000	chr3-109000000-109000000-chr3-107150000-107150000	chr17-15800000-15800000-chr17-17100000-17100000
chr6-77850000-77850000-chr6-77000000-77000000	chr6-107400000-107400000-chr6-108800000-108800000	chr8-44850000-44850000-chr8-46150000-46150000
chr5-64250000-64250000-chr5-65300000-65300000	chr5-81450000-81450000-chr5-83050000-83050000	chr1-4500000-4500000-chr1-5900000-5900000
chr2-50350000-50350000-chr2-51700000-51700000	chr2-92850000-92850000-chr2-93650000-93650000	chr7-20800000-20800000-chr7-20300000-20300000
chr6-126500000-126500000-chr6-125150000-125150000	chr12-69100000-69100000-chr12-70200000-70200000	chr7-135950000-135950000-chr7-135350000-135350000
