GG	GN	NN
chr9-63450000-63450000-chr9-61900000-61900000	chr13-74100000-74100000-chr13-74800000-74800000	chr8-39400000-39400000-chr8-40700000-40700000
chr7-112700000-112700000-chr7-112300000-112300000	chr19-42300000-42300000-chr19-41000000-41000000	chr19-35600000-35600000-chr19-35050000-35050000
chr7-57500000-57500000-chr7-57050000-57050000	chr4-23850000-23850000-chr4-25250000-25250000	chrY-15800000-15800000-chrY-16250000-16250000
chr8-19900000-19900000-chr8-21200000-21200000	chr7-57750000-57750000-chr7-58850000-58850000	chrX-164700000-164700000-chrX-165400000-165400000
chr15-76750000-76750000-chr15-76400000-76400000	chr2-80100000-80100000-chr2-82800000-82800000	chr13-26350000-26350000-chr13-28050000-28050000
chr15-34900000-34900000-chr15-34250000-34250000	chr4-78100000-78100000-chr4-79300000-79300000	chr10-48600000-48600000-chr10-48300000-48300000
chr14-20300000-20300000-chr14-21550000-21550000	chr15-54300000-54300000-chr15-53300000-53300000	chr8-13750000-13750000-chr8-12050000-12050000
chr15-75950000-75950000-chr15-73750000-73750000	chr13-50250000-50250000-chr13-51300000-51300000	chr5-40650000-40650000-chr5-41300000-41300000
chr11-88050000-88050000-chr11-86950000-86950000	chr16-91800000-91800000-chr16-90700000-90700000	chrY-82000000-82000000-chrY-80800000-80800000
chr8-127600000-127600000-chr8-126950000-126950000	chr9-69050000-69050000-chr9-69550000-69550000	chr11-15750000-15750000-chr11-15150000-15150000
chr9-109550000-109550000-chr9-107400000-107400000	chr18-88350000-88350000-chr18-86400000-86400000	chr7-108000000-108000000-chr7-105300000-105300000
chr19-39850000-39850000-chr19-37300000-37300000	chr11-23350000-23350000-chr11-22700000-22700000	chr12-5450000-5450000-chr12-7550000-7550000
chr2-35700000-35700000-chr2-34600000-34600000	chr4-83500000-83500000-chr4-82350000-82350000	chr5-82600000-82600000-chr5-83000000-83000000
chr6-40350000-40350000-chr6-39100000-39100000	chr8-14750000-14750000-chr8-15550000-15550000	chr12-73450000-73450000-chr12-73850000-73850000
chr8-36100000-36100000-chr8-38150000-38150000	chr13-42850000-42850000-chr13-44350000-44350000	chr6-132450000-132450000-chr6-133750000-133750000
chr10-20150000-20150000-chr10-20550000-20550000	chr4-105100000-105100000-chr4-104200000-104200000	chr1-121000000-121000000-chr1-123050000-123050000
chr2-153150000-153150000-chr2-152400000-152400000	chr1-97050000-97050000-chr1-98050000-98050000	chr4-103500000-103500000-chr4-104150000-104150000
chr13-77550000-77550000-chr13-78150000-78150000	chr8-25850000-25850000-chr8-27600000-27600000	chrX-17750000-17750000-chrX-17100000-17100000
chr16-27900000-27900000-chr16-27350000-27350000	chr18-10050000-10050000-chr18-11050000-11050000	chr12-105450000-105450000-chr12-106300000-106300000
chr12-110800000-110800000-chr12-109550000-109550000	chr5-19100000-19100000-chr5-20050000-20050000	chr12-115450000-115450000-chr12-115900000-115900000
chr10-93050000-93050000-chr10-93550000-93550000	chrX-107400000-107400000-chrX-106550000-106550000	chr6-4800000-4800000-chr6-7800000-7800000
chr1-38100000-38100000-chr1-36550000-36550000	chr3-94700000-94700000-chr3-93300000-93300000	chr19-52950000-52950000-chr19-54450000-54450000
chr6-16900000-16900000-chr6-17800000-17800000	chr4-45900000-45900000-chr4-47850000-47850000	chr12-46950000-46950000-chr12-47950000-47950000
chr3-64700000-64700000-chr3-63950000-63950000	chr16-80550000-80550000-chr16-81400000-81400000	chr4-60950000-60950000-chr4-61800000-61800000
chr17-7800000-7800000-chr17-9150000-9150000	chr17-13900000-13900000-chr17-14750000-14750000	chr8-51300000-51300000-chr8-50500000-50500000
chr3-25500000-25500000-chr3-26700000-26700000	chr1-105850000-105850000-chr1-107000000-107000000	chr8-22850000-22850000-chr8-21700000-21700000
chr14-119150000-119150000-chr14-118550000-118550000	chr5-112100000-112100000-chr5-112300000-112300000	chr1-114300000-114300000-chr1-113750000-113750000
chr1-174750000-174750000-chr1-177750000-177750000	chr15-99150000-99150000-chr15-99550000-99550000	chr10-87500000-87500000-chr10-88250000-88250000
chr3-98450000-98450000-chr3-96000000-96000000	chr14-21650000-21650000-chr14-23200000-23200000	chr6-19550000-19550000-chr6-20050000-20050000
chr6-15200000-15200000-chr6-15200000-15200000	chr3-67500000-67500000-chr3-69200000-69200000	chrY-10700000-10700000-chrY-11300000-11300000
chr5-88400000-88400000-chr5-87700000-87700000	chr17-37100000-37100000-chr17-36150000-36150000	chr8-59750000-59750000-chr8-60550000-60550000
chr7-132300000-132300000-chr7-130600000-130600000	chr7-19600000-19600000-chr7-17900000-17900000	chr2-87750000-87750000-chr2-88200000-88200000
chr4-123200000-123200000-chr4-123600000-123600000	chrX-87350000-87350000-chrX-86500000-86500000	chr12-43750000-43750000-chr12-44050000-44050000
chr10-39650000-39650000-chr10-40700000-40700000	chr15-102200000-102200000-chr15-101750000-101750000	chrY-35850000-35850000-chrY-34800000-34800000
chr7-44700000-44700000-chr7-44350000-44350000	chr2-13400000-13400000-chr2-12850000-12850000	chr17-89800000-89800000-chr17-88600000-88600000
chr1-82700000-82700000-chr1-85200000-85200000	chr15-7600000-7600000-chr15-8200000-8200000	chr10-40950000-40950000-chr10-42850000-42850000
chr15-42600000-42600000-chr15-43500000-43500000	chr7-45400000-45400000-chr7-44350000-44350000	chr15-13950000-13950000-chr15-15900000-15900000
chr4-150300000-150300000-chr4-150000000-150000000	chr13-9750000-9750000-chr13-10650000-10650000	chr15-65700000-65700000-chr15-68550000-68550000
chr19-4850000-4850000-chr19-4350000-4350000	chr18-45100000-45100000-chr18-45950000-45950000	chr13-71250000-71250000-chr13-69450000-69450000
chr5-29450000-29450000-chr5-27700000-27700000	chr8-68500000-68500000-chr8-69550000-69550000	chrY-42900000-42900000-chrY-44650000-44650000
chr1-69550000-69550000-chr1-70650000-70650000	chr9-2150000-2150000-chr9-3750000-3750000	chrY-27000000-27000000-chrY-25850000-25850000
chr6-137400000-137400000-chr6-137800000-137800000	chr13-50250000-50250000-chr13-51900000-51900000	chr9-31800000-31800000-chr9-31250000-31250000
chr2-142900000-142900000-chr2-143950000-143950000	chr16-20200000-20200000-chr16-21200000-21200000	chrX-2300000-2300000-chrX-2550000-2550000
chr14-17900000-17900000-chr14-17050000-17050000	chr13-53700000-53700000-chr13-54050000-54050000	chr5-147950000-147950000-chr5-145850000-145850000
chrX-103500000-103500000-chrX-102500000-102500000	chr13-101700000-101700000-chr13-102650000-102650000	chr3-139750000-139750000-chr3-141050000-141050000
chr16-13350000-13350000-chr16-14150000-14150000	chr12-103550000-103550000-chr12-103750000-103750000	chr4-6100000-6100000-chr4-5400000-5400000
chr7-99450000-99450000-chr7-100800000-100800000	chr5-97850000-97850000-chr5-97000000-97000000	chrY-10200000-10200000-chrY-11500000-11500000
chr4-44650000-44650000-chr4-42000000-42000000	chr5-146900000-146900000-chr5-147250000-147250000	chrY-40550000-40550000-chrY-39800000-39800000
chr16-42500000-42500000-chr16-43000000-43000000	chr3-82200000-82200000-chr3-84200000-84200000	chr17-92700000-92700000-chr17-91750000-91750000
chr7-83150000-83150000-chr7-82650000-82650000	chr12-101800000-101800000-chr12-100750000-100750000	chr17-60700000-60700000-chr17-61500000-61500000
