GG	GN	NN
chr18-66000000-66000000-chr18-64950000-64950000	chr8-72500000-72500000-chr8-73800000-73800000	chr10-30350000-30350000-chr10-29750000-29750000
chr19-50300000-50300000-chr19-48250000-48250000	chr8-105850000-105850000-chr8-107800000-107800000	chrY-10950000-10950000-chrY-9800000-9800000
chrX-148400000-148400000-chrX-147050000-147050000	chr6-115600000-115600000-chr6-114500000-114500000	chr14-45450000-45450000-chr14-44600000-44600000
chrX-106700000-106700000-chrX-107100000-107100000	chr2-174550000-174550000-chr2-175200000-175200000	chr19-50950000-50950000-chr19-51100000-51100000
chr1-38300000-38300000-chr1-39300000-39300000	chr4-23450000-23450000-chr4-24500000-24500000	chr8-39550000-39550000-chr8-39250000-39250000
chr8-64150000-64150000-chr8-64800000-64800000	chrX-159850000-159850000-chrX-158900000-158900000	chr12-26650000-26650000-chr12-25900000-25900000
chrX-70000000-70000000-chrX-71100000-71100000	chr16-14900000-14900000-chr16-15800000-15800000	chr12-20350000-20350000-chr12-21650000-21650000
chr1-25500000-25500000-chr1-25800000-25800000	chr16-26800000-26800000-chr16-27450000-27450000	chr3-10200000-10200000-chr3-9950000-9950000
chr7-56900000-56900000-chr7-56250000-56250000	chr3-5650000-5650000-chr3-5300000-5300000	chr7-73600000-73600000-chr7-76000000-76000000
chr4-82950000-82950000-chr4-82950000-82950000	chrX-113350000-113350000-chrX-114950000-114950000	chr2-148600000-148600000-chr2-145650000-145650000
chr2-121050000-121050000-chr2-117950000-117950000	chr1-119700000-119700000-chr1-120650000-120650000	chr14-54100000-54100000-chr14-54700000-54700000
chr11-16500000-16500000-chr11-17950000-17950000	chr14-49750000-49750000-chr14-53300000-53300000	chr12-92300000-92300000-chr12-93300000-93300000
chr6-46500000-46500000-chr6-47100000-47100000	chr16-24750000-24750000-chr16-22700000-22700000	chr3-140550000-140550000-chr3-140300000-140300000
chr13-8600000-8600000-chr13-9100000-9100000	chr6-39000000-39000000-chr6-40300000-40300000	chr17-1950000-1950000-chr17-3600000-3600000
