GG	GN	NN
chr17-85600000-85600000-chr17-86400000-86400000	chr13-117750000-117750000-chr13-118400000-118400000	chr6-67750000-67750000-chr6-68600000-68600000
chr4-112900000-112900000-chr4-110550000-110550000	chr16-3600000-3600000-chr16-4400000-4400000	chr1-94250000-94250000-chr1-96800000-96800000
chr10-83650000-83650000-chr10-84400000-84400000	chr8-106500000-106500000-chr8-105450000-105450000	chr1-98600000-98600000-chr1-99450000-99450000
chr19-40450000-40450000-chr19-41800000-41800000	chr12-88650000-88650000-chr12-90150000-90150000	chr3-123950000-123950000-chr3-126050000-126050000
chr15-73150000-73150000-chr15-73750000-73750000	chr4-123050000-123050000-chr4-122300000-122300000	chrX-65650000-65650000-chrX-66350000-66350000
chr6-112900000-112900000-chr6-114300000-114300000	chr8-34850000-34850000-chr8-35900000-35900000	chrX-91850000-91850000-chrX-91250000-91250000
chr15-80350000-80350000-chr15-81150000-81150000	chr16-32250000-32250000-chr16-30250000-30250000	chr15-21750000-21750000-chr15-20700000-20700000
chr11-78750000-78750000-chr11-80700000-80700000	chr18-64450000-64450000-chr18-65000000-65000000	chr12-96050000-96050000-chr12-96600000-96600000
chr10-128700000-128700000-chr10-127200000-127200000	chr2-167450000-167450000-chr2-169050000-169050000	chr10-95700000-95700000-chr10-96750000-96750000
chr12-91650000-91650000-chr12-90250000-90250000	chr11-96650000-96650000-chr11-95650000-95650000	chr8-2750000-2750000-chr8-3300000-3300000
chr18-36750000-36750000-chr18-37150000-37150000	chr13-72800000-72800000-chr13-73500000-73500000	chr6-10550000-10550000-chr6-11700000-11700000
chr15-31600000-31600000-chr15-30650000-30650000	chr7-72850000-72850000-chr7-74500000-74500000	chr12-49800000-49800000-chr12-50750000-50750000
chr13-42750000-42750000-chr13-43250000-43250000	chr1-45850000-45850000-chr1-46600000-46600000	chr16-54450000-54450000-chr16-52950000-52950000
chr10-14700000-14700000-chr10-15800000-15800000	chrX-113850000-113850000-chrX-113500000-113500000	chr4-33700000-33700000-chr4-33200000-33200000
chr15-38050000-38050000-chr15-39650000-39650000	chr8-86250000-86250000-chr8-84900000-84900000	chr7-123750000-123750000-chr7-125050000-125050000
chrX-160500000-160500000-chrX-161900000-161900000	chr2-72900000-72900000-chr2-71100000-71100000	chr5-96950000-96950000-chr5-95300000-95300000
chr19-46800000-46800000-chr19-47500000-47500000	chrX-61050000-61050000-chrX-63250000-63250000	chrX-56250000-56250000-chrX-57650000-57650000
chr16-96150000-96150000-chr16-95500000-95500000	chr3-95650000-95650000-chr3-96450000-96450000	chr7-105550000-105550000-chr7-104550000-104550000
chr3-73100000-73100000-chr3-73500000-73500000	chr4-53750000-53750000-chr4-54650000-54650000	chr1-158100000-158100000-chr1-156000000-156000000
chr6-63350000-63350000-chr6-64350000-64350000	chr2-128250000-128250000-chr2-127650000-127650000	chr5-11400000-11400000-chr5-12950000-12950000
chr18-59300000-59300000-chr18-58900000-58900000	chr14-31600000-31600000-chr14-31000000-31000000	chr1-141750000-141750000-chr1-142700000-142700000
chr5-54350000-54350000-chr5-53200000-53200000	chr2-152500000-152500000-chr2-152150000-152150000	chr17-53700000-53700000-chr17-53350000-53350000
