GG	GN	NN
chr4-132350000-132350000-chr4-130700000-130700000	chr5-145500000-145500000-chr5-144550000-144550000	chr3-133450000-133450000-chr3-131700000-131700000
chr11-120450000-120450000-chr11-121600000-121600000	chr14-45350000-45350000-chr14-46400000-46400000	chrY-45400000-45400000-chrY-48050000-48050000
chr11-80750000-80750000-chr11-81400000-81400000	chr1-49300000-49300000-chr1-50150000-50150000	chrX-2850000-2850000-chrX-3850000-3850000
chr12-81050000-81050000-chr12-78600000-78600000	chr17-85000000-85000000-chr17-87050000-87050000	chr15-9800000-9800000-chr15-5250000-5250000
chr12-100500000-100500000-chr12-102250000-102250000	chr14-77600000-77600000-chr14-76900000-76900000	chr5-59350000-59350000-chr5-60400000-60400000
chr2-155100000-155100000-chr2-154400000-154400000	chr2-84550000-84550000-chr2-87050000-87050000	chr9-14850000-14850000-chr9-15850000-15850000
chr12-87300000-87300000-chr12-86150000-86150000	chr11-45850000-45850000-chr11-45450000-45450000	chr5-95450000-95450000-chr5-94450000-94450000
chrX-139800000-139800000-chrX-139250000-139250000	chr10-79150000-79150000-chr10-78250000-78250000	chr3-93300000-93300000-chr3-93800000-93800000
chr16-35850000-35850000-chr16-34450000-34450000	chr16-11950000-11950000-chr16-13600000-13600000	chrX-25800000-25800000-chrX-25400000-25400000
chr7-111050000-111050000-chr7-112700000-112700000	chr8-68400000-68400000-chr8-69150000-69150000	chr10-1000000-1000000-chr10-500000-500000
chr8-75900000-75900000-chr8-75100000-75100000	chr7-58950000-58950000-chr7-57250000-57250000	chr10-105900000-105900000-chr10-104900000-104900000
chr9-24450000-24450000-chr9-22700000-22700000	chr1-159750000-159750000-chr1-159000000-159000000	chr8-59900000-59900000-chr8-60550000-60550000
chr13-78200000-78200000-chr13-76850000-76850000	chr9-73150000-73150000-chr9-72750000-72750000	chr12-64650000-64650000-chr12-67900000-67900000
