GG	GN	NN
chrX-100900000-100900000-chrX-100000000-100000000	chr14-42950000-42950000-chr14-45500000-45500000	chr3-6050000-6050000-chr3-4650000-4650000
chrX-166250000-166250000-chrX-168100000-168100000	chr17-55050000-55050000-chr17-55850000-55850000	chr16-1950000-1950000-chr16-3200000-3200000
chr10-83600000-83600000-chr10-80950000-80950000	chr1-51750000-51750000-chr1-49850000-49850000	chr16-83700000-83700000-chr16-83100000-83100000
chr9-122750000-122750000-chr9-120950000-120950000	chr5-96550000-96550000-chr5-93550000-93550000	chr19-50000000-50000000-chr19-51750000-51750000
chr16-92700000-92700000-chr16-93900000-93900000	chr10-87350000-87350000-chr10-88150000-88150000	chr8-48950000-48950000-chr8-49950000-49950000
chr5-45800000-45800000-chr5-44650000-44650000	chr4-114550000-114550000-chr4-114100000-114100000	chr3-2150000-2150000-chr3-1050000-1050000
chr5-45400000-45400000-chr5-44100000-44100000	chr6-96050000-96050000-chr6-96350000-96350000	chr2-176500000-176500000-chr2-177400000-177400000
chr10-4650000-4650000-chr10-4300000-4300000	chr17-80700000-80700000-chr17-79200000-79200000	chrY-88750000-88750000-chrY-88750000-88750000
chr3-15550000-15550000-chr3-14000000-14000000	chr6-78100000-78100000-chr6-77450000-77450000	chr5-92000000-92000000-chr5-87400000-87400000
chr7-101350000-101350000-chr7-102100000-102100000	chr6-90600000-90600000-chr6-91300000-91300000	chr18-29500000-29500000-chr18-28150000-28150000
chr1-154650000-154650000-chr1-152700000-152700000	chr2-155250000-155250000-chr2-154100000-154100000	chrY-27850000-27850000-chrY-28450000-28450000
chr14-105500000-105500000-chr14-104900000-104900000	chr10-33050000-33050000-chr10-33950000-33950000	chrY-52150000-52150000-chrY-51050000-51050000
chr13-99200000-99200000-chr13-99500000-99500000	chr10-94900000-94900000-chr10-96800000-96800000	chr16-80500000-80500000-chr16-79500000-79500000
chr16-17300000-17300000-chr16-20150000-20150000	chrX-130000000-130000000-chrX-128600000-128600000	chr12-88650000-88650000-chr12-86650000-86650000
chr3-26900000-26900000-chr3-25600000-25600000	chr19-4350000-4350000-chr19-2350000-2350000	chr12-5650000-5650000-chr12-7150000-7150000
chr4-46800000-46800000-chr4-47300000-47300000	chr11-21450000-21450000-chr11-23600000-23600000	chr9-22900000-22900000-chr9-22150000-22150000
chr9-64050000-64050000-chr9-66200000-66200000	chr2-9100000-9100000-chr2-7200000-7200000	chr18-18350000-18350000-chr18-18700000-18700000
chr9-108650000-108650000-chr9-110050000-110050000	chr5-101400000-101400000-chr5-100450000-100450000	chrX-146000000-146000000-chrX-145200000-145200000
chr11-55550000-55550000-chr11-54850000-54850000	chr13-77850000-77850000-chr13-78750000-78750000	chr17-6100000-6100000-chr17-4300000-4300000
chr2-141300000-141300000-chr2-140550000-140550000	chr1-62250000-62250000-chr1-60700000-60700000	chrX-115400000-115400000-chrX-117300000-117300000
chr5-115650000-115650000-chr5-114600000-114600000	chr2-60850000-60850000-chr2-61350000-61350000	chrY-50900000-50900000-chrY-50050000-50050000
chr13-95700000-95700000-chr13-94450000-94450000	chr6-11900000-11900000-chr6-10750000-10750000	chr3-57050000-57050000-chr3-56350000-56350000
chr3-29400000-29400000-chr3-27500000-27500000	chr3-75600000-75600000-chr3-76750000-76750000	chrY-32300000-32300000-chrY-33600000-33600000
chr17-21500000-21500000-chr17-22450000-22450000	chr18-77450000-77450000-chr18-77850000-77850000	chr10-71300000-71300000-chr10-72850000-72850000
chr8-111200000-111200000-chr8-111550000-111550000	chr8-58000000-58000000-chr8-57100000-57100000	chr6-69000000-69000000-chr6-66600000-66600000
chr1-155100000-155100000-chr1-155700000-155700000	chr1-20250000-20250000-chr1-19500000-19500000	chr10-97300000-97300000-chr10-98200000-98200000
chr4-103050000-103050000-chr4-101450000-101450000	chrX-108750000-108750000-chrX-108050000-108050000	chr7-36500000-36500000-chr7-37350000-37350000
chr2-44250000-44250000-chr2-44750000-44750000	chr11-47000000-47000000-chr11-45200000-45200000	chr4-56950000-56950000-chr4-57900000-57900000
chr11-74700000-74700000-chr11-73800000-73800000	chr19-43950000-43950000-chr19-43350000-43350000	chr15-68000000-68000000-chr15-67600000-67600000
chr18-12800000-12800000-chr18-12300000-12300000	chr14-27650000-27650000-chr14-28700000-28700000	chr5-85450000-85450000-chr5-85450000-85450000
chr12-118150000-118150000-chr12-119200000-119200000	chr8-18050000-18050000-chr8-17500000-17500000	chr1-117950000-117950000-chr1-117000000-117000000
chr19-5600000-5600000-chr19-4000000-4000000	chr3-79650000-79650000-chr3-78900000-78900000	chr6-40950000-40950000-chr6-39850000-39850000
chr3-143250000-143250000-chr3-142600000-142600000	chr19-17300000-17300000-chr19-17600000-17600000	chr7-129100000-129100000-chr7-129800000-129800000
chr8-39350000-39350000-chr8-36700000-36700000	chr5-110400000-110400000-chr5-112100000-112100000	chr5-83750000-83750000-chr5-82000000-82000000
chr5-51550000-51550000-chr5-50050000-50050000	chr14-89900000-89900000-chr14-90600000-90600000	chr9-81050000-81050000-chr9-83250000-83250000
chr12-74100000-74100000-chr12-72300000-72300000	chr3-141700000-141700000-chr3-140850000-140850000	chr4-61500000-61500000-chr4-61950000-61950000
chr14-57500000-57500000-chr14-57350000-57350000	chr7-7600000-7600000-chr7-4650000-4650000	chr11-46450000-46450000-chr11-47850000-47850000
chr7-97000000-97000000-chr7-98200000-98200000	chr10-109650000-109650000-chr10-107900000-107900000	chr5-51300000-51300000-chr5-50200000-50200000
chr2-4550000-4550000-chr2-6750000-6750000	chr7-123400000-123400000-chr7-125050000-125050000	chrY-75150000-75150000-chrY-74500000-74500000
