GG	GN	NN
chr11-115950000-115950000-chr11-113750000-113750000	chr14-23400000-23400000-chr14-25100000-25100000	chr14-37200000-37200000-chr14-38000000-38000000
chr18-32400000-32400000-chr18-31200000-31200000	chr17-27100000-27100000-chr17-25700000-25700000	chr2-115800000-115800000-chr2-115150000-115150000
chr3-127250000-127250000-chr3-129200000-129200000	chr9-40200000-40200000-chr9-41350000-41350000	chrX-114750000-114750000-chrX-115600000-115600000
chr12-35100000-35100000-chr12-36600000-36600000	chr16-39700000-39700000-chr16-38350000-38350000	chr14-94450000-94450000-chr14-95850000-95850000
chr5-19400000-19400000-chr5-20050000-20050000	chr13-32150000-32150000-chr13-33450000-33450000	chr9-26600000-26600000-chr9-27700000-27700000
chr1-177750000-177750000-chr1-176500000-176500000	chr6-77400000-77400000-chr6-76700000-76700000	chr5-95850000-95850000-chr5-94300000-94300000
chr3-113150000-113150000-chr3-114150000-114150000	chr5-113400000-113400000-chr5-114400000-114400000	chr6-56450000-56450000-chr6-54900000-54900000
chr9-68800000-68800000-chr9-70300000-70300000	chr3-66050000-66050000-chr3-67100000-67100000	chr17-40350000-40350000-chr17-38900000-38900000
chr9-38350000-38350000-chr9-40100000-40100000	chr3-69400000-69400000-chr3-67750000-67750000	chr12-42900000-42900000-chr12-44200000-44200000
chr19-37950000-37950000-chr19-39650000-39650000	chr10-45150000-45150000-chr10-45750000-45750000	chr2-147950000-147950000-chr2-147350000-147350000
chr8-16100000-16100000-chr8-13250000-13250000	chr10-87350000-87350000-chr10-88150000-88150000	chrX-62150000-62150000-chrX-63650000-63650000
chr5-18300000-18300000-chr5-19300000-19300000	chr10-59500000-59500000-chr10-57900000-57900000	chr11-27150000-27150000-chr11-28300000-28300000
chr11-52000000-52000000-chr11-54450000-54450000	chr11-116500000-116500000-chr11-114750000-114750000	chr16-81800000-81800000-chr16-84350000-84350000
chr4-149600000-149600000-chr4-148000000-148000000	chr1-192400000-192400000-chr1-191400000-191400000	chr12-27600000-27600000-chr12-28300000-28300000
chr13-102950000-102950000-chr13-104150000-104150000	chr18-42750000-42750000-chr18-41750000-41750000	chr18-85100000-85100000-chr18-85900000-85900000
chr9-40450000-40450000-chr9-41500000-41500000	chr2-67000000-67000000-chr2-65200000-65200000	chr8-32250000-32250000-chr8-31600000-31600000
chr18-36300000-36300000-chr18-34650000-34650000	chr12-34000000-34000000-chr12-34800000-34800000	chrY-27000000-27000000-chrY-28500000-28500000
chr17-34200000-34200000-chr17-33650000-33650000	chr6-138600000-138600000-chr6-137900000-137900000	chrX-33850000-33850000-chrX-32850000-32850000
chrX-100150000-100150000-chrX-101000000-101000000	chr1-165600000-165600000-chr1-166550000-166550000	chr14-102000000-102000000-chr14-102950000-102950000
chr7-141150000-141150000-chr7-142000000-142000000	chr12-57150000-57150000-chr12-58800000-58800000	chr3-62750000-62750000-chr3-62000000-62000000
chr12-85900000-85900000-chr12-88400000-88400000	chr11-110950000-110950000-chr11-109600000-109600000	chr2-150550000-150550000-chr2-151250000-151250000
chr13-43450000-43450000-chr13-45000000-45000000	chr10-118900000-118900000-chr10-119850000-119850000	chr1-4700000-4700000-chr1-4100000-4100000
chr6-97000000-97000000-chr6-97500000-97500000	chr1-106000000-106000000-chr1-106850000-106850000	chrX-44700000-44700000-chrX-43950000-43950000
chr5-30250000-30250000-chr5-31300000-31300000	chr2-132050000-132050000-chr2-130300000-130300000	chr11-31700000-31700000-chr11-33150000-33150000
chr6-104800000-104800000-chr6-103650000-103650000	chr1-19650000-19650000-chr1-20350000-20350000	chr10-85050000-85050000-chr10-84000000-84000000
chr3-122450000-122450000-chr3-120800000-120800000	chr16-77750000-77750000-chr16-79000000-79000000	chrY-47700000-47700000-chrY-48050000-48050000
chr11-54200000-54200000-chr11-53300000-53300000	chr13-42450000-42450000-chr13-43550000-43550000	chrX-16050000-16050000-chrX-14750000-14750000
chr4-128150000-128150000-chr4-128750000-128750000	chr1-54450000-54450000-chr1-53700000-53700000	chr14-105700000-105700000-chr14-103400000-103400000
chr16-8650000-8650000-chr16-10600000-10600000	chr3-89300000-89300000-chr3-86750000-86750000	chr8-30700000-30700000-chr8-29900000-29900000
chr5-96250000-96250000-chr5-97100000-97100000	chr4-127500000-127500000-chr4-126050000-126050000	chrY-13950000-13950000-chrY-15000000-15000000
chr4-127350000-127350000-chr4-126200000-126200000	chr16-86500000-86500000-chr16-85050000-85050000	chr4-14850000-14850000-chr4-15450000-15450000
chr7-91400000-91400000-chr7-91650000-91650000	chr5-86250000-86250000-chr5-85600000-85600000	chr6-53100000-53100000-chr6-54800000-54800000
chr15-30700000-30700000-chr15-32400000-32400000	chr5-36100000-36100000-chr5-37850000-37850000	chr14-114600000-114600000-chr14-114200000-114200000
chr2-49950000-49950000-chr2-48950000-48950000	chr5-83300000-83300000-chr5-82200000-82200000	chr4-80600000-80600000-chr4-80200000-80200000
chr7-128300000-128300000-chr7-127000000-127000000	chr16-74400000-74400000-chr16-73150000-73150000	chr5-54400000-54400000-chr5-55200000-55200000
chr13-81300000-81300000-chr13-81100000-81100000	chr7-108750000-108750000-chr7-104150000-104150000	chr13-86350000-86350000-chr13-86950000-86950000
chr6-23000000-23000000-chr6-21550000-21550000	chr17-63900000-63900000-chr17-61000000-61000000	chr14-93000000-93000000-chr14-92200000-92200000
chr8-65850000-65850000-chr8-66700000-66700000	chr3-152000000-152000000-chr3-152850000-152850000	chr8-1300000-1300000-chr8-2400000-2400000
chr10-59100000-59100000-chr10-58300000-58300000	chr7-137650000-137650000-chr7-139150000-139150000	chrX-60950000-60950000-chrX-62100000-62100000
