GG	GN	NN
chr14-65650000-65650000-chr14-66700000-66700000	chr2-41750000-41750000-chr2-39350000-39350000	chr6-64900000-64900000-chr6-66050000-66050000
chr11-57700000-57700000-chr11-58700000-58700000	chr13-109850000-109850000-chr13-108600000-108600000	chr4-88950000-88950000-chr4-87250000-87250000
chr8-110550000-110550000-chr8-112600000-112600000	chr19-46350000-46350000-chr19-44350000-44350000	chr13-86650000-86650000-chr13-88150000-88150000
chr12-54950000-54950000-chr12-55500000-55500000	chr7-60900000-60900000-chr7-59750000-59750000	chr10-35050000-35050000-chr10-37200000-37200000
chr3-36900000-36900000-chr3-36150000-36150000	chr7-8850000-8850000-chr7-9950000-9950000	chrY-10700000-10700000-chrY-12900000-12900000
chr5-88900000-88900000-chr5-87250000-87250000	chr14-91300000-91300000-chr14-93100000-93100000	chr4-13500000-13500000-chr4-13100000-13100000
chr1-158500000-158500000-chr1-159350000-159350000	chr10-76850000-76850000-chr10-78150000-78150000	chr7-83050000-83050000-chr7-83450000-83450000
chr1-179050000-179050000-chr1-178200000-178200000	chr5-52150000-52150000-chr5-53000000-53000000	chr3-148550000-148550000-chr3-149650000-149650000
chr9-38850000-38850000-chr9-39300000-39300000	chr9-57500000-57500000-chr9-58150000-58150000	chr2-116700000-116700000-chr2-115450000-115450000
chr6-134500000-134500000-chr6-135950000-135950000	chr9-87150000-87150000-chr9-85400000-85400000	chr16-76850000-76850000-chr16-78750000-78750000
chr1-98500000-98500000-chr1-97850000-97850000	chr16-3850000-3850000-chr16-3100000-3100000	chr11-49400000-49400000-chr11-47950000-47950000
chr5-20550000-20550000-chr5-20000000-20000000	chr8-26400000-26400000-chr8-25100000-25100000	chr3-2650000-2650000-chr3-3900000-3900000
chr2-14300000-14300000-chr2-15000000-15000000	chr4-48650000-48650000-chr4-47550000-47550000	chr18-85100000-85100000-chr18-85900000-85900000
chr6-23550000-23550000-chr6-22300000-22300000	chr10-130200000-130200000-chr10-128550000-128550000	chrY-9850000-9850000-chrY-9600000-9600000
chr5-124800000-124800000-chr5-125650000-125650000	chr17-80400000-80400000-chr17-83200000-83200000	chrY-74900000-74900000-chrY-73550000-73550000
chr18-44400000-44400000-chr18-42850000-42850000	chr1-169650000-169650000-chr1-170000000-170000000	chr3-6300000-6300000-chr3-7050000-7050000
chr13-11650000-11650000-chr13-12400000-12400000	chr15-50300000-50300000-chr15-51300000-51300000	chr5-19050000-19050000-chr5-18700000-18700000
chr6-113300000-113300000-chr6-114650000-114650000	chr13-24950000-24950000-chr13-22750000-22750000	chrY-47700000-47700000-chrY-46500000-46500000
chr19-40500000-40500000-chr19-41150000-41150000	chr8-38500000-38500000-chr8-39450000-39450000	chr17-85700000-85700000-chr17-87050000-87050000
chr1-85850000-85850000-chr1-84600000-84600000	chr6-92100000-92100000-chr6-90900000-90900000	chr3-128800000-128800000-chr3-128250000-128250000
