GG	GN	NN
chr5-33600000-33600000-chr5-35000000-35000000	chr1-3800000-3800000-chr1-3400000-3400000	chr4-22750000-22750000-chr4-22100000-22100000
chr12-101450000-101450000-chr12-100650000-100650000	chr18-13850000-13850000-chr18-15350000-15350000	chr3-41050000-41050000-chr3-41550000-41550000
chr3-84900000-84900000-chr3-86250000-86250000	chr12-87400000-87400000-chr12-89100000-89100000	chr10-71700000-71700000-chr10-73100000-73100000
chr12-73550000-73550000-chr12-71050000-71050000	chr12-22250000-22250000-chr12-21400000-21400000	chr9-91500000-91500000-chr9-89750000-89750000
chr19-25350000-25350000-chr19-23150000-23150000	chr6-39250000-39250000-chr6-38800000-38800000	chr8-108400000-108400000-chr8-107900000-107900000
chr9-20900000-20900000-chr9-21500000-21500000	chr1-80450000-80450000-chr1-81900000-81900000	chr4-92650000-92650000-chr4-94700000-94700000
chr8-114500000-114500000-chr8-113700000-113700000	chr8-20350000-20350000-chr8-19050000-19050000	chr6-17250000-17250000-chr6-15500000-15500000
chr5-149550000-149550000-chr5-149150000-149150000	chr14-99350000-99350000-chr14-97650000-97650000	chr10-3650000-3650000-chr10-2300000-2300000
chr15-39300000-39300000-chr15-40100000-40100000	chr1-46950000-46950000-chr1-46450000-46450000	chr14-94900000-94900000-chr14-95850000-95850000
chrX-168050000-168050000-chrX-168400000-168400000	chr1-163950000-163950000-chr1-164950000-164950000	chr7-5500000-5500000-chr7-5200000-5200000
chr6-140550000-140550000-chr6-141400000-141400000	chr13-1800000-1800000-chr13-3150000-3150000	chrX-122850000-122850000-chrX-124150000-124150000
chr3-116750000-116750000-chr3-116250000-116250000	chr8-112450000-112450000-chr8-113800000-113800000	chr4-72650000-72650000-chr4-71350000-71350000
chr7-4700000-4700000-chr7-6100000-6100000	chr15-84300000-84300000-chr15-83050000-83050000	chr6-144750000-144750000-chr6-145900000-145900000
chrX-73550000-73550000-chrX-74050000-74050000	chr18-61950000-61950000-chr18-61500000-61500000	chr6-110350000-110350000-chr6-111950000-111950000
chr8-104950000-104950000-chr8-106200000-106200000	chr13-83200000-83200000-chr13-82700000-82700000	chrX-38150000-38150000-chrX-39400000-39400000
chr6-42250000-42250000-chr6-43550000-43550000	chr8-108600000-108600000-chr8-106600000-106600000	chr15-19400000-19400000-chr15-18000000-18000000
chr17-80200000-80200000-chr17-78700000-78700000	chr16-78700000-78700000-chr16-77550000-77550000	chr2-104550000-104550000-chr2-105200000-105200000
chr2-51700000-51700000-chr2-49950000-49950000	chr10-33500000-33500000-chr10-31750000-31750000	chrX-129600000-129600000-chrX-130950000-130950000
chr14-65550000-65550000-chr14-64150000-64150000	chr5-85600000-85600000-chr5-84300000-84300000	chr3-128550000-128550000-chr3-129100000-129100000
chr9-121200000-121200000-chr9-120350000-120350000	chr18-90350000-90350000-chr18-89500000-89500000	chrX-62700000-62700000-chrX-61650000-61650000
chr11-76000000-76000000-chr11-75700000-75700000	chr19-58200000-58200000-chr19-59500000-59500000	chr2-56500000-56500000-chr2-57750000-57750000
chr1-74800000-74800000-chr1-73400000-73400000	chr3-126350000-126350000-chr3-127700000-127700000	chr12-92950000-92950000-chr12-94000000-94000000
chr8-104850000-104850000-chr8-105700000-105700000	chr3-19900000-19900000-chr3-18400000-18400000	chr18-76850000-76850000-chr18-74100000-74100000
chr14-12150000-12150000-chr14-12800000-12800000	chr19-6150000-6150000-chr19-5150000-5150000	chr4-143100000-143100000-chr4-144750000-144750000
chrX-142350000-142350000-chrX-141150000-141150000	chr7-10450000-10450000-chr7-12550000-12550000	chr18-54350000-54350000-chr18-55400000-55400000
chr9-55750000-55750000-chr9-57150000-57150000	chr17-3650000-3650000-chr17-4100000-4100000	chrX-49400000-49400000-chrX-47300000-47300000
chr13-40950000-40950000-chr13-40250000-40250000	chr4-7500000-7500000-chr4-8550000-8550000	chr16-84050000-84050000-chr16-85750000-85750000
chr6-107550000-107550000-chr6-108400000-108400000	chr1-137400000-137400000-chr1-134700000-134700000	chr12-23350000-23350000-chr12-22300000-22300000
chr19-36650000-36650000-chr19-37600000-37600000	chr3-123100000-123100000-chr3-123800000-123800000	chr2-100650000-100650000-chr2-102500000-102500000
chr2-130050000-130050000-chr2-130900000-130900000	chr5-3350000-3350000-chr5-2500000-2500000	chr15-17850000-17850000-chr15-17200000-17200000
chr15-80100000-80100000-chr15-79250000-79250000	chrX-108000000-108000000-chrX-106050000-106050000	chr1-115250000-115250000-chr1-116650000-116650000
chr4-32450000-32450000-chr4-33400000-33400000	chr1-66250000-66250000-chr1-67050000-67050000	chr9-69900000-69900000-chr9-71500000-71500000
chr10-76900000-76900000-chr10-77900000-77900000	chr5-104650000-104650000-chr5-103300000-103300000	chr12-49200000-49200000-chr12-48500000-48500000
chr4-56900000-56900000-chr4-58900000-58900000	chr5-37800000-37800000-chr5-37050000-37050000	chr6-79850000-79850000-chr6-79600000-79600000
chr12-79550000-79550000-chr12-80550000-80550000	chr1-42650000-42650000-chr1-43200000-43200000	chr3-151900000-151900000-chr3-149700000-149700000
chr10-7800000-7800000-chr10-8850000-8850000	chr6-67450000-67450000-chr6-66150000-66150000	chr1-41300000-41300000-chr1-41550000-41550000
chr4-86500000-86500000-chr4-86500000-86500000	chr10-114800000-114800000-chr10-115800000-115800000	chr3-104450000-104450000-chr3-103500000-103500000
chr18-47600000-47600000-chr18-45600000-45600000	chr6-12650000-12650000-chr6-13400000-13400000	chr15-13900000-13900000-chr15-15650000-15650000
chr15-80350000-80350000-chr15-81900000-81900000	chr5-125300000-125300000-chr5-126200000-126200000	chr11-13900000-13900000-chr11-13750000-13750000
chr1-68550000-68550000-chr1-68750000-68750000	chr19-36100000-36100000-chr19-35700000-35700000	chr5-51600000-51600000-chr5-50800000-50800000
chr5-74600000-74600000-chr5-72800000-72800000	chr13-3250000-3250000-chr13-4150000-4150000	chr15-19350000-19350000-chr15-18550000-18550000
chr11-118200000-118200000-chr11-117700000-117700000	chr8-32700000-32700000-chr8-33300000-33300000	chr13-66750000-66750000-chr13-66200000-66200000
chr16-25800000-25800000-chr16-26600000-26600000	chr7-13450000-13450000-chr7-13900000-13900000	chr2-81650000-81650000-chr2-81100000-81100000
chr6-136850000-136850000-chr6-137400000-137400000	chr7-43650000-43650000-chr7-44800000-44800000	chr14-112800000-112800000-chr14-113750000-113750000
chr6-134400000-134400000-chr6-135250000-135250000	chr4-120600000-120600000-chr4-119500000-119500000	chr15-42850000-42850000-chr15-46000000-46000000
chr12-103200000-103200000-chr12-104750000-104750000	chr9-95750000-95750000-chr9-95300000-95300000	chr6-105200000-105200000-chr6-104250000-104250000
chr19-7500000-7500000-chr19-6350000-6350000	chr8-25600000-25600000-chr8-25250000-25250000	chr1-47300000-47300000-chr1-48000000-48000000
chr12-79400000-79400000-chr12-78300000-78300000	chr15-87250000-87250000-chr15-85550000-85550000	chr6-82850000-82850000-chr6-81250000-81250000
chr15-41100000-41100000-chr15-42450000-42450000	chr7-83350000-83350000-chr7-81250000-81250000	chr13-49800000-49800000-chr13-50050000-50050000
chr9-99350000-99350000-chr9-97700000-97700000	chr8-63150000-63150000-chr8-64300000-64300000	chrY-18300000-18300000-chrY-17850000-17850000
chr14-123850000-123850000-chr14-124300000-124300000	chr8-103350000-103350000-chr8-104450000-104450000	chr15-7700000-7700000-chr15-8450000-8450000
