GG	GN	NN
chr10-67900000-67900000-chr10-67150000-67150000	chr7-132150000-132150000-chr7-133150000-133150000	chr10-71600000-71600000-chr10-70850000-70850000
chr3-51950000-51950000-chr3-53650000-53650000	chr2-6100000-6100000-chr2-7650000-7650000	chr1-143350000-143350000-chr1-144050000-144050000
chr10-25500000-25500000-chr10-25200000-25200000	chr6-96350000-96350000-chr6-93150000-93150000	chr10-72800000-72800000-chr10-74750000-74750000
chr11-118350000-118350000-chr11-118650000-118650000	chr14-63400000-63400000-chr14-64050000-64050000	chrY-42350000-42350000-chrY-41400000-41400000
chr17-26750000-26750000-chr17-26000000-26000000	chr16-43750000-43750000-chr16-43250000-43250000	chr13-78950000-78950000-chr13-80050000-80050000
chr4-45550000-45550000-chr4-46000000-46000000	chr10-120300000-120300000-chr10-121750000-121750000	chr3-113750000-113750000-chr3-115350000-115350000
chr11-119300000-119300000-chr11-120600000-120600000	chr2-94050000-94050000-chr2-93400000-93400000	chr9-19100000-19100000-chr9-19550000-19550000
chr11-98450000-98450000-chr11-96750000-96750000	chr2-134150000-134150000-chr2-134900000-134900000	chr1-64450000-64450000-chr1-65600000-65600000
chr18-42850000-42850000-chr18-44000000-44000000	chr11-69200000-69200000-chr11-70850000-70850000	chr12-106650000-106650000-chr12-107850000-107850000
chr11-118650000-118650000-chr11-117000000-117000000	chr6-126850000-126850000-chr6-128700000-128700000	chrX-131300000-131300000-chrX-132550000-132550000
chr12-101600000-101600000-chr12-98900000-98900000	chr4-91100000-91100000-chr4-89450000-89450000	chr13-72800000-72800000-chr13-72250000-72250000
chr9-65750000-65750000-chr9-64450000-64450000	chr4-111450000-111450000-chr4-112500000-112500000	chr5-86400000-86400000-chr5-85000000-85000000
chr2-58900000-58900000-chr2-60500000-60500000	chr11-97300000-97300000-chr11-95000000-95000000	chr3-31650000-31650000-chr3-32650000-32650000
chr17-51000000-51000000-chr17-51300000-51300000	chr10-38300000-38300000-chr10-40050000-40050000	chr5-55600000-55600000-chr5-55200000-55200000
chr13-49100000-49100000-chr13-48100000-48100000	chr6-98350000-98350000-chr6-98950000-98950000	chr14-40500000-40500000-chr14-41900000-41900000
chr12-91350000-91350000-chr12-89550000-89550000	chr11-12600000-12600000-chr11-11450000-11450000	chrX-77950000-77950000-chrX-78800000-78800000
chrX-105900000-105900000-chrX-106600000-106600000	chr2-75100000-75100000-chr2-76100000-76100000	chr4-40450000-40450000-chr4-42500000-42500000
chr9-58600000-58600000-chr9-54050000-54050000	chr14-58450000-58450000-chr14-57300000-57300000	chr10-114200000-114200000-chr10-115950000-115950000
chr8-13200000-13200000-chr8-14600000-14600000	chr17-49800000-49800000-chr17-48700000-48700000	chr6-102500000-102500000-chr6-102100000-102100000
chr12-84200000-84200000-chr12-82750000-82750000	chrX-48400000-48400000-chrX-47000000-47000000	chr14-68350000-68350000-chr14-68600000-68600000
chr11-59950000-59950000-chr11-62200000-62200000	chr6-141500000-141500000-chr6-140400000-140400000	chr16-71700000-71700000-chr16-72500000-72500000
chr8-70050000-70050000-chr8-70650000-70650000	chr3-37600000-37600000-chr3-37950000-37950000	chr17-40350000-40350000-chr17-38900000-38900000
chr18-36550000-36550000-chr18-37700000-37700000	chr8-59500000-59500000-chr8-60650000-60650000	chr14-32700000-32700000-chr14-30650000-30650000
chr5-128350000-128350000-chr5-130000000-130000000	chr12-70150000-70150000-chr12-69200000-69200000	chr6-2800000-2800000-chr6-2100000-2100000
chr4-44200000-44200000-chr4-42750000-42750000	chr2-177200000-177200000-chr2-175700000-175700000	chrX-134700000-134700000-chrX-136050000-136050000
chr5-35900000-35900000-chr5-36650000-36650000	chr3-42150000-42150000-chr3-40950000-40950000	chr5-49750000-49750000-chr5-50250000-50250000
chr12-100150000-100150000-chr12-101150000-101150000	chr2-127000000-127000000-chr2-125950000-125950000	chr18-81950000-81950000-chr18-80950000-80950000
chr7-15950000-15950000-chr7-19350000-19350000	chr10-86600000-86600000-chr10-86200000-86200000	chr14-108500000-108500000-chr14-108200000-108200000
chr11-81600000-81600000-chr11-80250000-80250000	chr10-14200000-14200000-chr10-13400000-13400000	chr12-3100000-3100000-chr12-2250000-2250000
chr6-31900000-31900000-chr6-33000000-33000000	chr6-31800000-31800000-chr6-31250000-31250000	chrX-16850000-16850000-chrX-16050000-16050000
chr11-106900000-106900000-chr11-107550000-107550000	chr10-2450000-2450000-chr10-3800000-3800000	chr6-69250000-69250000-chr6-71100000-71100000
chr5-66650000-66650000-chr5-67700000-67700000	chr6-39100000-39100000-chr6-40500000-40500000	chr7-40000000-40000000-chr7-37000000-37000000
chr6-87650000-87650000-chr6-88300000-88300000	chrX-30400000-30400000-chrX-30000000-30000000	chr1-94100000-94100000-chr1-94650000-94650000
chr10-52700000-52700000-chr10-53050000-53050000	chr16-93300000-93300000-chr16-92450000-92450000	chrY-10050000-10050000-chrY-12250000-12250000
chr18-43550000-43550000-chr18-44350000-44350000	chr16-27900000-27900000-chr16-28800000-28800000	chr13-99750000-99750000-chr13-100400000-100400000
chr1-69900000-69900000-chr1-70450000-70450000	chr15-71900000-71900000-chr15-73200000-73200000	chr1-47050000-47050000-chr1-48050000-48050000
chr11-108000000-108000000-chr11-109550000-109550000	chr2-58300000-58300000-chr2-57950000-57950000	chr14-68850000-68850000-chr14-66950000-66950000
chr16-44150000-44150000-chr16-42100000-42100000	chr11-12850000-12850000-chr11-11300000-11300000	chr3-110500000-110500000-chr3-112450000-112450000
chr9-104900000-104900000-chr9-105450000-105450000	chr2-18250000-18250000-chr2-19600000-19600000	chr13-72700000-72700000-chr13-71500000-71500000
chr14-14850000-14850000-chr14-14050000-14050000	chr5-25700000-25700000-chr5-26500000-26500000	chr12-43850000-43850000-chr12-42300000-42300000
chr6-97400000-97400000-chr6-96450000-96450000	chr5-122350000-122350000-chr5-120100000-120100000	chr17-45150000-45150000-chr17-46000000-46000000
chr8-58050000-58050000-chr8-58600000-58600000	chr17-75050000-75050000-chr17-76850000-76850000	chr11-12100000-12100000-chr11-16700000-16700000
chr7-116300000-116300000-chr7-115650000-115650000	chr6-5800000-5800000-chr6-4650000-4650000	chr2-62000000-62000000-chr2-64350000-64350000
chr7-130600000-130600000-chr7-130950000-130950000	chr1-106000000-106000000-chr1-105200000-105200000	chr17-22000000-22000000-chr17-20300000-20300000
chr1-136200000-136200000-chr1-135350000-135350000	chr7-59850000-59850000-chr7-57950000-57950000	chr13-6800000-6800000-chr13-5950000-5950000
chr4-32750000-32750000-chr4-33050000-33050000	chr7-110000000-110000000-chr7-111400000-111400000	chr1-32850000-32850000-chr1-35200000-35200000
chr7-99950000-99950000-chr7-100400000-100400000	chr3-124100000-124100000-chr3-125650000-125650000	chr15-2400000-2400000-chr15-1500000-1500000
chr2-24950000-24950000-chr2-26200000-26200000	chr6-62300000-62300000-chr6-62800000-62800000	chr8-1450000-1450000-chr8-500000-500000
chr18-37550000-37550000-chr18-36800000-36800000	chr18-66600000-66600000-chr18-65500000-65500000	chr12-45650000-45650000-chr12-45100000-45100000
chr17-57450000-57450000-chr17-55850000-55850000	chr8-123050000-123050000-chr8-124300000-124300000	chr4-99550000-99550000-chr4-99550000-99550000
chr13-8700000-8700000-chr13-9300000-9300000	chr8-82550000-82550000-chr8-82000000-82000000	chr6-83900000-83900000-chr6-84550000-84550000
chr10-76000000-76000000-chr10-76150000-76150000	chr9-65800000-65800000-chr9-66700000-66700000	chr7-70050000-70050000-chr7-70500000-70500000
chr8-86850000-86850000-chr8-85650000-85650000	chr17-86400000-86400000-chr17-87450000-87450000	chr9-122700000-122700000-chr9-122900000-122900000
chr13-27250000-27250000-chr13-25950000-25950000	chr16-90300000-90300000-chr16-89450000-89450000	chrX-93000000-93000000-chrX-94300000-94300000
chr10-63000000-63000000-chr10-63750000-63750000	chr8-111250000-111250000-chr8-111750000-111750000	chr3-112650000-112650000-chr3-110850000-110850000
chr16-41300000-41300000-chr16-40500000-40500000	chr2-132100000-132100000-chr2-131800000-131800000	chr12-22600000-22600000-chr12-20100000-20100000
chr7-121400000-121400000-chr7-122550000-122550000	chr7-5500000-5500000-chr7-6200000-6200000	chr10-83200000-83200000-chr10-83850000-83850000
chr3-88350000-88350000-chr3-89850000-89850000	chr10-56600000-56600000-chr10-59500000-59500000	chr17-20200000-20200000-chr17-19500000-19500000
chr8-99700000-99700000-chr8-99150000-99150000	chr4-132800000-132800000-chr4-133750000-133750000	chr15-22600000-22600000-chr15-24150000-24150000
chr5-91000000-91000000-chr5-92400000-92400000	chrX-143500000-143500000-chrX-143100000-143100000	chrY-80300000-80300000-chrY-81350000-81350000
chr7-82300000-82300000-chr7-84550000-84550000	chr12-68200000-68200000-chr12-69600000-69600000	chrY-69500000-69500000-chrY-68400000-68400000
chr7-44850000-44850000-chr7-43950000-43950000	chr3-29950000-29950000-chr3-28850000-28850000	chr8-129200000-129200000-chr8-128000000-128000000
chr8-105850000-105850000-chr8-104850000-104850000	chr12-105450000-105450000-chr12-108250000-108250000	chr4-84800000-84800000-chr4-85200000-85200000
chr11-85200000-85200000-chr11-84000000-84000000	chr8-15600000-15600000-chr8-14950000-14950000	chr3-141450000-141450000-chr3-140000000-140000000
chr5-32250000-32250000-chr5-32900000-32900000	chr11-79200000-79200000-chr11-80600000-80600000	chr14-102950000-102950000-chr14-101650000-101650000
chr17-89000000-89000000-chr17-90050000-90050000	chr7-75350000-75350000-chr7-74400000-74400000	chr16-8750000-8750000-chr16-7600000-7600000
chr4-48650000-48650000-chr4-48400000-48400000	chr13-77150000-77150000-chr13-75400000-75400000	chr3-11000000-11000000-chr3-13000000-13000000
chr16-36650000-36650000-chr16-35300000-35300000	chr4-120850000-120850000-chr4-121450000-121450000	chrY-38700000-38700000-chrY-39200000-39200000
chr5-149750000-149750000-chr5-150700000-150700000	chr7-23850000-23850000-chr7-25050000-25050000	chr9-101450000-101450000-chr9-100200000-100200000
chr11-71200000-71200000-chr11-69500000-69500000	chr8-86950000-86950000-chr8-84750000-84750000	chr3-45000000-45000000-chr3-43550000-43550000
chr3-154850000-154850000-chr3-156600000-156600000	chr1-175000000-175000000-chr1-173200000-173200000	chr1-95100000-95100000-chr1-97350000-97350000
chr2-20950000-20950000-chr2-20300000-20300000	chr6-135450000-135450000-chr6-134850000-134850000	chr4-90200000-90200000-chr4-91200000-91200000
chr11-103000000-103000000-chr11-102300000-102300000	chrX-75200000-75200000-chrX-74350000-74350000	chr5-56550000-56550000-chr5-57100000-57100000
chr7-114400000-114400000-chr7-114050000-114050000	chr9-33150000-33150000-chr9-31350000-31350000	chr14-50350000-50350000-chr14-49650000-49650000
chr1-25800000-25800000-chr1-24450000-24450000	chr3-159000000-159000000-chr3-159900000-159900000	chr2-158150000-158150000-chr2-159150000-159150000
chr12-110800000-110800000-chr12-108650000-108650000	chrX-158550000-158550000-chrX-159350000-159350000	chr3-45600000-45600000-chr3-44700000-44700000
chr5-43150000-43150000-chr5-45100000-45100000	chr8-45550000-45550000-chr8-44250000-44250000	chr6-131100000-131100000-chr6-131950000-131950000
chr15-86450000-86450000-chr15-85850000-85850000	chr9-102800000-102800000-chr9-104300000-104300000	chr10-114950000-114950000-chr10-115800000-115800000
chr5-22800000-22800000-chr5-24600000-24600000	chrX-142900000-142900000-chrX-142500000-142500000	chr2-95350000-95350000-chr2-95800000-95800000
chr12-29900000-29900000-chr12-29700000-29700000	chr5-141650000-141650000-chr5-140550000-140550000	chr18-81650000-81650000-chr18-82750000-82750000
chr4-96750000-96750000-chr4-94650000-94650000	chr3-67200000-67200000-chr3-66000000-66000000	chr4-14100000-14100000-chr4-13100000-13100000
chr2-4450000-4450000-chr2-7350000-7350000	chr6-140150000-140150000-chr6-141250000-141250000	chr1-41950000-41950000-chr1-41100000-41100000
chr10-88750000-88750000-chr10-90250000-90250000	chr3-36500000-36500000-chr3-37200000-37200000	chr2-149250000-149250000-chr2-147550000-147550000
chr11-101500000-101500000-chr11-103250000-103250000	chr11-82950000-82950000-chr11-85250000-85250000	chr17-91350000-91350000-chr17-93050000-93050000
chr6-106250000-106250000-chr6-106250000-106250000	chr4-87450000-87450000-chr4-86300000-86300000	chrX-21400000-21400000-chrX-21950000-21950000
chr8-45900000-45900000-chr8-45400000-45400000	chr15-49950000-49950000-chr15-47650000-47650000	chr1-106900000-106900000-chr1-106100000-106100000
chr7-87350000-87350000-chr7-87000000-87000000	chr6-136100000-136100000-chr6-136900000-136900000	chr4-132100000-132100000-chr4-130650000-130650000
chr4-156200000-156200000-chr4-154900000-154900000	chr6-65400000-65400000-chr6-65950000-65950000	chr1-138250000-138250000-chr1-137500000-137500000
chrX-148000000-148000000-chrX-149150000-149150000	chr11-96450000-96450000-chr11-95600000-95600000	chrX-76750000-76750000-chrX-77250000-77250000
chr8-14350000-14350000-chr8-16900000-16900000	chr13-21100000-21100000-chr13-19000000-19000000	chr14-13650000-13650000-chr14-11250000-11250000
chr18-38200000-38200000-chr18-37300000-37300000	chr7-90800000-90800000-chr7-91900000-91900000	chr8-78200000-78200000-chr8-79550000-79550000
chr5-146250000-146250000-chr5-147600000-147600000	chr8-56300000-56300000-chr8-55600000-55600000	chr15-85600000-85600000-chr15-86750000-86750000
chr17-63200000-63200000-chr17-63900000-63900000	chr15-94500000-94500000-chr15-92500000-92500000	chr7-128950000-128950000-chr7-129850000-129850000
chr11-110150000-110150000-chr11-109550000-109550000	chr11-3050000-3050000-chr11-3450000-3450000	chrY-24750000-24750000-chrY-23400000-23400000
chr15-33450000-33450000-chr15-32950000-32950000	chr1-190200000-190200000-chr1-189500000-189500000	chr9-2350000-2350000-chr9-2600000-2600000
chr7-56350000-56350000-chr7-57050000-57050000	chr5-4200000-4200000-chr5-5450000-5450000	chr13-68000000-68000000-chr13-66750000-66750000
chr10-23350000-23350000-chr10-24100000-24100000	chr1-182500000-182500000-chr1-184150000-184150000	chr2-139050000-139050000-chr2-138400000-138400000
chr7-92650000-92650000-chr7-91750000-91750000	chr15-93050000-93050000-chr15-95800000-95800000	chr14-68100000-68100000-chr14-66800000-66800000
chr13-109200000-109200000-chr13-108100000-108100000	chr8-40100000-40100000-chr8-40950000-40950000	chrY-52100000-52100000-chrY-52750000-52750000
chr4-76400000-76400000-chr4-77150000-77150000	chrX-49250000-49250000-chrX-49900000-49900000	chr17-41800000-41800000-chr17-41350000-41350000
chr3-145400000-145400000-chr3-144550000-144550000	chr18-82000000-82000000-chr18-84050000-84050000	chr2-101150000-101150000-chr2-99400000-99400000
chr1-40750000-40750000-chr1-39550000-39550000	chr12-7950000-7950000-chr12-4450000-4450000	chr3-149600000-149600000-chr3-149100000-149100000
chrX-41650000-41650000-chrX-42100000-42100000	chr1-7450000-7450000-chr1-6750000-6750000	chr11-12850000-12850000-chr11-13900000-13900000
chr2-23100000-23100000-chr2-22850000-22850000	chr2-157800000-157800000-chr2-159000000-159000000	chrY-2450000-2450000-chrY-2950000-2950000
chr18-37150000-37150000-chr18-36150000-36150000	chr2-71450000-71450000-chr2-71150000-71150000	chr3-6950000-6950000-chr3-7900000-7900000
chr3-100850000-100850000-chr3-101400000-101400000	chr15-24400000-24400000-chr15-23400000-23400000	chr16-30650000-30650000-chr16-27950000-27950000
chr18-15750000-15750000-chr18-15150000-15150000	chr9-115200000-115200000-chr9-115800000-115800000	chrY-70350000-70350000-chrY-68700000-68700000
chr7-111700000-111700000-chr7-109900000-109900000	chr8-111050000-111050000-chr8-113000000-113000000	chr19-26850000-26850000-chr19-25750000-25750000
chrX-140550000-140550000-chrX-138550000-138550000	chr11-75200000-75200000-chr11-74000000-74000000	chr11-7550000-7550000-chr11-5550000-5550000
chr2-6650000-6650000-chr2-5850000-5850000	chr1-140400000-140400000-chr1-141000000-141000000	chrX-92950000-92950000-chrX-94650000-94650000
chr4-151050000-151050000-chr4-151750000-151750000	chr19-40150000-40150000-chr19-39250000-39250000	chrX-37200000-37200000-chrX-37200000-37200000
chr16-74350000-74350000-chr16-75600000-75600000	chr13-40900000-40900000-chr13-41300000-41300000	chr8-23550000-23550000-chr8-21900000-21900000
chr11-33850000-33850000-chr11-34500000-34500000	chrX-39400000-39400000-chrX-41600000-41600000	chr10-117300000-117300000-chr10-114950000-114950000
chrX-113700000-113700000-chrX-113100000-113100000	chrX-92350000-92350000-chrX-92800000-92800000	chr12-61250000-61250000-chr12-59650000-59650000
chr11-6650000-6650000-chr11-9400000-9400000	chr2-72600000-72600000-chr2-70400000-70400000	chr14-50000-50000-chr14-50000-50000
chr8-94000000-94000000-chr8-94850000-94850000	chr16-23350000-23350000-chr16-23950000-23950000	chr17-81300000-81300000-chr17-83250000-83250000
chr2-5000000-5000000-chr2-3500000-3500000	chr1-48800000-48800000-chr1-51250000-51250000	chr16-64400000-64400000-chr16-62200000-62200000
chrX-86800000-86800000-chrX-87400000-87400000	chr11-105200000-105200000-chr11-104000000-104000000	chr15-50650000-50650000-chr15-51650000-51650000
chr12-55850000-55850000-chr12-57250000-57250000	chr15-54600000-54600000-chr15-56300000-56300000	chrX-124050000-124050000-chrX-125900000-125900000
chr12-33250000-33250000-chr12-31900000-31900000	chr4-86600000-86600000-chr4-85550000-85550000	chr2-101550000-101550000-chr2-103250000-103250000
chr4-133150000-133150000-chr4-132350000-132350000	chr8-58300000-58300000-chr8-56650000-56650000	chr12-113300000-113300000-chr12-114300000-114300000
chr2-5450000-5450000-chr2-4900000-4900000	chr8-124700000-124700000-chr8-123700000-123700000	chrY-87200000-87200000-chrY-87800000-87800000
chr10-100100000-100100000-chr10-101700000-101700000	chr6-129850000-129850000-chr6-128800000-128800000	chr10-71600000-71600000-chr10-72400000-72400000
chr1-164500000-164500000-chr1-166000000-166000000	chr2-154850000-154850000-chr2-153550000-153550000	chr19-15850000-15850000-chr19-17250000-17250000
chr6-105950000-105950000-chr6-108250000-108250000	chr7-121800000-121800000-chr7-122500000-122500000	chrY-81250000-81250000-chrY-81850000-81850000
chr17-30850000-30850000-chr17-31300000-31300000	chr5-24000000-24000000-chr5-24850000-24850000	chr15-2600000-2600000-chr15-1300000-1300000
chr6-92800000-92800000-chr6-92400000-92400000	chr13-15000000-15000000-chr13-14250000-14250000	chr9-87600000-87600000-chr9-86050000-86050000
chr19-36100000-36100000-chr19-36650000-36650000	chr17-41150000-41150000-chr17-42850000-42850000	chr8-950000-950000-chr8-600000-600000
chr18-36550000-36550000-chr18-35300000-35300000	chr5-92500000-92500000-chr5-93750000-93750000	chr5-93400000-93400000-chr5-90600000-90600000
chr2-119950000-119950000-chr2-120550000-120550000	chr1-183400000-183400000-chr1-183850000-183850000	chr2-86950000-86950000-chr2-89550000-89550000
chr19-22350000-22350000-chr19-22950000-22950000	chr4-36250000-36250000-chr4-35250000-35250000	chr1-76300000-76300000-chr1-76700000-76700000
chr14-31400000-31400000-chr14-30500000-30500000	chrX-74300000-74300000-chrX-74900000-74900000	chr3-71050000-71050000-chr3-71800000-71800000
chr4-138300000-138300000-chr4-137300000-137300000	chr6-26800000-26800000-chr6-27550000-27550000	chr13-27450000-27450000-chr13-26850000-26850000
chr1-118600000-118600000-chr1-116550000-116550000	chr5-98550000-98550000-chr5-96950000-96950000	chr18-31750000-31750000-chr18-33700000-33700000
chr5-30900000-30900000-chr5-32050000-32050000	chr14-41050000-41050000-chr14-41850000-41850000	chr11-850000-850000-chr11-2400000-2400000
chr12-83400000-83400000-chr12-82950000-82950000	chr4-101000000-101000000-chr4-102250000-102250000	chrX-105650000-105650000-chrX-105400000-105400000
chr8-25650000-25650000-chr8-23850000-23850000	chr14-100600000-100600000-chr14-99350000-99350000	chr3-144950000-144950000-chr3-146350000-146350000
chr7-138850000-138850000-chr7-140200000-140200000	chr6-118100000-118100000-chr6-118400000-118400000	chr3-25100000-25100000-chr3-23650000-23650000
chr2-106650000-106650000-chr2-107300000-107300000	chr1-178400000-178400000-chr1-177450000-177450000	chrX-32450000-32450000-chrX-33600000-33600000
chr15-84200000-84200000-chr15-85750000-85750000	chr8-108400000-108400000-chr8-106900000-106900000	chr3-23750000-23750000-chr3-23000000-23000000
chr15-75950000-75950000-chr15-73300000-73300000	chr3-32750000-32750000-chr3-31750000-31750000	chr4-4350000-4350000-chr4-3650000-3650000
chr7-63550000-63550000-chr7-64350000-64350000	chr1-150900000-150900000-chr1-150300000-150300000	chr1-145350000-145350000-chr1-149100000-149100000
chr1-116150000-116150000-chr1-116500000-116500000	chr11-116650000-116650000-chr11-118150000-118150000	chr4-91600000-91600000-chr4-92050000-92050000
chr15-79600000-79600000-chr15-80250000-80250000	chr6-85550000-85550000-chr6-84900000-84900000	chr15-51050000-51050000-chr15-51600000-51600000
chr9-31150000-31150000-chr9-29400000-29400000	chr3-64400000-64400000-chr3-63000000-63000000	chr1-32100000-32100000-chr1-33850000-33850000
chr19-21450000-21450000-chr19-22400000-22400000	chr15-44400000-44400000-chr15-42900000-42900000	chr1-141300000-141300000-chr1-140000000-140000000
chr9-108050000-108050000-chr9-107550000-107550000	chr4-86550000-86550000-chr4-85750000-85750000	chr1-155550000-155550000-chr1-157700000-157700000
chr7-91450000-91450000-chr7-89900000-89900000	chr10-111200000-111200000-chr10-110200000-110200000	chr14-89500000-89500000-chr14-91850000-91850000
chr10-40300000-40300000-chr10-39150000-39150000	chr12-69650000-69650000-chr12-69150000-69150000	chr10-104900000-104900000-chr10-103300000-103300000
