GG	GN	NN
chr14-120950000-120950000-chr14-121900000-121900000	chr9-13500000-13500000-chr9-15500000-15500000	chr18-87200000-87200000-chr18-88050000-88050000
chr7-59350000-59350000-chr7-60400000-60400000	chr5-111300000-111300000-chr5-111050000-111050000	chr5-59850000-59850000-chr5-60750000-60750000
chr8-110300000-110300000-chr8-110900000-110900000	chr19-17300000-17300000-chr19-16550000-16550000	chr1-97200000-97200000-chr1-96200000-96200000
chr17-22450000-22450000-chr17-24250000-24250000	chr2-142550000-142550000-chr2-141900000-141900000	chr5-84600000-84600000-chr5-83900000-83900000
chr10-127850000-127850000-chr10-127050000-127050000	chrX-168450000-168450000-chrX-170450000-170450000	chr10-107250000-107250000-chr10-110350000-110350000
chr2-105850000-105850000-chr2-103900000-103900000	chr14-93700000-93700000-chr14-94350000-94350000	chr12-6500000-6500000-chr12-5900000-5900000
chr2-155800000-155800000-chr2-155150000-155150000	chr6-35600000-35600000-chr6-34850000-34850000	chr2-114350000-114350000-chr2-113250000-113250000
chr16-59850000-59850000-chr16-60350000-60350000	chr10-116850000-116850000-chr10-115650000-115650000	chr2-137550000-137550000-chr2-138150000-138150000
chr2-27700000-27700000-chr2-29700000-29700000	chr5-52850000-52850000-chr5-53250000-53250000	chr11-94200000-94200000-chr11-95250000-95250000
chr18-77150000-77150000-chr18-77800000-77800000	chr14-63100000-63100000-chr14-64250000-64250000	chr7-71250000-71250000-chr7-70650000-70650000
chr16-35800000-35800000-chr16-35700000-35700000	chr16-49150000-49150000-chr16-47700000-47700000	chr5-95050000-95050000-chr5-93500000-93500000
chr18-44450000-44450000-chr18-43600000-43600000	chr5-34950000-34950000-chr5-33950000-33950000	chr1-59750000-59750000-chr1-60600000-60600000
chr7-137200000-137200000-chr7-138900000-138900000	chr17-90750000-90750000-chr17-91300000-91300000	chr14-68400000-68400000-chr14-69150000-69150000
chr17-49500000-49500000-chr17-48500000-48500000	chr18-40350000-40350000-chr18-41600000-41600000	chr16-3100000-3100000-chr16-1250000-1250000
chrX-106150000-106150000-chrX-104650000-104650000	chr2-135750000-135750000-chr2-134250000-134250000	chr8-21150000-21150000-chr8-20300000-20300000
chr8-85950000-85950000-chr8-85000000-85000000	chr9-47250000-47250000-chr9-49600000-49600000	chr17-92750000-92750000-chr17-94000000-94000000
chr14-118850000-118850000-chr14-118850000-118850000	chr11-87400000-87400000-chr11-88300000-88300000	chr8-47600000-47600000-chr8-46550000-46550000
chr11-36400000-36400000-chr11-35700000-35700000	chr3-110200000-110200000-chr3-109800000-109800000	chrX-2100000-2100000-chrX-3100000-3100000
chr19-5350000-5350000-chr19-4550000-4550000	chr1-174350000-174350000-chr1-173700000-173700000	chr16-48350000-48350000-chr16-47150000-47150000
chr8-94950000-94950000-chr8-94250000-94250000	chr5-132450000-132450000-chr5-130850000-130850000	chr1-105050000-105050000-chr1-106100000-106100000
chr16-67500000-67500000-chr16-66950000-66950000	chr5-22450000-22450000-chr5-24600000-24600000	chr2-175500000-175500000-chr2-174600000-174600000
chr1-70050000-70050000-chr1-71600000-71600000	chr7-79650000-79650000-chr7-80350000-80350000	chr11-15800000-15800000-chr11-16600000-16600000
chr11-48950000-48950000-chr11-50400000-50400000	chr2-162000000-162000000-chr2-163950000-163950000	chr17-3700000-3700000-chr17-4500000-4500000
chr3-29900000-29900000-chr3-30300000-30300000	chr15-5950000-5950000-chr15-5050000-5050000	chr1-28450000-28450000-chr1-27500000-27500000
chr1-65350000-65350000-chr1-66350000-66350000	chr8-17300000-17300000-chr8-18150000-18150000	chrY-32850000-32850000-chrY-31650000-31650000
chr3-65550000-65550000-chr3-66250000-66250000	chr6-65300000-65300000-chr6-64250000-64250000	chr17-4550000-4550000-chr17-3600000-3600000
