GG	GN	NN
chr16-56150000-56150000-chr16-56600000-56600000	chr4-48300000-48300000-chr4-49000000-49000000	chr3-114300000-114300000-chr3-114800000-114800000
chr1-130000000-130000000-chr1-132200000-132200000	chr14-27300000-27300000-chr14-24900000-24900000	chr16-10150000-10150000-chr16-8950000-8950000
chr6-115650000-115650000-chr6-116450000-116450000	chr11-6350000-6350000-chr11-8200000-8200000	chr9-25750000-25750000-chr9-26600000-26600000
chr4-108500000-108500000-chr4-107150000-107150000	chr2-31300000-31300000-chr2-30050000-30050000	chr1-48150000-48150000-chr1-48950000-48950000
chr2-71600000-71600000-chr2-70550000-70550000	chr18-16750000-16750000-chr18-19550000-19550000	chr4-139900000-139900000-chr4-137850000-137850000
chr13-104950000-104950000-chr13-104350000-104350000	chr7-49200000-49200000-chr7-49650000-49650000	chr15-59250000-59250000-chr15-60650000-60650000
chr9-108700000-108700000-chr9-107650000-107650000	chr17-57250000-57250000-chr17-57700000-57700000	chr3-22350000-22350000-chr3-20450000-20450000
chr14-48200000-48200000-chr14-49300000-49300000	chr5-113250000-113250000-chr5-112600000-112600000	chr3-43050000-43050000-chr3-44800000-44800000
chr19-8350000-8350000-chr19-7000000-7000000	chr1-84250000-84250000-chr1-83100000-83100000	chrY-16950000-16950000-chrY-17850000-17850000
chr15-82900000-82900000-chr15-83550000-83550000	chr10-49200000-49200000-chr10-50250000-50250000	chr1-110300000-110300000-chr1-111300000-111300000
chr1-24700000-24700000-chr1-24200000-24200000	chr11-27300000-27300000-chr11-28450000-28450000	chr12-63250000-63250000-chr12-64750000-64750000
chr13-32850000-32850000-chr13-33250000-33250000	chr8-103150000-103150000-chr8-104950000-104950000	chr3-45200000-45200000-chr3-46000000-46000000
chr17-74700000-74700000-chr17-74450000-74450000	chr9-48050000-48050000-chr9-48950000-48950000	chr4-53800000-53800000-chr4-56050000-56050000
chr7-124700000-124700000-chr7-125450000-125450000	chr11-71150000-71150000-chr11-72250000-72250000	chr12-22000000-22000000-chr12-22800000-22800000
chr18-36600000-36600000-chr18-35200000-35200000	chr11-32200000-32200000-chr11-31650000-31650000	chr19-7550000-7550000-chr19-8300000-8300000
chr15-77700000-77700000-chr15-78400000-78400000	chr1-127000000-127000000-chr1-126450000-126450000	chr10-124200000-124200000-chr10-125800000-125800000
chr8-99150000-99150000-chr8-95450000-95450000	chrX-101600000-101600000-chrX-102950000-102950000	chr1-138000000-138000000-chr1-138700000-138700000
chr8-38400000-38400000-chr8-37700000-37700000	chr15-41800000-41800000-chr15-43350000-43350000	chr19-38500000-38500000-chr19-39900000-39900000
chr1-21250000-21250000-chr1-20100000-20100000	chr15-94600000-94600000-chr15-95300000-95300000	chrX-131150000-131150000-chrX-131750000-131750000
chr7-112500000-112500000-chr7-113100000-113100000	chr9-4650000-4650000-chr9-2750000-2750000	chr13-101950000-101950000-chr13-100850000-100850000
chr9-29550000-29550000-chr9-30900000-30900000	chr3-145300000-145300000-chr3-147500000-147500000	chr18-47850000-47850000-chr18-48400000-48400000
chr10-59050000-59050000-chr10-59500000-59500000	chr13-61250000-61250000-chr13-59850000-59850000	chrY-32650000-32650000-chrY-31000000-31000000
chr16-5950000-5950000-chr16-5200000-5200000	chr12-35200000-35200000-chr12-36500000-36500000	chr10-117550000-117550000-chr10-118750000-118750000
chr11-100300000-100300000-chr11-98550000-98550000	chr12-115500000-115500000-chr12-117050000-117050000	chr9-14000000-14000000-chr9-14400000-14400000
chr7-29150000-29150000-chr7-29900000-29900000	chr8-38500000-38500000-chr8-39700000-39700000	chr3-110150000-110150000-chr3-111400000-111400000
chr5-83300000-83300000-chr5-84300000-84300000	chr11-83600000-83600000-chr11-82150000-82150000	chr2-75800000-75800000-chr2-75300000-75300000
chr9-57650000-57650000-chr9-57050000-57050000	chr9-10450000-10450000-chr9-12800000-12800000	chr9-27650000-27650000-chr9-28350000-28350000
chr1-65250000-65250000-chr1-62550000-62550000	chr16-57350000-57350000-chr16-58300000-58300000	chr18-50800000-50800000-chr18-48700000-48700000
chr13-91750000-91750000-chr13-92450000-92450000	chr9-100750000-100750000-chr9-101700000-101700000	chr17-77450000-77450000-chr17-77050000-77050000
chr16-67250000-67250000-chr16-66800000-66800000	chr2-142700000-142700000-chr2-143350000-143350000	chr11-18050000-18050000-chr11-16550000-16550000
chr15-95150000-95150000-chr15-95850000-95850000	chr6-133900000-133900000-chr6-135900000-135900000	chr15-29750000-29750000-chr15-29050000-29050000
chr4-96650000-96650000-chr4-97700000-97700000	chr8-33600000-33600000-chr8-36400000-36400000	chrX-29850000-29850000-chrX-30900000-30900000
chr13-93800000-93800000-chr13-95050000-95050000	chr11-22950000-22950000-chr11-24750000-24750000	chr18-53750000-53750000-chr18-53750000-53750000
chr6-30300000-30300000-chr6-31550000-31550000	chr6-73150000-73150000-chr6-73550000-73550000	chr8-2100000-2100000-chr8-350000-350000
chr18-25050000-25050000-chr18-25700000-25700000	chr7-21600000-21600000-chr7-23150000-23150000	chr3-71150000-71150000-chr3-72300000-72300000
chr1-37500000-37500000-chr1-38300000-38300000	chr4-136850000-136850000-chr4-138250000-138250000	chrX-32950000-32950000-chrX-34600000-34600000
chr1-180600000-180600000-chr1-179450000-179450000	chr7-142650000-142650000-chr7-140350000-140350000	chrY-20700000-20700000-chrY-19750000-19750000
chr10-106600000-106600000-chr10-107900000-107900000	chr5-94250000-94250000-chr5-92800000-92800000	chrY-36400000-36400000-chrY-34800000-34800000
chr16-76350000-76350000-chr16-74700000-74700000	chr17-73550000-73550000-chr17-73250000-73250000	chr10-125650000-125650000-chr10-125000000-125000000
chr1-70400000-70400000-chr1-68700000-68700000	chrX-135600000-135600000-chrX-136400000-136400000	chr6-7400000-7400000-chr6-6750000-6750000
chr12-98800000-98800000-chr12-99900000-99900000	chr11-26100000-26100000-chr11-23900000-23900000	chr16-61350000-61350000-chr16-63400000-63400000
