GG	GN	NN
chr8-114900000-114900000-chr8-114300000-114300000	chr3-45300000-45300000-chr3-47200000-47200000	chr5-63100000-63100000-chr5-62350000-62350000
chr1-58900000-58900000-chr1-58000000-58000000	chr6-100450000-100450000-chr6-99500000-99500000	chr16-26900000-26900000-chr16-27950000-27950000
chr8-79750000-79750000-chr8-79100000-79100000	chr1-68000000-68000000-chr1-66800000-66800000	chr12-2900000-2900000-chr12-800000-800000
chr2-163550000-163550000-chr2-165300000-165300000	chr8-115600000-115600000-chr8-117600000-117600000	chrY-61800000-61800000-chrY-59100000-59100000
chr17-64650000-64650000-chr17-63250000-63250000	chr10-123000000-123000000-chr10-122250000-122250000	chr18-29750000-29750000-chr18-31450000-31450000
chr5-130800000-130800000-chr5-130000000-130000000	chr15-17600000-17600000-chr15-18200000-18200000	chr5-1900000-1900000-chr5-2700000-2700000
chr16-41050000-41050000-chr16-43450000-43450000	chr15-56450000-56450000-chr15-55550000-55550000	chr16-89400000-89400000-chr16-88400000-88400000
chr9-45700000-45700000-chr9-44500000-44500000	chr18-69550000-69550000-chr18-70400000-70400000	chrX-121350000-121350000-chrX-122150000-122150000
chr13-9950000-9950000-chr13-8250000-8250000	chr1-165450000-165450000-chr1-167950000-167950000	chr5-104450000-104450000-chr5-105300000-105300000
chr13-113100000-113100000-chr13-113800000-113800000	chr17-76250000-76250000-chr17-75500000-75500000	chrX-111700000-111700000-chrX-115550000-115550000
chr9-65650000-65650000-chr9-64050000-64050000	chr5-42500000-42500000-chr5-43250000-43250000	chr12-1450000-1450000-chr12-3000000-3000000
chr12-69900000-69900000-chr12-71950000-71950000	chr11-30350000-30350000-chr11-29150000-29150000	chr2-55150000-55150000-chr2-56100000-56100000
chr1-135400000-135400000-chr1-135000000-135000000	chr6-43600000-43600000-chr6-43050000-43050000	chr7-94200000-94200000-chr7-93250000-93250000
chr3-68700000-68700000-chr3-69000000-69000000	chr10-11150000-11150000-chr10-10200000-10200000	chrY-54550000-54550000-chrY-54100000-54100000
chr2-159950000-159950000-chr2-158700000-158700000	chr9-106750000-106750000-chr9-106100000-106100000	chr19-19400000-19400000-chr19-20400000-20400000
chr3-133500000-133500000-chr3-132150000-132150000	chr1-67900000-67900000-chr1-66200000-66200000	chr14-37800000-37800000-chr14-39500000-39500000
chr2-27000000-27000000-chr2-25200000-25200000	chr7-133450000-133450000-chr7-134000000-134000000	chr16-88850000-88850000-chr16-87550000-87550000
chr11-75500000-75500000-chr11-76150000-76150000	chr9-62750000-62750000-chr9-61650000-61650000	chr1-108600000-108600000-chr1-110550000-110550000
chr10-112400000-112400000-chr10-112100000-112100000	chr5-111600000-111600000-chr5-110900000-110900000	chr18-9700000-9700000-chr18-9250000-9250000
chr7-100900000-100900000-chr7-100700000-100700000	chr15-64450000-64450000-chr15-64800000-64800000	chr17-60350000-60350000-chr17-59550000-59550000
chr10-88750000-88750000-chr10-88200000-88200000	chr14-7550000-7550000-chr14-6850000-6850000	chr6-68150000-68150000-chr6-68850000-68850000
chr2-119050000-119050000-chr2-118750000-118750000	chr17-86650000-86650000-chr17-87450000-87450000	chr8-17850000-17850000-chr8-19450000-19450000
chrX-59300000-59300000-chrX-60450000-60450000	chr6-143200000-143200000-chr6-141950000-141950000	chr3-145050000-145050000-chr3-143450000-143450000
chr3-87400000-87400000-chr3-87100000-87100000	chr15-17100000-17100000-chr15-18250000-18250000	chrX-86450000-86450000-chrX-86700000-86700000
chr11-81650000-81650000-chr11-80450000-80450000	chr6-138350000-138350000-chr6-139850000-139850000	chr9-89150000-89150000-chr9-87400000-87400000
chr17-70050000-70050000-chr17-68500000-68500000	chr8-41450000-41450000-chr8-41850000-41850000	chr13-50000000-50000000-chr13-50800000-50800000
chr8-119950000-119950000-chr8-118700000-118700000	chr19-47150000-47150000-chr19-48600000-48600000	chr1-29000000-29000000-chr1-28150000-28150000
chr14-97950000-97950000-chr14-99150000-99150000	chr6-105650000-105650000-chr6-106800000-106800000	chr17-17750000-17750000-chr17-18800000-18800000
chr10-81300000-81300000-chr10-80250000-80250000	chr18-3300000-3300000-chr18-2250000-2250000	chrX-121650000-121650000-chrX-122400000-122400000
chr3-136450000-136450000-chr3-136700000-136700000	chr4-25250000-25250000-chr4-26000000-26000000	chr4-800000-800000-chr4-200000-200000
chr18-25550000-25550000-chr18-25550000-25550000	chr6-108600000-108600000-chr6-109650000-109650000	chr14-7600000-7600000-chr14-7000000-7000000
chr10-108650000-108650000-chr10-106950000-106950000	chr7-114800000-114800000-chr7-115250000-115250000	chr1-143200000-143200000-chr1-141950000-141950000
chr17-20050000-20050000-chr17-18100000-18100000	chr3-31950000-31950000-chr3-30850000-30850000	chr2-51350000-51350000-chr2-51800000-51800000
chr2-35800000-35800000-chr2-34900000-34900000	chr9-17800000-17800000-chr9-18350000-18350000	chr6-60850000-60850000-chr6-62600000-62600000
chr14-28200000-28200000-chr14-27950000-27950000	chr12-34650000-34650000-chr12-33450000-33450000	chr15-150000-150000-chr15-300000-300000
chr1-24100000-24100000-chr1-25600000-25600000	chr10-71350000-71350000-chr10-72750000-72750000	chr14-71850000-71850000-chr14-70300000-70300000
chr9-69350000-69350000-chr9-68950000-68950000	chr15-37350000-37350000-chr15-36850000-36850000	chr12-9100000-9100000-chr12-10550000-10550000
chr9-103200000-103200000-chr9-105200000-105200000	chr8-17850000-17850000-chr8-17450000-17450000	chrX-80100000-80100000-chrX-81000000-81000000
chr18-84750000-84750000-chr18-84550000-84550000	chr10-89150000-89150000-chr10-88300000-88300000	chr16-15300000-15300000-chr16-14700000-14700000
chr9-52750000-52750000-chr9-51300000-51300000	chr2-36500000-36500000-chr2-36050000-36050000	chr2-174900000-174900000-chr2-175500000-175500000
chr11-118550000-118550000-chr11-119400000-119400000	chr7-127900000-127900000-chr7-126500000-126500000	chr2-92700000-92700000-chr2-93550000-93550000
chrX-103450000-103450000-chrX-102350000-102350000	chr4-57400000-57400000-chr4-59600000-59600000	chr4-56000000-56000000-chr4-57500000-57500000
chr15-68100000-68100000-chr15-66750000-66750000	chr11-95600000-95600000-chr11-94350000-94350000	chrX-94700000-94700000-chrX-96000000-96000000
chr16-33250000-33250000-chr16-31000000-31000000	chr18-48450000-48450000-chr18-48050000-48050000	chr10-114900000-114900000-chr10-115900000-115900000
chr3-56100000-56100000-chr3-55350000-55350000	chr1-166350000-166350000-chr1-165900000-165900000	chr3-98700000-98700000-chr3-98950000-98950000
chr15-77950000-77950000-chr15-78900000-78900000	chr7-75650000-75650000-chr7-74600000-74600000	chr12-95650000-95650000-chr12-97050000-97050000
chr6-61850000-61850000-chr6-61250000-61250000	chr14-24000000-24000000-chr14-24800000-24800000	chr10-21250000-21250000-chr10-20750000-20750000
chr1-151750000-151750000-chr1-151400000-151400000	chr7-96750000-96750000-chr7-97750000-97750000	chr9-30300000-30300000-chr9-31800000-31800000
chr6-30100000-30100000-chr6-29500000-29500000	chr7-42500000-42500000-chr7-41100000-41100000	chr4-27900000-27900000-chr4-27300000-27300000
chr2-71750000-71750000-chr2-71050000-71050000	chr2-7150000-7150000-chr2-8200000-8200000	chr6-101650000-101650000-chr6-103350000-103350000
chr4-155850000-155850000-chr4-155100000-155100000	chr3-146350000-146350000-chr3-145500000-145500000	chr1-81950000-81950000-chr1-82200000-82200000
chr3-104050000-104050000-chr3-102500000-102500000	chr2-139950000-139950000-chr2-138800000-138800000	chr8-5150000-5150000-chr8-4050000-4050000
chr14-103300000-103300000-chr14-104750000-104750000	chr1-125900000-125900000-chr1-124950000-124950000	chr4-1350000-1350000-chr4-500000-500000
chr16-60450000-60450000-chr16-59850000-59850000	chr6-47200000-47200000-chr6-44750000-44750000	chrX-48300000-48300000-chrX-49950000-49950000
chr1-175900000-175900000-chr1-175400000-175400000	chr10-106250000-106250000-chr10-106800000-106800000	chrX-39750000-39750000-chrX-39300000-39300000
chr7-96900000-96900000-chr7-97850000-97850000	chr7-131550000-131550000-chr7-132250000-132250000	chr10-1650000-1650000-chr10-500000-500000
chr15-101850000-101850000-chr15-102600000-102600000	chr11-44900000-44900000-chr11-44300000-44300000	chr10-14600000-14600000-chr10-17250000-17250000
chr11-4000000-4000000-chr11-3350000-3350000	chr5-118300000-118300000-chr5-117350000-117350000	chrX-35400000-35400000-chrX-35150000-35150000
chr12-108150000-108150000-chr12-107950000-107950000	chr17-86750000-86750000-chr17-85350000-85350000	chr8-97250000-97250000-chr8-96250000-96250000
chr7-104350000-104350000-chr7-103250000-103250000	chr17-89050000-89050000-chr17-88500000-88500000	chrX-61950000-61950000-chrX-62450000-62450000
chr14-61300000-61300000-chr14-64250000-64250000	chr3-120250000-120250000-chr3-120850000-120850000	chr4-60750000-60750000-chr4-60000000-60000000
chr2-145800000-145800000-chr2-145450000-145450000	chr7-89750000-89750000-chr7-90900000-90900000	chrY-57500000-57500000-chrY-56500000-56500000
chr3-53500000-53500000-chr3-52050000-52050000	chr2-164650000-164650000-chr2-165950000-165950000	chrX-55650000-55650000-chrX-55350000-55350000
chr17-81600000-81600000-chr17-81700000-81700000	chr1-120450000-120450000-chr1-118550000-118550000	chr4-29450000-29450000-chr4-28100000-28100000
chr3-30050000-30050000-chr3-29200000-29200000	chr13-31000000-31000000-chr13-29850000-29850000	chr5-29800000-29800000-chr5-29150000-29150000
chr14-22150000-22150000-chr14-23650000-23650000	chr7-133600000-133600000-chr7-132500000-132500000	chr9-94150000-94150000-chr9-93200000-93200000
chr7-132950000-132950000-chr7-134050000-134050000	chr4-111450000-111450000-chr4-112050000-112050000	chrY-66000000-66000000-chrY-67250000-67250000
chr17-64300000-64300000-chr17-65950000-65950000	chr6-82350000-82350000-chr6-77750000-77750000	chr10-119400000-119400000-chr10-118350000-118350000
chr6-48150000-48150000-chr6-47500000-47500000	chr1-133550000-133550000-chr1-132500000-132500000	chr1-95300000-95300000-chr1-96550000-96550000
chr1-116300000-116300000-chr1-118300000-118300000	chrX-42600000-42600000-chrX-43700000-43700000	chr12-94200000-94200000-chr12-95600000-95600000
chr7-102050000-102050000-chr7-101400000-101400000	chr14-124450000-124450000-chr14-123050000-123050000	chr6-3650000-3650000-chr6-4100000-4100000
chr4-101650000-101650000-chr4-102800000-102800000	chr5-76200000-76200000-chr5-77750000-77750000	chr6-26050000-26050000-chr6-27250000-27250000
chr18-37350000-37350000-chr18-36550000-36550000	chr2-42550000-42550000-chr2-44500000-44500000	chrY-65300000-65300000-chrY-66100000-66100000
chr16-7400000-7400000-chr16-6850000-6850000	chr11-52350000-52350000-chr11-51750000-51750000	chr7-20950000-20950000-chr7-22350000-22350000
chr3-87800000-87800000-chr3-84900000-84900000	chr6-32300000-32300000-chr6-33100000-33100000	chr17-55100000-55100000-chr17-53350000-53350000
chr17-70350000-70350000-chr17-72050000-72050000	chr3-138650000-138650000-chr3-139050000-139050000	chr8-30900000-30900000-chr8-30300000-30300000
chr14-32100000-32100000-chr14-30800000-30800000	chr1-39300000-39300000-chr1-41350000-41350000	chr6-40500000-40500000-chr6-41250000-41250000
chr10-127800000-127800000-chr10-128350000-128350000	chr12-105650000-105650000-chr12-104050000-104050000	chr10-46700000-46700000-chr10-46200000-46200000
chr19-10550000-10550000-chr19-8650000-8650000	chr12-58700000-58700000-chr12-57450000-57450000	chr3-158900000-158900000-chr3-158600000-158600000
chr13-52600000-52600000-chr13-50600000-50600000	chr12-18200000-18200000-chr12-17400000-17400000	chr8-30500000-30500000-chr8-32350000-32350000
chr1-152700000-152700000-chr1-152000000-152000000	chr3-125450000-125450000-chr3-123250000-123250000	chr14-113900000-113900000-chr14-114200000-114200000
chr6-34900000-34900000-chr6-33550000-33550000	chr19-42950000-42950000-chr19-44750000-44750000	chr1-172800000-172800000-chr1-172050000-172050000
chr11-101600000-101600000-chr11-102600000-102600000	chr10-68400000-68400000-chr10-67100000-67100000	chrX-129450000-129450000-chrX-128150000-128150000
chr1-52500000-52500000-chr1-53750000-53750000	chr16-91900000-91900000-chr16-90650000-90650000	chr2-55200000-55200000-chr2-54400000-54400000
chr19-8350000-8350000-chr19-10000000-10000000	chr7-19600000-19600000-chr7-17500000-17500000	chr13-41700000-41700000-chr13-42650000-42650000
chr1-178200000-178200000-chr1-176050000-176050000	chr2-159450000-159450000-chr2-160650000-160650000	chr15-56100000-56100000-chr15-54350000-54350000
chr15-30650000-30650000-chr15-31000000-31000000	chr3-158100000-158100000-chr3-158750000-158750000	chr15-102650000-102650000-chr15-103050000-103050000
chr1-44100000-44100000-chr1-42700000-42700000	chr3-18050000-18050000-chr3-18800000-18800000	chr6-79250000-79250000-chr6-79650000-79650000
chr2-118400000-118400000-chr2-120850000-120850000	chr6-89950000-89950000-chr6-87750000-87750000	chrX-125050000-125050000-chrX-124550000-124550000
chr4-45050000-45050000-chr4-45900000-45900000	chr10-18950000-18950000-chr10-19500000-19500000	chr12-11000000-11000000-chr12-12650000-12650000
chr17-75300000-75300000-chr17-74650000-74650000	chr9-37800000-37800000-chr9-35200000-35200000	chr5-88800000-88800000-chr5-88000000-88000000
chr5-130550000-130550000-chr5-132000000-132000000	chr8-105100000-105100000-chr8-106150000-106150000	chr4-29400000-29400000-chr4-30100000-30100000
chr1-15400000-15400000-chr1-16250000-16250000	chr4-19450000-19450000-chr4-18700000-18700000	chr7-38500000-38500000-chr7-39400000-39400000
chr9-7100000-7100000-chr9-6200000-6200000	chr3-55500000-55500000-chr3-54500000-54500000	chr10-85250000-85250000-chr10-85850000-85850000
chr12-74000000-74000000-chr12-73200000-73200000	chr7-125400000-125400000-chr7-125850000-125850000	chr3-60350000-60350000-chr3-58300000-58300000
chr5-22850000-22850000-chr5-24600000-24600000	chr1-168600000-168600000-chr1-167850000-167850000	chr13-114700000-114700000-chr13-115700000-115700000
chr18-12350000-12350000-chr18-11900000-11900000	chr12-28700000-28700000-chr12-29350000-29350000	chrX-79300000-79300000-chrX-78750000-78750000
chr17-70150000-70150000-chr17-69150000-69150000	chr3-64450000-64450000-chr3-64950000-64950000	chr3-112200000-112200000-chr3-113800000-113800000
chr6-137150000-137150000-chr6-136600000-136600000	chr6-62150000-62150000-chr6-62650000-62650000	chr5-78400000-78400000-chr5-77750000-77750000
chrX-168350000-168350000-chrX-167950000-167950000	chr3-28900000-28900000-chr3-30550000-30550000	chr14-1050000-1050000-chr14-2500000-2500000
