GG	GN	NN
chr10-75150000-75150000-chr10-74550000-74550000	chr10-98700000-98700000-chr10-100550000-100550000	chr7-100150000-100150000-chr7-99200000-99200000
chr6-80300000-80300000-chr6-80800000-80800000	chr15-76600000-76600000-chr15-77000000-77000000	chr13-3350000-3350000-chr13-4850000-4850000
chr10-4000000-4000000-chr10-4850000-4850000	chr11-78650000-78650000-chr11-79700000-79700000	chrX-67000000-67000000-chrX-66000000-66000000
chr17-22350000-22350000-chr17-21650000-21650000	chr13-85650000-85650000-chr13-83900000-83900000	chr16-81800000-81800000-chr16-82500000-82500000
chr10-42400000-42400000-chr10-43750000-43750000	chr3-73250000-73250000-chr3-74500000-74500000	chrX-29550000-29550000-chrX-28450000-28450000
chr3-25650000-25650000-chr3-26200000-26200000	chr12-80400000-80400000-chr12-78050000-78050000	chr16-80100000-80100000-chr16-79100000-79100000
chr12-103550000-103550000-chr12-103050000-103050000	chr4-146000000-146000000-chr4-145000000-145000000	chrX-62350000-62350000-chrX-61000000-61000000
chr13-77250000-77250000-chr13-77950000-77950000	chr13-70700000-70700000-chr13-73500000-73500000	chr8-7600000-7600000-chr8-8250000-8250000
chr12-87350000-87350000-chr12-86400000-86400000	chr11-4500000-4500000-chr11-3700000-3700000	chr11-27100000-27100000-chr11-26700000-26700000
chr9-99650000-99650000-chr9-100900000-100900000	chr18-41200000-41200000-chr18-40300000-40300000	chr1-78000000-78000000-chr1-76450000-76450000
chr2-117250000-117250000-chr2-119700000-119700000	chr7-22050000-22050000-chr7-19700000-19700000	chr2-47600000-47600000-chr2-46500000-46500000
chr15-97700000-97700000-chr15-98650000-98650000	chr18-12550000-12550000-chr18-13250000-13250000	chr11-7700000-7700000-chr11-9100000-9100000
chr10-40350000-40350000-chr10-43050000-43050000	chr8-98900000-98900000-chr8-99300000-99300000	chr17-7400000-7400000-chr17-8000000-8000000
chr1-176750000-176750000-chr1-176250000-176250000	chr15-97000000-97000000-chr15-98450000-98450000	chr15-102650000-102650000-chr15-101650000-101650000
chr10-81400000-81400000-chr10-78800000-78800000	chr17-86500000-86500000-chr17-89400000-89400000	chr15-99900000-99900000-chr15-98700000-98700000
chr13-21000000-21000000-chr13-22850000-22850000	chr4-14600000-14600000-chr4-12350000-12350000	chr14-46700000-46700000-chr14-44650000-44650000
chr17-73900000-73900000-chr17-75100000-75100000	chr13-99400000-99400000-chr13-101100000-101100000	chr7-20350000-20350000-chr7-18450000-18450000
chr4-59600000-59600000-chr4-60650000-60650000	chr18-66850000-66850000-chr18-68300000-68300000	chr18-42450000-42450000-chr18-41350000-41350000
chr12-37350000-37350000-chr12-36250000-36250000	chrX-161800000-161800000-chrX-160550000-160550000	chr13-35950000-35950000-chr13-35600000-35600000
chr12-52300000-52300000-chr12-51450000-51450000	chr7-6250000-6250000-chr7-4850000-4850000	chr7-84500000-84500000-chr7-83050000-83050000
chrX-83350000-83350000-chrX-84400000-84400000	chr2-88400000-88400000-chr2-88850000-88850000	chr5-92550000-92550000-chr5-91450000-91450000
chr11-117000000-117000000-chr11-115450000-115450000	chr14-12850000-12850000-chr14-12150000-12150000	chr16-55950000-55950000-chr16-54900000-54900000
chr14-18600000-18600000-chr14-21000000-21000000	chr3-33300000-33300000-chr3-33800000-33800000	chr7-115200000-115200000-chr7-114150000-114150000
chr10-76550000-76550000-chr10-75550000-75550000	chr9-11250000-11250000-chr9-10050000-10050000	chr3-122400000-122400000-chr3-123900000-123900000
chr1-128200000-128200000-chr1-127800000-127800000	chr7-109650000-109650000-chr7-109150000-109150000	chr16-2900000-2900000-chr16-2550000-2550000
chr2-20600000-20600000-chr2-20600000-20600000	chr6-78750000-78750000-chr6-77650000-77650000	chr8-3800000-3800000-chr8-1650000-1650000
chr9-31450000-31450000-chr9-31850000-31850000	chr14-39100000-39100000-chr14-40000000-40000000	chr18-62850000-62850000-chr18-61950000-61950000
chr9-77950000-77950000-chr9-78650000-78650000	chr4-8200000-8200000-chr4-9100000-9100000	chr11-9700000-9700000-chr11-10700000-10700000
chr7-141250000-141250000-chr7-142550000-142550000	chrX-38250000-38250000-chrX-39150000-39150000	chr13-71800000-71800000-chr13-71100000-71100000
chr15-33000000-33000000-chr15-33650000-33650000	chr1-164100000-164100000-chr1-164300000-164300000	chr6-14450000-14450000-chr6-16350000-16350000
chr12-89550000-89550000-chr12-90250000-90250000	chr9-47550000-47550000-chr9-46550000-46550000	chr2-75400000-75400000-chr2-73800000-73800000
chr16-29250000-29250000-chr16-29650000-29650000	chr6-11650000-11650000-chr6-12500000-12500000	chr1-26300000-26300000-chr1-26000000-26000000
chr2-143600000-143600000-chr2-144500000-144500000	chr8-14300000-14300000-chr8-13150000-13150000	chr1-8250000-8250000-chr1-11400000-11400000
chr2-86200000-86200000-chr2-87050000-87050000	chr18-42050000-42050000-chr18-40450000-40450000	chr17-94950000-94950000-chr17-93450000-93450000
chr4-148950000-148950000-chr4-148050000-148050000	chr2-121950000-121950000-chr2-121000000-121000000	chrY-87300000-87300000-chrY-86650000-86650000
chr7-97350000-97350000-chr7-96550000-96550000	chr1-88650000-88650000-chr1-90150000-90150000	chr9-7600000-7600000-chr9-7600000-7600000
chr12-55100000-55100000-chr12-53400000-53400000	chr10-14650000-14650000-chr10-13150000-13150000	chr2-19900000-19900000-chr2-21350000-21350000
chr10-19200000-19200000-chr10-20650000-20650000	chr16-89150000-89150000-chr16-88150000-88150000	chr3-12600000-12600000-chr3-11650000-11650000
chr9-108150000-108150000-chr9-107800000-107800000	chr9-52100000-52100000-chr9-50650000-50650000	chr5-125950000-125950000-chr5-126950000-126950000
chr12-71350000-71350000-chr12-70400000-70400000	chr16-90050000-90050000-chr16-88750000-88750000	chr10-111400000-111400000-chr10-110450000-110450000
chr11-4800000-4800000-chr11-3650000-3650000	chr8-41000000-41000000-chr8-43100000-43100000	chr4-79700000-79700000-chr4-80800000-80800000
chr3-51850000-51850000-chr3-53650000-53650000	chr2-65400000-65400000-chr2-65000000-65000000	chr1-166350000-166350000-chr1-167200000-167200000
chr1-134500000-134500000-chr1-135400000-135400000	chr3-130550000-130550000-chr3-131050000-131050000	chr5-79750000-79750000-chr5-78050000-78050000
chr2-129700000-129700000-chr2-127650000-127650000	chr10-79100000-79100000-chr10-79800000-79800000	chrY-24500000-24500000-chrY-25200000-25200000
chr6-31500000-31500000-chr6-33350000-33350000	chr5-5250000-5250000-chr5-3250000-3250000	chr4-132100000-132100000-chr4-133800000-133800000
chr3-99200000-99200000-chr3-100000000-100000000	chr4-20200000-20200000-chr4-18350000-18350000	chrY-15500000-15500000-chrY-12800000-12800000
chr1-162000000-162000000-chr1-164350000-164350000	chr6-36000000-36000000-chr6-38000000-38000000	chr10-15300000-15300000-chr10-16100000-16100000
chr19-10400000-10400000-chr19-11500000-11500000	chr15-34900000-34900000-chr15-36450000-36450000	chr10-23500000-23500000-chr10-24350000-24350000
chr10-33300000-33300000-chr10-34200000-34200000	chrX-5650000-5650000-chrX-7300000-7300000	chr19-15600000-15600000-chr19-14950000-14950000
chr15-39400000-39400000-chr15-39200000-39200000	chr7-103800000-103800000-chr7-103050000-103050000	chrX-75700000-75700000-chrX-74900000-74900000
chr12-82000000-82000000-chr12-80950000-80950000	chr18-60500000-60500000-chr18-60800000-60800000	chr18-88000000-88000000-chr18-86350000-86350000
chr19-22250000-22250000-chr19-21450000-21450000	chr2-178700000-178700000-chr2-180700000-180700000	chr9-49100000-49100000-chr9-49300000-49300000
chr1-132250000-132250000-chr1-132500000-132500000	chr7-26850000-26850000-chr7-27550000-27550000	chr2-107000000-107000000-chr2-107700000-107700000
chr2-106500000-106500000-chr2-107300000-107300000	chr12-42300000-42300000-chr12-40700000-40700000	chr11-38000000-38000000-chr11-38950000-38950000
chr5-142400000-142400000-chr5-143700000-143700000	chr6-76200000-76200000-chr6-77650000-77650000	chr2-151150000-151150000-chr2-150250000-150250000
chr4-44700000-44700000-chr4-45250000-45250000	chrX-150300000-150300000-chrX-149600000-149600000	chr17-61350000-61350000-chr17-62400000-62400000
chr2-110600000-110600000-chr2-112550000-112550000	chr13-56150000-56150000-chr13-58150000-58150000	chr6-16550000-16550000-chr6-16100000-16100000
chr1-20600000-20600000-chr1-21400000-21400000	chr10-26950000-26950000-chr10-26050000-26050000	chrX-148750000-148750000-chrX-147750000-147750000
chr12-83900000-83900000-chr12-84650000-84650000	chr13-8200000-8200000-chr13-9300000-9300000	chr9-26450000-26450000-chr9-27450000-27450000
