GG	GN	NN
chr17-14350000-14350000-chr17-13950000-13950000	chr13-107200000-107200000-chr13-108350000-108350000	chrY-9050000-9050000-chrY-7800000-7800000
chr11-78650000-78650000-chr11-79450000-79450000	chr5-116900000-116900000-chr5-117650000-117650000	chr17-91400000-91400000-chr17-91950000-91950000
chr8-84100000-84100000-chr8-85750000-85750000	chr2-40450000-40450000-chr2-41000000-41000000	chr16-80550000-80550000-chr16-79200000-79200000
chr17-22450000-22450000-chr17-24250000-24250000	chr17-10250000-10250000-chr17-9300000-9300000	chr13-1000000-1000000-chr13-50000-50000
chr5-129500000-129500000-chr5-128800000-128800000	chr17-69100000-69100000-chr17-69800000-69800000	chrX-45800000-45800000-chrX-41150000-41150000
chr4-77300000-77300000-chr4-76350000-76350000	chr13-63700000-63700000-chr13-64950000-64950000	chrY-66650000-66650000-chrY-65900000-65900000
chr17-13000000-13000000-chr17-13800000-13800000	chr2-114100000-114100000-chr2-114950000-114950000	chrX-124650000-124650000-chrX-125800000-125800000
chr18-23750000-23750000-chr18-23750000-23750000	chr5-69050000-69050000-chr5-66600000-66600000	chr4-27450000-27450000-chr4-28000000-28000000
chr1-130600000-130600000-chr1-129550000-129550000	chr13-25700000-25700000-chr13-27250000-27250000	chr1-112000000-112000000-chr1-111150000-111150000
chr4-143900000-143900000-chr4-146500000-146500000	chr16-31150000-31150000-chr16-32200000-32200000	chrX-68100000-68100000-chrX-66000000-66000000
chr18-67150000-67150000-chr18-69350000-69350000	chr1-25500000-25500000-chr1-26200000-26200000	chr10-125550000-125550000-chr10-126500000-126500000
chr10-62950000-62950000-chr10-63600000-63600000	chr10-79100000-79100000-chr10-80250000-80250000	chr15-103050000-103050000-chr15-103950000-103950000
chr9-113650000-113650000-chr9-115200000-115200000	chrX-144650000-144650000-chrX-146150000-146150000	chr14-113850000-113850000-chr14-115050000-115050000
chr12-76700000-76700000-chr12-75450000-75450000	chrX-151750000-151750000-chrX-152250000-152250000	chr15-71200000-71200000-chr15-72150000-72150000
chr1-24100000-24100000-chr1-22450000-22450000	chr3-24000000-24000000-chr3-23300000-23300000	chr5-87050000-87050000-chr5-87650000-87650000
chr11-90850000-90850000-chr11-89550000-89550000	chr2-96800000-96800000-chr2-97650000-97650000	chrY-21950000-21950000-chrY-21050000-21050000
chr2-166100000-166100000-chr2-167500000-167500000	chr5-28150000-28150000-chr5-27650000-27650000	chr16-52550000-52550000-chr16-51950000-51950000
chr2-155650000-155650000-chr2-153950000-153950000	chr10-58250000-58250000-chr10-59850000-59850000	chr15-75100000-75100000-chr15-73850000-73850000
chr13-103000000-103000000-chr13-104400000-104400000	chr1-118950000-118950000-chr1-117950000-117950000	chr4-18250000-18250000-chr4-17100000-17100000
