GG	GN	NN
chr11-21100000-21100000-chr11-21100000-21100000	chr1-159250000-159250000-chr1-158700000-158700000	chr10-48750000-48750000-chr10-51000000-51000000
chr5-103100000-103100000-chr5-102050000-102050000	chr8-28100000-28100000-chr8-29050000-29050000	chrX-127400000-127400000-chrX-128100000-128100000
chr10-92300000-92300000-chr10-90900000-90900000	chr9-41150000-41150000-chr9-38900000-38900000	chr1-193850000-193850000-chr1-191500000-191500000
chr18-71400000-71400000-chr18-69450000-69450000	chr19-54400000-54400000-chr19-56850000-56850000	chr9-84750000-84750000-chr9-83150000-83150000
chr2-84650000-84650000-chr2-87000000-87000000	chr6-142100000-142100000-chr6-140600000-140600000	chrX-61600000-61600000-chrX-61400000-61400000
chr10-13350000-13350000-chr10-13750000-13750000	chr5-93700000-93700000-chr5-91400000-91400000	chrX-51900000-51900000-chrX-50000000-50000000
chr9-39600000-39600000-chr9-41450000-41450000	chr16-24800000-24800000-chr16-26350000-26350000	chr3-119650000-119650000-chr3-118400000-118400000
chr15-75950000-75950000-chr15-76500000-76500000	chr14-70150000-70150000-chr14-71400000-71400000	chr14-4400000-4400000-chr14-2750000-2750000
chr19-6850000-6850000-chr19-7500000-7500000	chr13-95550000-95550000-chr13-95350000-95350000	chr3-101800000-101800000-chr3-102600000-102600000
chr6-143950000-143950000-chr6-142950000-142950000	chr9-70050000-70050000-chr9-70900000-70900000	chr16-3250000-3250000-chr16-2500000-2500000
chr5-73200000-73200000-chr5-74350000-74350000	chr6-130250000-130250000-chr6-129650000-129650000	chr4-80150000-80150000-chr4-79250000-79250000
chr1-149850000-149850000-chr1-151450000-151450000	chr7-140450000-140450000-chr7-141700000-141700000	chr4-34000000-34000000-chr4-35700000-35700000
chr2-163900000-163900000-chr2-162400000-162400000	chr3-37250000-37250000-chr3-34600000-34600000	chr15-64550000-64550000-chr15-65700000-65700000
chr2-26600000-26600000-chr2-26000000-26000000	chr7-32150000-32150000-chr7-30700000-30700000	chr12-5500000-5500000-chr12-4500000-4500000
chr14-75200000-75200000-chr14-75850000-75850000	chr1-186200000-186200000-chr1-185750000-185750000	chr2-138400000-138400000-chr2-137900000-137900000
chr7-22600000-22600000-chr7-23300000-23300000	chr5-144100000-144100000-chr5-143350000-143350000	chr8-550000-550000-chr8-1450000-1450000
chr6-31200000-31200000-chr6-27700000-27700000	chr10-53050000-53050000-chr10-53800000-53800000	chr1-8350000-8350000-chr1-6400000-6400000
chr17-30500000-30500000-chr17-30650000-30650000	chr1-23450000-23450000-chr1-23100000-23100000	chr13-66400000-66400000-chr13-64950000-64950000
chr6-48250000-48250000-chr6-48700000-48700000	chr15-62100000-62100000-chr15-64450000-64450000	chr8-51750000-51750000-chr8-50150000-50150000
chr6-39150000-39150000-chr6-37400000-37400000	chr12-100100000-100100000-chr12-98750000-98750000	chr16-58350000-58350000-chr16-61300000-61300000
chr6-127100000-127100000-chr6-125850000-125850000	chr2-39200000-39200000-chr2-40500000-40500000	chr3-11950000-11950000-chr3-9950000-9950000
chr12-69300000-69300000-chr12-70050000-70050000	chr12-97200000-97200000-chr12-98500000-98500000	chr4-74800000-74800000-chr4-75500000-75500000
chr7-73400000-73400000-chr7-73950000-73950000	chr11-51000000-51000000-chr11-53400000-53400000	chr1-115500000-115500000-chr1-114800000-114800000
chr5-142450000-142450000-chr5-143250000-143250000	chr11-3300000-3300000-chr11-4250000-4250000	chrY-58700000-58700000-chrY-57800000-57800000
chr9-66100000-66100000-chr9-65650000-65650000	chr7-113000000-113000000-chr7-113800000-113800000	chr5-55550000-55550000-chr5-56200000-56200000
chr3-104950000-104950000-chr3-105650000-105650000	chr18-84350000-84350000-chr18-85850000-85850000	chr1-19200000-19200000-chr1-18350000-18350000
chr2-160850000-160850000-chr2-161800000-161800000	chr19-38050000-38050000-chr19-39800000-39800000	chrY-69150000-69150000-chrY-68650000-68650000
chr7-111650000-111650000-chr7-112100000-112100000	chr6-118950000-118950000-chr6-120550000-120550000	chr2-136400000-136400000-chr2-137150000-137150000
chr6-141650000-141650000-chr6-142250000-142250000	chr11-61000000-61000000-chr11-61700000-61700000	chr12-11900000-11900000-chr12-10000000-10000000
chr16-40100000-40100000-chr16-40850000-40850000	chr13-109950000-109950000-chr13-110800000-110800000	chrY-60550000-60550000-chrY-62700000-62700000
