GG	GN	NN
chr19-38850000-38850000-chr19-39700000-39700000	chr1-179650000-179650000-chr1-178650000-178650000	chr12-97350000-97350000-chr12-98150000-98150000
chrX-51450000-51450000-chrX-51800000-51800000	chr13-81350000-81350000-chr13-80250000-80250000	chr11-48400000-48400000-chr11-47650000-47650000
chr11-118850000-118850000-chr11-120000000-120000000	chr10-9450000-9450000-chr10-10950000-10950000	chr9-16950000-16950000-chr9-18800000-18800000
chr5-29350000-29350000-chr5-27850000-27850000	chr10-118600000-118600000-chr10-117700000-117700000	chr13-39250000-39250000-chr13-37200000-37200000
chr4-111350000-111350000-chr4-110500000-110500000	chr14-45600000-45600000-chr14-44300000-44300000	chr7-93750000-93750000-chr7-95050000-95050000
chrX-100100000-100100000-chrX-101900000-101900000	chr9-123800000-123800000-chr9-123300000-123300000	chr6-950000-950000-chr6-2350000-2350000
chr4-116050000-116050000-chr4-118150000-118150000	chr1-64150000-64150000-chr1-64700000-64700000	chr18-27200000-27200000-chr18-26200000-26200000
chr16-74650000-74650000-chr16-73900000-73900000	chr1-39050000-39050000-chr1-38150000-38150000	chr11-34150000-34150000-chr11-32950000-32950000
chr6-149550000-149550000-chr6-148950000-148950000	chr1-98000000-98000000-chr1-96900000-96900000	chr9-2950000-2950000-chr9-2300000-2300000
chr16-15700000-15700000-chr16-17400000-17400000	chr7-31000000-31000000-chr7-30000000-30000000	chr11-40050000-40050000-chr11-41450000-41450000
chr6-114850000-114850000-chr6-116200000-116200000	chr7-132750000-132750000-chr7-131900000-131900000	chr6-5550000-5550000-chr6-6550000-6550000
chr9-58300000-58300000-chr9-57150000-57150000	chr8-26750000-26750000-chr8-26000000-26000000	chrX-1700000-1700000-chrX-900000-900000
chr4-155400000-155400000-chr4-155950000-155950000	chr19-39850000-39850000-chr19-39350000-39350000	chrY-91550000-91550000-chrY-90400000-90400000
chr2-16400000-16400000-chr2-18300000-18300000	chr8-39900000-39900000-chr8-38500000-38500000	chr18-45200000-45200000-chr18-46050000-46050000
chr11-49950000-49950000-chr11-49800000-49800000	chr2-122650000-122650000-chr2-121500000-121500000	chr7-38900000-38900000-chr7-39650000-39650000
chr12-10450000-10450000-chr12-11150000-11150000	chr12-36550000-36550000-chr12-39450000-39450000	chrY-12900000-12900000-chrY-14450000-14450000
chr4-116900000-116900000-chr4-115800000-115800000	chr9-15500000-15500000-chr9-17300000-17300000	chrY-45350000-45350000-chrY-44650000-44650000
chr2-128350000-128350000-chr2-127650000-127650000	chr19-48950000-48950000-chr19-50500000-50500000	chr18-28400000-28400000-chr18-29200000-29200000
chr7-111650000-111650000-chr7-112100000-112100000	chr14-115750000-115750000-chr14-114950000-114950000	chr6-107900000-107900000-chr6-109200000-109200000
chr10-108950000-108950000-chr10-108250000-108250000	chr14-123300000-123300000-chr14-121800000-121800000	chr10-56300000-56300000-chr10-57000000-57000000
chr1-58500000-58500000-chr1-60500000-60500000	chrX-141150000-141150000-chrX-141950000-141950000	chr4-124400000-124400000-chr4-122650000-122650000
chr17-25750000-25750000-chr17-27150000-27150000	chr2-65300000-65300000-chr2-64050000-64050000	chr2-10900000-10900000-chr2-12050000-12050000
chr13-90050000-90050000-chr13-89700000-89700000	chr2-5400000-5400000-chr2-7450000-7450000	chr18-2800000-2800000-chr18-1800000-1800000
