GG	GN	NN
chr14-24300000-24300000-chr14-22950000-22950000	chr18-78200000-78200000-chr18-76700000-76700000	chr9-77900000-77900000-chr9-78600000-78600000
chr1-37900000-37900000-chr1-38250000-38250000	chr14-42150000-42150000-chr14-41050000-41050000	chr15-42000000-42000000-chr15-40450000-40450000
chr10-114600000-114600000-chr10-115350000-115350000	chr18-62500000-62500000-chr18-64200000-64200000	chr3-32400000-32400000-chr3-33700000-33700000
chr5-123650000-123650000-chr5-124400000-124400000	chr4-143050000-143050000-chr4-143950000-143950000	chr15-44350000-44350000-chr15-45350000-45350000
chr15-67150000-67150000-chr15-66000000-66000000	chr14-45000000-45000000-chr14-46050000-46050000	chr6-74500000-74500000-chr6-76400000-76400000
chr7-84400000-84400000-chr7-85150000-85150000	chr7-9550000-9550000-chr7-10350000-10350000	chr18-39950000-39950000-chr18-41450000-41450000
chr11-66100000-66100000-chr11-65700000-65700000	chrX-58600000-58600000-chrX-57100000-57100000	chr12-44750000-44750000-chr12-44200000-44200000
chr13-77500000-77500000-chr13-78200000-78200000	chr3-30750000-30750000-chr3-29050000-29050000	chrY-25250000-25250000-chrY-27200000-27200000
chr9-4600000-4600000-chr9-6300000-6300000	chrX-72100000-72100000-chrX-74400000-74400000	chr3-81400000-81400000-chr3-78000000-78000000
chr2-163550000-163550000-chr2-165300000-165300000	chr8-44300000-44300000-chr8-47500000-47500000	chr4-10950000-10950000-chr4-11650000-11650000
chr15-83300000-83300000-chr15-86000000-86000000	chr10-109900000-109900000-chr10-110550000-110550000	chr10-98550000-98550000-chr10-97600000-97600000
chr9-24600000-24600000-chr9-21350000-21350000	chr4-57000000-57000000-chr4-56050000-56050000	chr11-112750000-112750000-chr11-111050000-111050000
chr1-70000000-70000000-chr1-68950000-68950000	chr12-104750000-104750000-chr12-106150000-106150000	chr4-87450000-87450000-chr4-88950000-88950000
chr13-14150000-14150000-chr13-11650000-11650000	chr2-74900000-74900000-chr2-73100000-73100000	chr16-27750000-27750000-chr16-30650000-30650000
