GG	GN	NN
chr2-20500000-20500000-chr2-17650000-17650000	chr17-10600000-10600000-chr17-9050000-9050000	chr5-51150000-51150000-chr5-52050000-52050000
chr16-10600000-10600000-chr16-9750000-9750000	chr3-154500000-154500000-chr3-153250000-153250000	chrX-66600000-66600000-chrX-67500000-67500000
chr10-5450000-5450000-chr10-4850000-4850000	chr4-59950000-59950000-chr4-62700000-62700000	chr5-67450000-67450000-chr5-68500000-68500000
chr3-33050000-33050000-chr3-32150000-32150000	chr5-129650000-129650000-chr5-130450000-130450000	chrX-81150000-81150000-chrX-82750000-82750000
chr2-5150000-5150000-chr2-6200000-6200000	chr2-61000000-61000000-chr2-60600000-60600000	chr3-71700000-71700000-chr3-72700000-72700000
chr19-10700000-10700000-chr19-8950000-8950000	chr5-145150000-145150000-chr5-145650000-145650000	chr1-53000000-53000000-chr1-56250000-56250000
chr2-91750000-91750000-chr2-90800000-90800000	chr17-71250000-71250000-chr17-69800000-69800000	chr8-53450000-53450000-chr8-51350000-51350000
chr11-109500000-109500000-chr11-110250000-110250000	chr6-88300000-88300000-chr6-89000000-89000000	chr3-70550000-70550000-chr3-73950000-73950000
chr7-82950000-82950000-chr7-82250000-82250000	chr10-75500000-75500000-chr10-76350000-76350000	chr13-45200000-45200000-chr13-46400000-46400000
chr15-77050000-77050000-chr15-75950000-75950000	chr1-127700000-127700000-chr1-126200000-126200000	chr3-142200000-142200000-chr3-141300000-141300000
chr2-163450000-163450000-chr2-164950000-164950000	chr6-80950000-80950000-chr6-80150000-80150000	chr2-81500000-81500000-chr2-80900000-80900000
chr5-112500000-112500000-chr5-114400000-114400000	chr5-57900000-57900000-chr5-56550000-56550000	chr7-58650000-58650000-chr7-58050000-58050000
chr17-24250000-24250000-chr17-25600000-25600000	chr10-82050000-82050000-chr10-83450000-83450000	chr3-115300000-115300000-chr3-114300000-114300000
chr9-48400000-48400000-chr9-47600000-47600000	chr16-88150000-88150000-chr16-89700000-89700000	chr7-69400000-69400000-chr7-71100000-71100000
chr5-115700000-115700000-chr5-114800000-114800000	chr7-75900000-75900000-chr7-76700000-76700000	chr6-140950000-140950000-chr6-140200000-140200000
chr3-84550000-84550000-chr3-84000000-84000000	chr5-71500000-71500000-chr5-70250000-70250000	chr11-92750000-92750000-chr11-90900000-90900000
chr10-23300000-23300000-chr10-24250000-24250000	chr1-144150000-144150000-chr1-144700000-144700000	chr7-71750000-71750000-chr7-73300000-73300000
chr5-131150000-131150000-chr5-134100000-134100000	chr16-32750000-32750000-chr16-30800000-30800000	chrX-121250000-121250000-chrX-122550000-122550000
chr14-122400000-122400000-chr14-123300000-123300000	chr15-78150000-78150000-chr15-78800000-78800000	chr10-29050000-29050000-chr10-28600000-28600000
chr5-96250000-96250000-chr5-97400000-97400000	chr13-48250000-48250000-chr13-47550000-47550000	chr10-67950000-67950000-chr10-68950000-68950000
chr13-76750000-76750000-chr13-77800000-77800000	chr10-78700000-78700000-chr10-79750000-79750000	chr9-300000-300000-chr9-2850000-2850000
chr18-80050000-80050000-chr18-80800000-80800000	chr7-127550000-127550000-chr7-128350000-128350000	chr8-92600000-92600000-chr8-91700000-91700000
chr3-13950000-13950000-chr3-13700000-13700000	chr11-3350000-3350000-chr11-2550000-2550000	chrY-53800000-53800000-chrY-55300000-55300000
