GG	GN	NN
chr16-92800000-92800000-chr16-90400000-90400000	chr3-24350000-24350000-chr3-23050000-23050000	chr12-95000000-95000000-chr12-96600000-96600000
chr13-41150000-41150000-chr13-42150000-42150000	chr15-55100000-55100000-chr15-56500000-56500000	chr10-38300000-38300000-chr10-36950000-36950000
chr4-148100000-148100000-chr4-149600000-149600000	chr1-193800000-193800000-chr1-195150000-195150000	chr12-46450000-46450000-chr12-46950000-46950000
chr2-76300000-76300000-chr2-78300000-78300000	chr14-28600000-28600000-chr14-29300000-29300000	chrX-116200000-116200000-chrX-116700000-116700000
chr3-28900000-28900000-chr3-29450000-29450000	chr14-74400000-74400000-chr14-75100000-75100000	chrX-22050000-22050000-chrX-21750000-21750000
chr9-117400000-117400000-chr9-118800000-118800000	chr15-29100000-29100000-chr15-30200000-30200000	chr10-55950000-55950000-chr10-54900000-54900000
chr4-137600000-137600000-chr4-136900000-136900000	chr3-158750000-158750000-chr3-156000000-156000000	chr11-60450000-60450000-chr11-59350000-59350000
chr7-66050000-66050000-chr7-67700000-67700000	chr15-48500000-48500000-chr15-49150000-49150000	chr11-14750000-14750000-chr11-13800000-13800000
chr1-91000000-91000000-chr1-92050000-92050000	chr10-98350000-98350000-chr10-99400000-99400000	chr10-10200000-10200000-chr10-9100000-9100000
chr18-54450000-54450000-chr18-53650000-53650000	chrX-150350000-150350000-chrX-153400000-153400000	chrX-45400000-45400000-chrX-47450000-47450000
chrX-98700000-98700000-chrX-97350000-97350000	chr18-66650000-66650000-chr18-65050000-65050000	chr4-72550000-72550000-chr4-71050000-71050000
chr2-16600000-16600000-chr2-18150000-18150000	chr3-107100000-107100000-chr3-108250000-108250000	chr11-59900000-59900000-chr11-59300000-59300000
chr9-56450000-56450000-chr9-54900000-54900000	chr10-88900000-88900000-chr10-87700000-87700000	chrX-72700000-72700000-chrX-71950000-71950000
chr11-97700000-97700000-chr11-98900000-98900000	chr9-92200000-92200000-chr9-93300000-93300000	chr7-142600000-142600000-chr7-144100000-144100000
chr7-48800000-48800000-chr7-50050000-50050000	chr10-41350000-41350000-chr10-42800000-42800000	chr4-147650000-147650000-chr4-146600000-146600000
chr10-85600000-85600000-chr10-86450000-86450000	chr3-106650000-106650000-chr3-105650000-105650000	chr3-63600000-63600000-chr3-64250000-64250000
chr2-15700000-15700000-chr2-16950000-16950000	chr5-90200000-90200000-chr5-92200000-92200000	chrX-32950000-32950000-chrX-31000000-31000000
chr12-52300000-52300000-chr12-51700000-51700000	chr7-57600000-57600000-chr7-55550000-55550000	chr7-127900000-127900000-chr7-128800000-128800000
chr10-128750000-128750000-chr10-127650000-127650000	chr10-45300000-45300000-chr10-44100000-44100000	chr18-70350000-70350000-chr18-67900000-67900000
chr4-55000000-55000000-chr4-53600000-53600000	chr14-46000000-46000000-chr14-45350000-45350000	chr13-40750000-40750000-chr13-39850000-39850000
chr7-130600000-130600000-chr7-130250000-130250000	chr5-137450000-137450000-chr5-138200000-138200000	chr5-106400000-106400000-chr5-105950000-105950000
chr1-91950000-91950000-chr1-92950000-92950000	chr9-59150000-59150000-chr9-59900000-59900000	chr12-99650000-99650000-chr12-96200000-96200000
chr1-54250000-54250000-chr1-55600000-55600000	chr3-37050000-37050000-chr3-36700000-36700000	chrX-91150000-91150000-chrX-91500000-91500000
chr15-7150000-7150000-chr15-5000000-5000000	chr1-37150000-37150000-chr1-38100000-38100000	chr14-114650000-114650000-chr14-114100000-114100000
chr5-21400000-21400000-chr5-20600000-20600000	chr10-68000000-68000000-chr10-68350000-68350000	chrY-67850000-67850000-chrY-66300000-66300000
chr8-87900000-87900000-chr8-86050000-86050000	chr3-117450000-117450000-chr3-118900000-118900000	chr8-40300000-40300000-chr8-39400000-39400000
