GG	GN	NN
chr3-25850000-25850000-chr3-26800000-26800000	chr4-113700000-113700000-chr4-112800000-112800000	chrX-3300000-3300000-chrX-2550000-2550000
chr13-57550000-57550000-chr13-56850000-56850000	chr15-50400000-50400000-chr15-50800000-50800000	chrY-42250000-42250000-chrY-41900000-41900000
chr12-8000000-8000000-chr12-8500000-8500000	chr8-61350000-61350000-chr8-59750000-59750000	chr11-39300000-39300000-chr11-37800000-37800000
chr11-4150000-4150000-chr11-6400000-6400000	chr6-141550000-141550000-chr6-138900000-138900000	chr4-122550000-122550000-chr4-122000000-122000000
chr15-40950000-40950000-chr15-40150000-40150000	chr8-37300000-37300000-chr8-38600000-38600000	chr14-47750000-47750000-chr14-48650000-48650000
chr1-151600000-151600000-chr1-152650000-152650000	chrX-57750000-57750000-chrX-57100000-57100000	chr12-42350000-42350000-chr12-43850000-43850000
chr7-91800000-91800000-chr7-90400000-90400000	chr15-40300000-40300000-chr15-41050000-41050000	chr17-3300000-3300000-chr17-1550000-1550000
chr5-81100000-81100000-chr5-81700000-81700000	chr3-96200000-96200000-chr3-95400000-95400000	chr18-1600000-1600000-chr18-200000-200000
chr12-76650000-76650000-chr12-75850000-75850000	chr1-180850000-180850000-chr1-181750000-181750000	chr5-105150000-105150000-chr5-103750000-103750000
chr6-29200000-29200000-chr6-28250000-28250000	chr6-55950000-55950000-chr6-56500000-56500000	chr5-1100000-1100000-chr5-700000-700000
chr9-115200000-115200000-chr9-116150000-116150000	chr8-117850000-117850000-chr8-118550000-118550000	chr11-45500000-45500000-chr11-46400000-46400000
chr1-150100000-150100000-chr1-151450000-151450000	chr2-101300000-101300000-chr2-102300000-102300000	chrX-112750000-112750000-chrX-113850000-113850000
chr6-46950000-46950000-chr6-45700000-45700000	chr2-47150000-47150000-chr2-49200000-49200000	chr3-26500000-26500000-chr3-24850000-24850000
chr7-91350000-91350000-chr7-92400000-92400000	chr7-108000000-108000000-chr7-109450000-109450000	chr17-92450000-92450000-chr17-93050000-93050000
chr9-31400000-31400000-chr9-28850000-28850000	chr3-111950000-111950000-chr3-112200000-112200000	chr10-73150000-73150000-chr10-72900000-72900000
chr12-73900000-73900000-chr12-76600000-76600000	chrX-104700000-104700000-chrX-103500000-103500000	chr3-147900000-147900000-chr3-147550000-147550000
