GG	GN	NN
chr15-58100000-58100000-chr15-59300000-59300000	chr11-23400000-23400000-chr11-24300000-24300000	chr8-76100000-76100000-chr8-72800000-72800000
chr2-5950000-5950000-chr2-5950000-5950000	chr19-48850000-48850000-chr19-50150000-50150000	chr3-17100000-17100000-chr3-17600000-17600000
chr7-127850000-127850000-chr7-128150000-128150000	chr5-145400000-145400000-chr5-146100000-146100000	chr14-91250000-91250000-chr14-91550000-91550000
chr7-98200000-98200000-chr7-97200000-97200000	chr5-48400000-48400000-chr5-46600000-46600000	chr17-63700000-63700000-chr17-61550000-61550000
chr1-192250000-192250000-chr1-191600000-191600000	chr6-27300000-27300000-chr6-26600000-26600000	chr18-19000000-19000000-chr18-20900000-20900000
chr14-29450000-29450000-chr14-28250000-28250000	chr5-143650000-143650000-chr5-144450000-144450000	chrY-64150000-64150000-chrY-64800000-64800000
chr12-35100000-35100000-chr12-33250000-33250000	chr6-140800000-140800000-chr6-141500000-141500000	chr6-68600000-68600000-chr6-73550000-73550000
chr6-39100000-39100000-chr6-38000000-38000000	chr5-142450000-142450000-chr5-143600000-143600000	chr14-72350000-72350000-chr14-71050000-71050000
chr10-20700000-20700000-chr10-20100000-20100000	chr16-96250000-96250000-chr16-98150000-98150000	chr3-113050000-113050000-chr3-114500000-114500000
chr7-22900000-22900000-chr7-22200000-22200000	chr8-3700000-3700000-chr8-4750000-4750000	chrY-40550000-40550000-chrY-41800000-41800000
chr4-41100000-41100000-chr4-42450000-42450000	chr1-139200000-139200000-chr1-138400000-138400000	chrY-76650000-76650000-chrY-75000000-75000000
chr7-6900000-6900000-chr7-8250000-8250000	chr6-48100000-48100000-chr6-49100000-49100000	chr11-19500000-19500000-chr11-18200000-18200000
chr3-25850000-25850000-chr3-28400000-28400000	chr15-17600000-17600000-chr15-18200000-18200000	chr5-33550000-33550000-chr5-35150000-35150000
chr3-129300000-129300000-chr3-130350000-130350000	chr5-135600000-135600000-chr5-135150000-135150000	chr1-24650000-24650000-chr1-23200000-23200000
chr1-56950000-56950000-chr1-57800000-57800000	chrX-13650000-13650000-chrX-15050000-15050000	chr1-42450000-42450000-chr1-39050000-39050000
chrX-93350000-93350000-chrX-95100000-95100000	chr14-48450000-48450000-chr14-46100000-46100000	chrY-47200000-47200000-chrY-45600000-45600000
chr6-91250000-91250000-chr6-92000000-92000000	chr3-35850000-35850000-chr3-36300000-36300000	chr13-66850000-66850000-chr13-65800000-65800000
chrX-138650000-138650000-chrX-136750000-136750000	chr7-132450000-132450000-chr7-132800000-132800000	chr7-31400000-31400000-chr7-32550000-32550000
chr1-37900000-37900000-chr1-38450000-38450000	chr9-36500000-36500000-chr9-35650000-35650000	chrY-48850000-48850000-chrY-49750000-49750000
chr1-155900000-155900000-chr1-156300000-156300000	chr11-111700000-111700000-chr11-111000000-111000000	chr18-75350000-75350000-chr18-73850000-73850000
chr4-141600000-141600000-chr4-142150000-142150000	chr12-31600000-31600000-chr12-32100000-32100000	chr4-99300000-99300000-chr4-100050000-100050000
chr2-139600000-139600000-chr2-140550000-140550000	chr3-36700000-36700000-chr3-35850000-35850000	chrX-58400000-58400000-chrX-59950000-59950000
chr11-101500000-101500000-chr11-100050000-100050000	chr10-22100000-22100000-chr10-23300000-23300000	chr3-150400000-150400000-chr3-149400000-149400000
chr18-39250000-39250000-chr18-38600000-38600000	chr1-141700000-141700000-chr1-139850000-139850000	chr14-86450000-86450000-chr14-85450000-85450000
chrX-53250000-53250000-chrX-52550000-52550000	chr11-110900000-110900000-chr11-110050000-110050000	chr8-100100000-100100000-chr8-101550000-101550000
chr10-70100000-70100000-chr10-70650000-70650000	chr15-3350000-3350000-chr15-2950000-2950000	chr12-97750000-97750000-chr12-96650000-96650000
chr11-115600000-115600000-chr11-116000000-116000000	chr2-27500000-27500000-chr2-29000000-29000000	chr13-116000000-116000000-chr13-118800000-118800000
chr2-167100000-167100000-chr2-166450000-166450000	chr9-101950000-101950000-chr9-102650000-102650000	chr9-113050000-113050000-chr9-112000000-112000000
chr3-28650000-28650000-chr3-29100000-29100000	chrY-81800000-81800000-chrY-80350000-80350000	chrX-121700000-121700000-chrX-121350000-121350000
chr1-79650000-79650000-chr1-79200000-79200000	chr16-26450000-26450000-chr16-28400000-28400000	chrX-71550000-71550000-chrX-70550000-70550000
chr2-58750000-58750000-chr2-59950000-59950000	chrX-166600000-166600000-chrX-168850000-168850000	chr6-100700000-100700000-chr6-102000000-102000000
chr2-80650000-80650000-chr2-79350000-79350000	chr15-47950000-47950000-chr15-49700000-49700000	chr7-108050000-108050000-chr7-106000000-106000000
chr19-41350000-41350000-chr19-42950000-42950000	chr9-55600000-55600000-chr9-57900000-57900000	chr7-114300000-114300000-chr7-112650000-112650000
chr14-64700000-64700000-chr14-63200000-63200000	chr5-70200000-70200000-chr5-69150000-69150000	chr3-147650000-147650000-chr3-148650000-148650000
chr15-80200000-80200000-chr15-79300000-79300000	chr9-4100000-4100000-chr9-4750000-4750000	chrY-80100000-80100000-chrY-80550000-80550000
chr8-69100000-69100000-chr8-70250000-70250000	chr9-60000000-60000000-chr9-59150000-59150000	chrY-40600000-40600000-chrY-43150000-43150000
chr1-32250000-32250000-chr1-32550000-32550000	chr7-139550000-139550000-chr7-140550000-140550000	chr8-34000000-34000000-chr8-32550000-32550000
chr14-23850000-23850000-chr14-23600000-23600000	chr17-86800000-86800000-chr17-84900000-84900000	chr14-112500000-112500000-chr14-111950000-111950000
chr3-154050000-154050000-chr3-152950000-152950000	chr7-90800000-90800000-chr7-89400000-89400000	chr18-86650000-86650000-chr18-87150000-87150000
chr9-15100000-15100000-chr9-16050000-16050000	chr12-105150000-105150000-chr12-104550000-104550000	chr1-26750000-26750000-chr1-25950000-25950000
chr17-15500000-15500000-chr17-14850000-14850000	chr6-141600000-141600000-chr6-142300000-142300000	chr8-72800000-72800000-chr8-73850000-73850000
chr17-25100000-25100000-chr17-24700000-24700000	chr5-104400000-104400000-chr5-103450000-103450000	chr18-58500000-58500000-chr18-59900000-59900000
chr11-76050000-76050000-chr11-78350000-78350000	chr1-13600000-13600000-chr1-13100000-13100000	chr5-60500000-60500000-chr5-59650000-59650000
chr10-84900000-84900000-chr10-84550000-84550000	chr1-75600000-75600000-chr1-77100000-77100000	chr15-51450000-51450000-chr15-52950000-52950000
chr14-55500000-55500000-chr14-56900000-56900000	chr2-43650000-43650000-chr2-43200000-43200000	chr1-42100000-42100000-chr1-41400000-41400000
chr9-20450000-20450000-chr9-23250000-23250000	chr1-25800000-25800000-chr1-26950000-26950000	chr13-117450000-117450000-chr13-118500000-118500000
