GG	GN	NN
chr7-98500000-98500000-chr7-99100000-99100000	chr18-25550000-25550000-chr18-26000000-26000000	chr1-113650000-113650000-chr1-113300000-113300000
chr2-128800000-128800000-chr2-126750000-126750000	chr16-59850000-59850000-chr16-58250000-58250000	chrY-38750000-38750000-chrY-37850000-37850000
chr9-26800000-26800000-chr9-28550000-28550000	chr7-107200000-107200000-chr7-108450000-108450000	chrX-60850000-60850000-chrX-61500000-61500000
chr18-56450000-56450000-chr18-54950000-54950000	chr1-58400000-58400000-chr1-57150000-57150000	chr15-75650000-75650000-chr15-75750000-75750000
chr13-18250000-18250000-chr13-17550000-17550000	chr13-111350000-111350000-chr13-112600000-112600000	chr3-15100000-15100000-chr3-15600000-15600000
chr15-84850000-84850000-chr15-83300000-83300000	chr15-13050000-13050000-chr15-13450000-13450000	chr10-125950000-125950000-chr10-124050000-124050000
chrX-84000000-84000000-chrX-84950000-84950000	chr1-60200000-60200000-chr1-56350000-56350000	chr4-93750000-93750000-chr4-92400000-92400000
chr4-77750000-77750000-chr4-77450000-77450000	chrX-54450000-54450000-chrX-52650000-52650000	chr15-25300000-25300000-chr15-24300000-24300000
chr19-17200000-17200000-chr19-16700000-16700000	chr11-101250000-101250000-chr11-99750000-99750000	chrX-121750000-121750000-chrX-121950000-121950000
chr13-17600000-17600000-chr13-17000000-17000000	chr8-116150000-116150000-chr8-115000000-115000000	chr3-57250000-57250000-chr3-57900000-57900000
chr5-136200000-136200000-chr5-136800000-136800000	chr17-56300000-56300000-chr17-53100000-53100000	chr2-67750000-67750000-chr2-67150000-67150000
chr11-119450000-119450000-chr11-120400000-120400000	chr16-24050000-24050000-chr16-22600000-22600000	chrX-156400000-156400000-chrX-158650000-158650000
chr13-55450000-55450000-chr13-54550000-54550000	chr11-105150000-105150000-chr11-105950000-105950000	chr17-16050000-16050000-chr17-16900000-16900000
chr10-80100000-80100000-chr10-81000000-81000000	chr7-128350000-128350000-chr7-131050000-131050000	chr14-114650000-114650000-chr14-113500000-113500000
chrX-54550000-54550000-chrX-53150000-53150000	chr9-70150000-70150000-chr9-68500000-68500000	chr4-54200000-54200000-chr4-55550000-55550000
chr8-12400000-12400000-chr8-13650000-13650000	chr13-96600000-96600000-chr13-96250000-96250000	chr3-11800000-11800000-chr3-10500000-10500000
chr11-73700000-73700000-chr11-73400000-73400000	chr4-23400000-23400000-chr4-24850000-24850000	chr10-15750000-15750000-chr10-17300000-17300000
chr5-121750000-121750000-chr5-124200000-124200000	chr6-105300000-105300000-chr6-106200000-106200000	chr19-17300000-17300000-chr19-15550000-15550000
chr12-84100000-84100000-chr12-82800000-82800000	chr6-142100000-142100000-chr6-141100000-141100000	chr1-96700000-96700000-chr1-95900000-95900000
chr10-19150000-19150000-chr10-19750000-19750000	chr4-132700000-132700000-chr4-133800000-133800000	chrY-59600000-59600000-chrY-59450000-59450000
chr1-181400000-181400000-chr1-180750000-180750000	chr13-68450000-68450000-chr13-67550000-67550000	chr2-85300000-85300000-chr2-83300000-83300000
chr14-30400000-30400000-chr14-31300000-31300000	chr5-77100000-77100000-chr5-75300000-75300000	chrY-88300000-88300000-chrY-87200000-87200000
chr1-164500000-164500000-chr1-166300000-166300000	chr18-61500000-61500000-chr18-62250000-62250000	chr12-23800000-23800000-chr12-26050000-26050000
chr12-80350000-80350000-chr12-81050000-81050000	chr8-33950000-33950000-chr8-32150000-32150000	chr11-29250000-29250000-chr11-28100000-28100000
chr8-55900000-55900000-chr8-54550000-54550000	chr8-60900000-60900000-chr8-62550000-62550000	chr17-93100000-93100000-chr17-93800000-93800000
chr16-44350000-44350000-chr16-43800000-43800000	chr11-13000000-13000000-chr11-11700000-11700000	chr18-81200000-81200000-chr18-82700000-82700000
chr19-32050000-32050000-chr19-32050000-32050000	chr4-89450000-89450000-chr4-86650000-86650000	chrX-3000000-3000000-chrX-4250000-4250000
chr11-29150000-29150000-chr11-25900000-25900000	chr2-38800000-38800000-chr2-40300000-40300000	chr15-72400000-72400000-chr15-71400000-71400000
chr2-60900000-60900000-chr2-62050000-62050000	chr13-16500000-16500000-chr13-13500000-13500000	chr14-109350000-109350000-chr14-112300000-112300000
chr19-43050000-43050000-chr19-41850000-41850000	chr14-16550000-16550000-chr14-15750000-15750000	chr6-132100000-132100000-chr6-132750000-132750000
chr2-166850000-166850000-chr2-168550000-168550000	chr1-181550000-181550000-chr1-179150000-179150000	chr4-15200000-15200000-chr4-14450000-14450000
chr15-11350000-11350000-chr15-12250000-12250000	chr8-68550000-68550000-chr8-68850000-68850000	chrX-146950000-146950000-chrX-146250000-146250000
chr17-73350000-73350000-chr17-72200000-72200000	chr6-43800000-43800000-chr6-42700000-42700000	chr1-189450000-189450000-chr1-191850000-191850000
chr8-113650000-113650000-chr8-114850000-114850000	chr2-57450000-57450000-chr2-58750000-58750000	chr13-102200000-102200000-chr13-100900000-100900000
chr14-55650000-55650000-chr14-54600000-54600000	chr15-55100000-55100000-chr15-53450000-53450000	chrY-6000000-6000000-chrY-6600000-6600000
chr17-35700000-35700000-chr17-37300000-37300000	chrX-153900000-153900000-chrX-152300000-152300000	chr13-18400000-18400000-chr13-19700000-19700000
