GG	GN	NN
chr16-33900000-33900000-chr16-34900000-34900000	chr12-7550000-7550000-chr12-8950000-8950000	chr4-15600000-15600000-chr4-16600000-16600000
chr11-98250000-98250000-chr11-96500000-96500000	chr14-76350000-76350000-chr14-75950000-75950000	chrY-73150000-73150000-chrY-72050000-72050000
chr15-40050000-40050000-chr15-39500000-39500000	chr12-81100000-81100000-chr12-80000000-80000000	chr13-83100000-83100000-chr13-82800000-82800000
chr4-59650000-59650000-chr4-60100000-60100000	chrY-34650000-34650000-chrY-36550000-36550000	chrX-80550000-80550000-chrX-82250000-82250000
chrX-138600000-138600000-chrX-138050000-138050000	chr10-2500000-2500000-chr10-3750000-3750000	chr2-172650000-172650000-chr2-172850000-172850000
chr2-143850000-143850000-chr2-141750000-141750000	chr6-54100000-54100000-chr6-54800000-54800000	chr1-31000000-31000000-chr1-31650000-31650000
chr15-62150000-62150000-chr15-63450000-63450000	chr1-79950000-79950000-chr1-82850000-82850000	chr12-5600000-5600000-chr12-2650000-2650000
chr2-25000000-25000000-chr2-23150000-23150000	chr5-23000000-23000000-chr5-24200000-24200000	chr9-3300000-3300000-chr9-3300000-3300000
chr4-48150000-48150000-chr4-47100000-47100000	chr5-116150000-116150000-chr5-116700000-116700000	chr17-33800000-33800000-chr17-35600000-35600000
chr7-30000000-30000000-chr7-28300000-28300000	chr14-76750000-76750000-chr14-77950000-77950000	chr12-11900000-11900000-chr12-12550000-12550000
chr10-77550000-77550000-chr10-79550000-79550000	chr11-98450000-98450000-chr11-97650000-97650000	chrY-61800000-61800000-chrY-60950000-60950000
chr16-28350000-28350000-chr16-27450000-27450000	chr17-30750000-30750000-chr17-31800000-31800000	chr18-18050000-18050000-chr18-19100000-19100000
chr6-18300000-18300000-chr6-16850000-16850000	chr7-20700000-20700000-chr7-20050000-20050000	chr2-90300000-90300000-chr2-89200000-89200000
chr11-66500000-66500000-chr11-65950000-65950000	chr2-181900000-181900000-chr2-180400000-180400000	chrX-145500000-145500000-chrX-146300000-146300000
chr12-29600000-29600000-chr12-30200000-30200000	chr9-20800000-20800000-chr9-20200000-20200000	chr4-17350000-17350000-chr4-16500000-16500000
chr5-87850000-87850000-chr5-88500000-88500000	chr6-26100000-26100000-chr6-24600000-24600000	chr12-58450000-58450000-chr12-60600000-60600000
chr17-85400000-85400000-chr17-84650000-84650000	chr1-44750000-44750000-chr1-43700000-43700000	chrX-118000000-118000000-chrX-119400000-119400000
chrX-83150000-83150000-chrX-84200000-84200000	chr5-4400000-4400000-chr5-4050000-4050000	chr14-16200000-16200000-chr14-17100000-17100000
chr11-36250000-36250000-chr11-35700000-35700000	chr18-72350000-72350000-chr18-73300000-73300000	chr13-116400000-116400000-chr13-116100000-116100000
chr17-46950000-46950000-chr17-46400000-46400000	chr11-89550000-89550000-chr11-88800000-88800000	chr16-63200000-63200000-chr16-62250000-62250000
chr11-81450000-81450000-chr11-81100000-81100000	chr7-109450000-109450000-chr7-108350000-108350000	chr12-14350000-14350000-chr12-15350000-15350000
chr11-88100000-88100000-chr11-87200000-87200000	chr1-10650000-10650000-chr1-12450000-12450000	chr17-83000000-83000000-chr17-81850000-81850000
chr9-54900000-54900000-chr9-54600000-54600000	chr11-48750000-48750000-chr11-49800000-49800000	chr11-53200000-53200000-chr11-52250000-52250000
chr5-34650000-34650000-chr5-35950000-35950000	chr7-109750000-109750000-chr7-108700000-108700000	chr8-104650000-104650000-chr8-106500000-106500000
chr1-162700000-162700000-chr1-163800000-163800000	chr5-119600000-119600000-chr5-120500000-120500000	chr1-4100000-4100000-chr1-4900000-4900000
chr11-86550000-86550000-chr11-85500000-85500000	chr19-57600000-57600000-chr19-58250000-58250000	chr9-98150000-98150000-chr9-98650000-98650000
chr9-122250000-122250000-chr9-121600000-121600000	chr2-165700000-165700000-chr2-167000000-167000000	chr4-80800000-80800000-chr4-79850000-79850000
chr7-21450000-21450000-chr7-20600000-20600000	chrX-109150000-109150000-chrX-108400000-108400000	chr18-38550000-38550000-chr18-39600000-39600000
chr9-57400000-57400000-chr9-55800000-55800000	chr3-123450000-123450000-chr3-124050000-124050000	chr11-12200000-12200000-chr11-13800000-13800000
chr11-68150000-68150000-chr11-67100000-67100000	chr7-120700000-120700000-chr7-122850000-122850000	chrY-81850000-81850000-chrY-79950000-79950000
chr2-35200000-35200000-chr2-36100000-36100000	chr5-63550000-63550000-chr5-62750000-62750000	chr17-82700000-82700000-chr17-83250000-83250000
chr13-29950000-29950000-chr13-29200000-29200000	chr10-85150000-85150000-chr10-85850000-85850000	chr16-19750000-19750000-chr16-18750000-18750000
chr4-8750000-8750000-chr4-8200000-8200000	chr5-112300000-112300000-chr5-111500000-111500000	chr7-61400000-61400000-chr7-60800000-60800000
chr11-76700000-76700000-chr11-77900000-77900000	chr5-74000000-74000000-chr5-75450000-75450000	chrX-68500000-68500000-chrX-71550000-71550000
chr13-34000000-34000000-chr13-32900000-32900000	chrX-151100000-151100000-chrX-149950000-149950000	chr6-79200000-79200000-chr6-78400000-78400000
chr8-116800000-116800000-chr8-120150000-120150000	chr12-66350000-66350000-chr12-66800000-66800000	chr18-86750000-86750000-chr18-86100000-86100000
chr6-29900000-29900000-chr6-29450000-29450000	chr2-34850000-34850000-chr2-36150000-36150000	chr14-36450000-36450000-chr14-37850000-37850000
chr1-136000000-136000000-chr1-136950000-136950000	chr17-29950000-29950000-chr17-30800000-30800000	chr18-72900000-72900000-chr18-71000000-71000000
chr17-67200000-67200000-chr17-69250000-69250000	chr12-69700000-69700000-chr12-68900000-68900000	chr5-800000-800000-chr5-250000-250000
chr5-136700000-136700000-chr5-135500000-135500000	chr11-70750000-70750000-chr11-69600000-69600000	chr14-73100000-73100000-chr14-72150000-72150000
chr6-88600000-88600000-chr6-90400000-90400000	chr1-5250000-5250000-chr1-3600000-3600000	chr1-80350000-80350000-chr1-80900000-80900000
chr11-54700000-54700000-chr11-54000000-54000000	chr8-107250000-107250000-chr8-106600000-106600000	chr3-151350000-151350000-chr3-150450000-150450000
chr2-153050000-153050000-chr2-153450000-153450000	chr1-7100000-7100000-chr1-5950000-5950000	chr5-1900000-1900000-chr5-3300000-3300000
chr6-71300000-71300000-chr6-71900000-71900000	chr3-32850000-32850000-chr3-31650000-31650000	chr4-102000000-102000000-chr4-101700000-101700000
chr16-45150000-45150000-chr16-45550000-45550000	chr10-4550000-4550000-chr10-3300000-3300000	chr5-57450000-57450000-chr5-54700000-54700000
chr8-64750000-64750000-chr8-65700000-65700000	chr17-58300000-58300000-chr17-58800000-58800000	chr15-14850000-14850000-chr15-17150000-17150000
chr6-92600000-92600000-chr6-92800000-92800000	chr15-65550000-65550000-chr15-63450000-63450000	chr2-10650000-10650000-chr2-11950000-11950000
chr17-13100000-13100000-chr17-13750000-13750000	chr1-150100000-150100000-chr1-149500000-149500000	chr1-53050000-53050000-chr1-54600000-54600000
chr11-119150000-119150000-chr11-120100000-120100000	chr12-85300000-85300000-chr12-84750000-84750000	chr4-118300000-118300000-chr4-119800000-119800000
