GG	GN	NN
chr13-24800000-24800000-chr13-23300000-23300000	chr11-48100000-48100000-chr11-47000000-47000000	chr3-5800000-5800000-chr3-6650000-6650000
chr4-88850000-88850000-chr4-87100000-87100000	chr10-83400000-83400000-chr10-82700000-82700000	chr9-47400000-47400000-chr9-48500000-48500000
chr5-75950000-75950000-chr5-74600000-74600000	chr13-114650000-114650000-chr13-114250000-114250000	chr1-176700000-176700000-chr1-177600000-177600000
chr12-75500000-75500000-chr12-74150000-74150000	chr17-82000000-82000000-chr17-80700000-80700000	chr17-59550000-59550000-chr17-60200000-60200000
chr6-29850000-29850000-chr6-28550000-28550000	chr8-67800000-67800000-chr8-69000000-69000000	chr17-92700000-92700000-chr17-94150000-94150000
chr8-27200000-27200000-chr8-27200000-27200000	chr17-3550000-3550000-chr17-2750000-2750000	chr12-31400000-31400000-chr12-27700000-27700000
chr4-11050000-11050000-chr4-10700000-10700000	chr6-136450000-136450000-chr6-137550000-137550000	chr13-14550000-14550000-chr13-13400000-13400000
chr4-113950000-113950000-chr4-114500000-114500000	chr12-3800000-3800000-chr12-5000000-5000000	chrX-6750000-6750000-chrX-8000000-8000000
chr18-31700000-31700000-chr18-32000000-32000000	chr16-60300000-60300000-chr16-62350000-62350000	chr8-25150000-25150000-chr8-23600000-23600000
chr3-30050000-30050000-chr3-29450000-29450000	chr13-42700000-42700000-chr13-41750000-41750000	chr5-150000-150000-chr5-1300000-1300000
chr11-49900000-49900000-chr11-48950000-48950000	chr8-47800000-47800000-chr8-45250000-45250000	chr9-37750000-37750000-chr9-39100000-39100000
chrX-96450000-96450000-chrX-98200000-98200000	chr7-9150000-9150000-chr7-10700000-10700000	chr7-8000000-8000000-chr7-8750000-8750000
chr12-100950000-100950000-chr12-98700000-98700000	chr11-47950000-47950000-chr11-47350000-47350000	chr6-49500000-49500000-chr6-51200000-51200000
chr5-14200000-14200000-chr5-12400000-12400000	chr8-111200000-111200000-chr8-113150000-113150000	chrX-66750000-66750000-chrX-66150000-66150000
chr15-101950000-101950000-chr15-103500000-103500000	chr5-7750000-7750000-chr5-8450000-8450000	chr11-14750000-14750000-chr11-13800000-13800000
chr3-158500000-158500000-chr3-157600000-157600000	chr1-42350000-42350000-chr1-39700000-39700000	chrX-117700000-117700000-chrX-116850000-116850000
chr9-57950000-57950000-chr9-58850000-58850000	chrY-1400000-1400000-chrY-350000-350000	chrY-61850000-61850000-chrY-62350000-62350000
chr10-121450000-121450000-chr10-123550000-123550000	chr17-63850000-63850000-chr17-64750000-64750000	chrY-72250000-72250000-chrY-71600000-71600000
chr1-65250000-65250000-chr1-64550000-64550000	chr8-114400000-114400000-chr8-115300000-115300000	chr12-25750000-25750000-chr12-24800000-24800000
chr2-64050000-64050000-chr2-65850000-65850000	chr17-37000000-37000000-chr17-38600000-38600000	chr3-6150000-6150000-chr3-5850000-5850000
chr3-88750000-88750000-chr3-89400000-89400000	chr7-99800000-99800000-chr7-98900000-98900000	chr16-2150000-2150000-chr16-3450000-3450000
chr14-28200000-28200000-chr14-26650000-26650000	chr10-116400000-116400000-chr10-115200000-115200000	chr6-140350000-140350000-chr6-138900000-138900000
chr2-73850000-73850000-chr2-74850000-74850000	chr8-14900000-14900000-chr8-15500000-15500000	chrY-21300000-21300000-chrY-20550000-20550000
chr12-57050000-57050000-chr12-54950000-54950000	chr17-8000000-8000000-chr17-11800000-11800000	chrY-29550000-29550000-chrY-27350000-27350000
chr2-120200000-120200000-chr2-120900000-120900000	chr10-126700000-126700000-chr10-127500000-127500000	chr2-171850000-171850000-chr2-171000000-171000000
chr13-76750000-76750000-chr13-77600000-77600000	chr15-61700000-61700000-chr15-62650000-62650000	chrY-5150000-5150000-chrY-7000000-7000000
chr9-70700000-70700000-chr9-71150000-71150000	chr9-88650000-88650000-chr9-90000000-90000000	chr15-25550000-25550000-chr15-22000000-22000000
chr7-44500000-44500000-chr7-44200000-44200000	chr1-69550000-69550000-chr1-71000000-71000000	chr6-25900000-25900000-chr6-26550000-26550000
chr12-40450000-40450000-chr12-38800000-38800000	chr5-30950000-30950000-chr5-32100000-32100000	chr1-114050000-114050000-chr1-111650000-111650000
chr11-33450000-33450000-chr11-34450000-34450000	chr15-21200000-21200000-chr15-21800000-21800000	chrX-114750000-114750000-chrX-115600000-115600000
chrX-69550000-69550000-chrX-69750000-69750000	chr8-25900000-25900000-chr8-24150000-24150000	chr5-55500000-55500000-chr5-57400000-57400000
chr9-25550000-25550000-chr9-26850000-26850000	chr6-102100000-102100000-chr6-100850000-100850000	chrY-12900000-12900000-chrY-11750000-11750000
chr7-102000000-102000000-chr7-101450000-101450000	chr15-64000000-64000000-chr15-65150000-65150000	chr2-70650000-70650000-chr2-68800000-68800000
chr1-119150000-119150000-chr1-118950000-118950000	chr6-15300000-15300000-chr6-16650000-16650000	chr11-41850000-41850000-chr11-41050000-41050000
chr19-17550000-17550000-chr19-17200000-17200000	chr2-132600000-132600000-chr2-133300000-133300000	chr1-148300000-148300000-chr1-145850000-145850000
chr19-43700000-43700000-chr19-42350000-42350000	chr7-61450000-61450000-chr7-60100000-60100000	chr10-33700000-33700000-chr10-34750000-34750000
chr2-102000000-102000000-chr2-102400000-102400000	chr3-105250000-105250000-chr3-105900000-105900000	chrX-110800000-110800000-chrX-111150000-111150000
chr7-101700000-101700000-chr7-100400000-100400000	chr11-91600000-91600000-chr11-93150000-93150000	chr8-9200000-9200000-chr8-10750000-10750000
chr17-7800000-7800000-chr17-8950000-8950000	chr4-85300000-85300000-chr4-86050000-86050000	chr2-68200000-68200000-chr2-66950000-66950000
chr13-17000000-17000000-chr13-14200000-14200000	chr8-117300000-117300000-chr8-116550000-116550000	chr4-47150000-47150000-chr4-47750000-47750000
chr13-23700000-23700000-chr13-24250000-24250000	chr10-129150000-129150000-chr10-128150000-128150000	chr5-85600000-85600000-chr5-85050000-85050000
chr14-101500000-101500000-chr14-99900000-99900000	chr12-89850000-89850000-chr12-88300000-88300000	chr10-96550000-96550000-chr10-97200000-97200000
chr5-113950000-113950000-chr5-114600000-114600000	chr15-26900000-26900000-chr15-27850000-27850000	chrX-44500000-44500000-chrX-46200000-46200000
chr1-134700000-134700000-chr1-133750000-133750000	chr17-51250000-51250000-chr17-52950000-52950000	chr10-104700000-104700000-chr10-103950000-103950000
chr10-63650000-63650000-chr10-64000000-64000000	chr15-55050000-55050000-chr15-53950000-53950000	chr13-1750000-1750000-chr13-100000-100000
chr6-148300000-148300000-chr6-147050000-147050000	chr3-124000000-124000000-chr3-125450000-125450000	chr8-82550000-82550000-chr8-80900000-80900000
chr4-141300000-141300000-chr4-139800000-139800000	chr2-24700000-24700000-chr2-27250000-27250000	chr14-92350000-92350000-chr14-92050000-92050000
chr6-63300000-63300000-chr6-64550000-64550000	chr15-69700000-69700000-chr15-68950000-68950000	chr2-171650000-171650000-chr2-170650000-170650000
chr3-139000000-139000000-chr3-138150000-138150000	chr4-52050000-52050000-chr4-52750000-52750000	chr7-77600000-77600000-chr7-79550000-79550000
chr9-106450000-106450000-chr9-107000000-107000000	chrX-77850000-77850000-chrX-79750000-79750000	chrX-48100000-48100000-chrX-50400000-50400000
chrX-6950000-6950000-chrX-6400000-6400000	chr13-64850000-64850000-chr13-62000000-62000000	chr10-55000000-55000000-chr10-56250000-56250000
chr3-24750000-24750000-chr3-26050000-26050000	chr5-30900000-30900000-chr5-32700000-32700000	chr1-113900000-113900000-chr1-113400000-113400000
chr11-29500000-29500000-chr11-30450000-30450000	chr10-64050000-64050000-chr10-65500000-65500000	chr8-43200000-43200000-chr8-42200000-42200000
chr17-34650000-34650000-chr17-33750000-33750000	chr2-112450000-112450000-chr2-110050000-110050000	chr12-95600000-95600000-chr12-96400000-96400000
chr5-105700000-105700000-chr5-107200000-107200000	chr8-9000000-9000000-chr8-11200000-11200000	chr17-60850000-60850000-chr17-61550000-61550000
chr6-143200000-143200000-chr6-142350000-142350000	chr2-97350000-97350000-chr2-94600000-94600000	chr16-10250000-10250000-chr16-9200000-9200000
chr9-97550000-97550000-chr9-99400000-99400000	chr2-175300000-175300000-chr2-174900000-174900000	chr3-18650000-18650000-chr3-18050000-18050000
chrX-47950000-47950000-chrX-46300000-46300000	chr7-77950000-77950000-chr7-79050000-79050000	chr11-18150000-18150000-chr11-15150000-15150000
chr5-23650000-23650000-chr5-24750000-24750000	chr1-82750000-82750000-chr1-83100000-83100000	chr18-82750000-82750000-chr18-82350000-82350000
chr18-59000000-59000000-chr18-58200000-58200000	chrX-30050000-30050000-chrX-28950000-28950000	chrY-30900000-30900000-chrY-32350000-32350000
chr15-78000000-78000000-chr15-78900000-78900000	chr6-138900000-138900000-chr6-138600000-138600000	chr10-110200000-110200000-chr10-111950000-111950000
chr7-65150000-65150000-chr7-64600000-64600000	chr17-47100000-47100000-chr17-48150000-48150000	chr14-66450000-66450000-chr14-67600000-67600000
chr2-27450000-27450000-chr2-29000000-29000000	chr10-123100000-123100000-chr10-123550000-123550000	chrX-81900000-81900000-chrX-81250000-81250000
chr13-28500000-28500000-chr13-30150000-30150000	chr15-83050000-83050000-chr15-85100000-85100000	chrX-104000000-104000000-chrX-102750000-102750000
chr14-56650000-56650000-chr14-57700000-57700000	chr1-100950000-100950000-chr1-99950000-99950000	chr6-70800000-70800000-chr6-71050000-71050000
chr9-121450000-121450000-chr9-120400000-120400000	chr7-13500000-13500000-chr7-13800000-13800000	chr11-112550000-112550000-chr11-111500000-111500000
chr11-50150000-50150000-chr11-48950000-48950000	chr19-16450000-16450000-chr19-13950000-13950000	chr4-5900000-5900000-chr4-5600000-5600000
chr7-140150000-140150000-chr7-139450000-139450000	chr18-65300000-65300000-chr18-64700000-64700000	chrY-28250000-28250000-chrY-29800000-29800000
chr13-109550000-109550000-chr13-109900000-109900000	chr16-65750000-65750000-chr16-67300000-67300000	chr6-34550000-34550000-chr6-33100000-33100000
chr4-146350000-146350000-chr4-145100000-145100000	chr1-127900000-127900000-chr1-129250000-129250000	chr2-4850000-4850000-chr2-6450000-6450000
chrX-169950000-169950000-chrX-168850000-168850000	chr10-13750000-13750000-chr10-12900000-12900000	chr10-100800000-100800000-chr10-101650000-101650000
chr16-36750000-36750000-chr16-37600000-37600000	chr11-90950000-90950000-chr11-89450000-89450000	chr17-48700000-48700000-chr17-46850000-46850000
chr8-68550000-68550000-chr8-69300000-69300000	chr2-135950000-135950000-chr2-136800000-136800000	chr19-48150000-48150000-chr19-48850000-48850000
chr19-48400000-48400000-chr19-46200000-46200000	chr7-8850000-8850000-chr7-7300000-7300000	chrX-30450000-30450000-chrX-31850000-31850000
chr6-65800000-65800000-chr6-64400000-64400000	chr11-95600000-95600000-chr11-94550000-94550000	chr2-169250000-169250000-chr2-171200000-171200000
chr1-181400000-181400000-chr1-182600000-182600000	chr16-55700000-55700000-chr16-55900000-55900000	chr18-6700000-6700000-chr18-5400000-5400000
chr2-106700000-106700000-chr2-105800000-105800000	chr5-144200000-144200000-chr5-145600000-145600000	chrX-2050000-2050000-chrX-2050000-2050000
chr2-175300000-175300000-chr2-176150000-176150000	chr4-63100000-63100000-chr4-64050000-64050000	chr18-7800000-7800000-chr18-8900000-8900000
chr1-25100000-25100000-chr1-25550000-25550000	chrX-120700000-120700000-chrX-121750000-121750000	chr14-40600000-40600000-chr14-43550000-43550000
chr6-145250000-145250000-chr6-148200000-148200000	chr5-149650000-149650000-chr5-149300000-149300000	chr1-114450000-114450000-chr1-115650000-115650000
chr5-52550000-52550000-chr5-53200000-53200000	chr16-75850000-75850000-chr16-75050000-75050000	chr8-3100000-3100000-chr8-2650000-2650000
chr5-64200000-64200000-chr5-63700000-63700000	chr2-46350000-46350000-chr2-43900000-43900000	chrY-74050000-74050000-chrY-74600000-74600000
chr14-122700000-122700000-chr14-122250000-122250000	chrX-65500000-65500000-chrX-65050000-65050000	chr19-18450000-18450000-chr19-20200000-20200000
chr14-118950000-118950000-chr14-117800000-117800000	chrX-40400000-40400000-chrX-41400000-41400000	chr11-50000000-50000000-chr11-49500000-49500000
chr15-94950000-94950000-chr15-94250000-94250000	chr10-19200000-19200000-chr10-19650000-19650000	chr14-55050000-55050000-chr14-52500000-52500000
chr1-127550000-127550000-chr1-128100000-128100000	chr10-45650000-45650000-chr10-46200000-46200000	chr9-92850000-92850000-chr9-94050000-94050000
chr14-32350000-32350000-chr14-32900000-32900000	chr8-35350000-35350000-chr8-36600000-36600000	chr9-86950000-86950000-chr9-87350000-87350000
chr5-116150000-116150000-chr5-115350000-115350000	chr10-114550000-114550000-chr10-114050000-114050000	chr5-9250000-9250000-chr5-10800000-10800000
chr10-42000000-42000000-chr10-41600000-41600000	chr4-142550000-142550000-chr4-143900000-143900000	chr1-75150000-75150000-chr1-73900000-73900000
chr15-93300000-93300000-chr15-94900000-94900000	chr1-176900000-176900000-chr1-177850000-177850000	chrY-5450000-5450000-chrY-4150000-4150000
chr7-101250000-101250000-chr7-99850000-99850000	chr3-40450000-40450000-chr3-41750000-41750000	chr18-51050000-51050000-chr18-53150000-53150000
chrX-138650000-138650000-chrX-140000000-140000000	chr2-61850000-61850000-chr2-60900000-60900000	chr10-124250000-124250000-chr10-122150000-122150000
chr16-38350000-38350000-chr16-36850000-36850000	chrX-148100000-148100000-chrX-149800000-149800000	chr1-500000-500000-chr1-1300000-1300000
chr2-4900000-4900000-chr2-6950000-6950000	chr4-45350000-45350000-chr4-44000000-44000000	chr8-120300000-120300000-chr8-122350000-122350000
chr12-40500000-40500000-chr12-40100000-40100000	chr4-112600000-112600000-chr4-112100000-112100000	chr11-14750000-14750000-chr11-16100000-16100000
chr7-113350000-113350000-chr7-112300000-112300000	chr15-85550000-85550000-chr15-84650000-84650000	chr15-51650000-51650000-chr15-52250000-52250000
chr13-57850000-57850000-chr13-56450000-56450000	chr15-79800000-79800000-chr15-78650000-78650000	chr19-51900000-51900000-chr19-50950000-50950000
chr3-116650000-116650000-chr3-116250000-116250000	chr7-123850000-123850000-chr7-120350000-120350000	chr11-13100000-13100000-chr11-12050000-12050000
chr13-109950000-109950000-chr13-109450000-109450000	chr1-52950000-52950000-chr1-51400000-51400000	chr15-26050000-26050000-chr15-25150000-25150000
chr10-91150000-91150000-chr10-90350000-90350000	chr11-10900000-10900000-chr11-11350000-11350000	chr11-33100000-33100000-chr11-33100000-33100000
chr10-4550000-4550000-chr10-3950000-3950000	chr1-6650000-6650000-chr1-8050000-8050000	chr4-83400000-83400000-chr4-84700000-84700000
chr19-25250000-25250000-chr19-26800000-26800000	chr9-122450000-122450000-chr9-121600000-121600000	chr8-49100000-49100000-chr8-50350000-50350000
chr1-139850000-139850000-chr1-140450000-140450000	chr13-101300000-101300000-chr13-102600000-102600000	chrX-20300000-20300000-chrX-19600000-19600000
chr19-10600000-10600000-chr19-11150000-11150000	chr11-51200000-51200000-chr11-52600000-52600000	chr12-58500000-58500000-chr12-56600000-56600000
chr1-69600000-69600000-chr1-69000000-69000000	chr9-98850000-98850000-chr9-98600000-98600000	chr8-57700000-57700000-chr8-56400000-56400000
chr13-117650000-117650000-chr13-117000000-117000000	chr5-34300000-34300000-chr5-34650000-34650000	chr3-108450000-108450000-chr3-113050000-113050000
chr2-4600000-4600000-chr2-5350000-5350000	chr9-39150000-39150000-chr9-40200000-40200000	chr7-15000000-15000000-chr7-15650000-15650000
chr7-79400000-79400000-chr7-78200000-78200000	chr16-62650000-62650000-chr16-63700000-63700000	chr17-64500000-64500000-chr17-65250000-65250000
chr16-43950000-43950000-chr16-42000000-42000000	chr14-27400000-27400000-chr14-25250000-25250000	chr17-16550000-16550000-chr17-17500000-17500000
chr1-20350000-20350000-chr1-20900000-20900000	chr10-113950000-113950000-chr10-111300000-111300000	chrX-164600000-164600000-chrX-165050000-165050000
chrX-42650000-42650000-chrX-41500000-41500000	chr3-16450000-16450000-chr3-18200000-18200000	chr16-30800000-30800000-chr16-31650000-31650000
chr2-153350000-153350000-chr2-155050000-155050000	chr8-24950000-24950000-chr8-26300000-26300000	chr4-142950000-142950000-chr4-144300000-144300000
chr4-100150000-100150000-chr4-98950000-98950000	chr11-7750000-7750000-chr11-8500000-8500000	chrY-28850000-28850000-chrY-28400000-28400000
chr2-26200000-26200000-chr2-25200000-25200000	chr5-32450000-32450000-chr5-33150000-33150000	chr12-9050000-9050000-chr12-9750000-9750000
chr7-141900000-141900000-chr7-143050000-143050000	chr14-20300000-20300000-chr14-19550000-19550000	chr7-21200000-21200000-chr7-20550000-20550000
chr2-57300000-57300000-chr2-58000000-58000000	chr5-131250000-131250000-chr5-132550000-132550000	chr19-51300000-51300000-chr19-52450000-52450000
chr11-75100000-75100000-chr11-76950000-76950000	chr3-14450000-14450000-chr3-13850000-13850000	chrX-1400000-1400000-chrX-150000-150000
chr1-68900000-68900000-chr1-69600000-69600000	chr7-122650000-122650000-chr7-125850000-125850000	chr15-56900000-56900000-chr15-56200000-56200000
chr17-27800000-27800000-chr17-28900000-28900000	chr12-49400000-49400000-chr12-50150000-50150000	chr10-100700000-100700000-chr10-101300000-101300000
chr8-12650000-12650000-chr8-11800000-11800000	chr11-56500000-56500000-chr11-58700000-58700000	chrX-14550000-14550000-chrX-12850000-12850000
chr9-97650000-97650000-chr9-96700000-96700000	chr11-11600000-11600000-chr11-10800000-10800000	chr10-125500000-125500000-chr10-125500000-125500000
chrX-85250000-85250000-chrX-84250000-84250000	chrX-121400000-121400000-chrX-120600000-120600000	chr18-18200000-18200000-chr18-18750000-18750000
chr2-146950000-146950000-chr2-146350000-146350000	chr18-23900000-23900000-chr18-23000000-23000000	chrX-125900000-125900000-chrX-124850000-124850000
chr16-32950000-32950000-chr16-31800000-31800000	chr3-87600000-87600000-chr3-88550000-88550000	chr2-54200000-54200000-chr2-52850000-52850000
chr14-98150000-98150000-chr14-96400000-96400000	chrX-135000000-135000000-chrX-134500000-134500000	chr7-22350000-22350000-chr7-23850000-23850000
chr11-115200000-115200000-chr11-115900000-115900000	chr9-113350000-113350000-chr9-113850000-113850000	chrX-66900000-66900000-chrX-67300000-67300000
chr9-107900000-107900000-chr9-108700000-108700000	chr13-33450000-33450000-chr13-32000000-32000000	chr6-26050000-26050000-chr6-27250000-27250000
chr9-105350000-105350000-chr9-102300000-102300000	chr7-31100000-31100000-chr7-32250000-32250000	chr4-106300000-106300000-chr4-105250000-105250000
chr9-121650000-121650000-chr9-119300000-119300000	chr12-11250000-11250000-chr12-9200000-9200000	chr7-71700000-71700000-chr7-70850000-70850000
chr1-87350000-87350000-chr1-87900000-87900000	chr18-79200000-79200000-chr18-77100000-77100000	chr13-84150000-84150000-chr13-87100000-87100000
chr6-45750000-45750000-chr6-46600000-46600000	chr15-50400000-50400000-chr15-51300000-51300000	chrY-17350000-17350000-chrY-16400000-16400000
chr8-13250000-13250000-chr8-11650000-11650000	chr3-117850000-117850000-chr3-116450000-116450000	chr4-51150000-51150000-chr4-52250000-52250000
chr6-113650000-113650000-chr6-115400000-115400000	chr17-84550000-84550000-chr17-85500000-85500000	chr1-90200000-90200000-chr1-91900000-91900000
chr7-29150000-29150000-chr7-30550000-30550000	chr7-19550000-19550000-chr7-21250000-21250000	chr17-7500000-7500000-chr17-9900000-9900000
chr1-80200000-80200000-chr1-80750000-80750000	chr14-16000000-16000000-chr14-16650000-16650000	chrX-99700000-99700000-chrX-99950000-99950000
chr11-25350000-25350000-chr11-25900000-25900000	chr18-2100000-2100000-chr18-3350000-3350000	chr12-81350000-81350000-chr12-84050000-84050000
chr19-32700000-32700000-chr19-31950000-31950000	chr7-22450000-22450000-chr7-22750000-22750000	chr2-98050000-98050000-chr2-98450000-98450000
chr7-56750000-56750000-chr7-57400000-57400000	chr1-163150000-163150000-chr1-164050000-164050000	chr5-200000-200000-chr5-800000-800000
chr4-106950000-106950000-chr4-108100000-108100000	chr8-112900000-112900000-chr8-109250000-109250000	chr3-57150000-57150000-chr3-56700000-56700000
