GG	GN	NN
chr11-84100000-84100000-chr11-83350000-83350000	chr10-110350000-110350000-chr10-110600000-110600000	chr10-47650000-47650000-chr10-46300000-46300000
chr15-73100000-73100000-chr15-74850000-74850000	chr12-26450000-26450000-chr12-27700000-27700000	chr19-2900000-2900000-chr19-1850000-1850000
chr1-22350000-22350000-chr1-22350000-22350000	chrX-129600000-129600000-chrX-130400000-130400000	chr16-53300000-53300000-chr16-54000000-54000000
chr15-42450000-42450000-chr15-41800000-41800000	chrX-76400000-76400000-chrX-74200000-74200000	chr13-3750000-3750000-chr13-3000000-3000000
chr1-97750000-97750000-chr1-98450000-98450000	chr6-103950000-103950000-chr6-104700000-104700000	chr14-18200000-18200000-chr14-19450000-19450000
chr5-99350000-99350000-chr5-98450000-98450000	chr14-67600000-67600000-chr14-65950000-65950000	chr1-44050000-44050000-chr1-43400000-43400000
chr19-24400000-24400000-chr19-25200000-25200000	chr18-76350000-76350000-chr18-74700000-74700000	chr4-146250000-146250000-chr4-147650000-147650000
chr4-86550000-86550000-chr4-82900000-82900000	chr12-85400000-85400000-chr12-87250000-87250000	chr16-75500000-75500000-chr16-73150000-73150000
chr11-34600000-34600000-chr11-32350000-32350000	chr7-3900000-3900000-chr7-5200000-5200000	chr4-2300000-2300000-chr4-2700000-2700000
chr15-30350000-30350000-chr15-30850000-30850000	chr4-98200000-98200000-chr4-99750000-99750000	chr3-73800000-73800000-chr3-74400000-74400000
chr7-43800000-43800000-chr7-44350000-44350000	chr1-84600000-84600000-chr1-83100000-83100000	chr9-103900000-103900000-chr9-103400000-103400000
chr1-73950000-73950000-chr1-74450000-74450000	chr11-110950000-110950000-chr11-110200000-110200000	chr9-13350000-13350000-chr9-13050000-13050000
chr1-161000000-161000000-chr1-161850000-161850000	chr1-34700000-34700000-chr1-33600000-33600000	chr8-113600000-113600000-chr8-112900000-112900000
chr1-86600000-86600000-chr1-85600000-85600000	chrX-10100000-10100000-chrX-10700000-10700000	chr3-12550000-12550000-chr3-12150000-12150000
chr5-19300000-19300000-chr5-20250000-20250000	chr10-89850000-89850000-chr10-91100000-91100000	chr14-43150000-43150000-chr14-43650000-43650000
chr11-79650000-79650000-chr11-81750000-81750000	chr2-121450000-121450000-chr2-122950000-122950000	chr10-109300000-109300000-chr10-108300000-108300000
chr10-95950000-95950000-chr10-94900000-94900000	chr3-80000000-80000000-chr3-80850000-80850000	chr1-105200000-105200000-chr1-103800000-103800000
chr2-70000000-70000000-chr2-71100000-71100000	chr2-150550000-150550000-chr2-151850000-151850000	chr11-99750000-99750000-chr11-99250000-99250000
chrX-140550000-140550000-chrX-140100000-140100000	chr5-80300000-80300000-chr5-81700000-81700000	chrX-15750000-15750000-chrX-16600000-16600000
chr19-56600000-56600000-chr19-55800000-55800000	chr5-7350000-7350000-chr5-8600000-8600000	chr9-18750000-18750000-chr9-16750000-16750000
chr8-36600000-36600000-chr8-36100000-36100000	chr12-2950000-2950000-chr12-4000000-4000000	chr18-82100000-82100000-chr18-83250000-83250000
chr2-144600000-144600000-chr2-143700000-143700000	chr6-75250000-75250000-chr6-77000000-77000000	chr9-91100000-91100000-chr9-89350000-89350000
chr11-48700000-48700000-chr11-47050000-47050000	chr18-84250000-84250000-chr18-84700000-84700000	chr4-133800000-133800000-chr4-133800000-133800000
chr7-47600000-47600000-chr7-49800000-49800000	chr10-89550000-89550000-chr10-90450000-90450000	chr5-83700000-83700000-chr5-82450000-82450000
chrX-38200000-38200000-chrX-37900000-37900000	chrX-104000000-104000000-chrX-102500000-102500000	chr5-79250000-79250000-chr5-77650000-77650000
chr14-62950000-62950000-chr14-61300000-61300000	chr14-15000000-15000000-chr14-15600000-15600000	chr12-15650000-15650000-chr12-12750000-12750000
chr8-125600000-125600000-chr8-123150000-123150000	chr12-32950000-32950000-chr12-32300000-32300000	chr1-194250000-194250000-chr1-193550000-193550000
chr4-95700000-95700000-chr4-95050000-95050000	chr10-90700000-90700000-chr10-91700000-91700000	chrX-153450000-153450000-chrX-152450000-152450000
chr1-105300000-105300000-chr1-106950000-106950000	chr12-102000000-102000000-chr12-101350000-101350000	chrY-59200000-59200000-chrY-57750000-57750000
chr8-109200000-109200000-chr8-109700000-109700000	chr11-75150000-75150000-chr11-76850000-76850000	chr5-12900000-12900000-chr5-13250000-13250000
chr18-21650000-21650000-chr18-20250000-20250000	chr7-32400000-32400000-chr7-31150000-31150000	chr14-36550000-36550000-chr14-35600000-35600000
chr17-27500000-27500000-chr17-26650000-26650000	chr13-64750000-64750000-chr13-65500000-65500000	chr14-112700000-112700000-chr14-111300000-111300000
chr16-26100000-26100000-chr16-24500000-24500000	chr4-46500000-46500000-chr4-46350000-46350000	chrY-46450000-46450000-chrY-46900000-46900000
chr3-31300000-31300000-chr3-32600000-32600000	chr15-43500000-43500000-chr15-44000000-44000000	chr9-26150000-26150000-chr9-25450000-25450000
chr7-59850000-59850000-chr7-60350000-60350000	chr11-30950000-30950000-chr11-30300000-30300000	chr2-85350000-85350000-chr2-87350000-87350000
chr6-24800000-24800000-chr6-23450000-23450000	chr2-40850000-40850000-chr2-39700000-39700000	chr2-62000000-62000000-chr2-64700000-64700000
chr7-104500000-104500000-chr7-101700000-101700000	chr6-22600000-22600000-chr6-21550000-21550000	chr1-3150000-3150000-chr1-2600000-2600000
chr3-109950000-109950000-chr3-109500000-109500000	chr11-110100000-110100000-chr11-111450000-111450000	chrX-52250000-52250000-chrX-53600000-53600000
chr10-24900000-24900000-chr10-26350000-26350000	chr9-49450000-49450000-chr9-49050000-49050000	chrY-53950000-53950000-chrY-55500000-55500000
chr12-86250000-86250000-chr12-85300000-85300000	chr5-8350000-8350000-chr5-10800000-10800000	chr6-110250000-110250000-chr6-109450000-109450000
chr17-64000000-64000000-chr17-63250000-63250000	chr4-54450000-54450000-chr4-53650000-53650000	chr12-49650000-49650000-chr12-50300000-50300000
chrX-72550000-72550000-chrX-73900000-73900000	chr5-8850000-8850000-chr5-7950000-7950000	chrY-57650000-57650000-chrY-58250000-58250000
chr1-89650000-89650000-chr1-88350000-88350000	chr13-7900000-7900000-chr13-8550000-8550000	chr15-650000-650000-chr15-2700000-2700000
chr19-45050000-45050000-chr19-44050000-44050000	chr5-149900000-149900000-chr5-149550000-149550000	chr3-105300000-105300000-chr3-104750000-104750000
chr16-60550000-60550000-chr16-60050000-60050000	chrX-162150000-162150000-chrX-161800000-161800000	chr5-39900000-39900000-chr5-39200000-39200000
chrX-142850000-142850000-chrX-141550000-141550000	chr15-9800000-9800000-chr15-11150000-11150000	chr5-61250000-61250000-chr5-61900000-61900000
chr10-109750000-109750000-chr10-108900000-108900000	chr7-79800000-79800000-chr7-80800000-80800000	chr5-3300000-3300000-chr5-7900000-7900000
chr6-65450000-65450000-chr6-64200000-64200000	chr17-37950000-37950000-chr17-35000000-35000000	chr16-2250000-2250000-chr16-1950000-1950000
chr1-123550000-123550000-chr1-123550000-123550000	chr7-13650000-13650000-chr7-12000000-12000000	chr3-42550000-42550000-chr3-43550000-43550000
chr7-50650000-50650000-chr7-48500000-48500000	chrX-111600000-111600000-chrX-112850000-112850000	chr11-79200000-79200000-chr11-79900000-79900000
chr8-127450000-127450000-chr8-129000000-129000000	chr10-34400000-34400000-chr10-33050000-33050000	chr1-108500000-108500000-chr1-109050000-109050000
chrX-160900000-160900000-chrX-160450000-160450000	chr8-16500000-16500000-chr8-15700000-15700000	chr12-61300000-61300000-chr12-62050000-62050000
chr5-68150000-68150000-chr5-66400000-66400000	chr14-116450000-116450000-chr14-116650000-116650000	chr15-52600000-52600000-chr15-51900000-51900000
chr15-76600000-76600000-chr15-80100000-80100000	chr10-67450000-67450000-chr10-68250000-68250000	chr13-33000000-33000000-chr13-32450000-32450000
chr10-77950000-77950000-chr10-78350000-78350000	chr1-82750000-82750000-chr1-82050000-82050000	chr14-50900000-50900000-chr14-52550000-52550000
chr9-98600000-98600000-chr9-97500000-97500000	chr17-68100000-68100000-chr17-66700000-66700000	chr13-72650000-72650000-chr13-72000000-72000000
chr14-120950000-120950000-chr14-119850000-119850000	chr1-26000000-26000000-chr1-25250000-25250000	chr3-151650000-151650000-chr3-153000000-153000000
chr2-156850000-156850000-chr2-156250000-156250000	chr16-48050000-48050000-chr16-50250000-50250000	chr1-85400000-85400000-chr1-84350000-84350000
chr9-53150000-53150000-chr9-53700000-53700000	chrX-147150000-147150000-chrX-146400000-146400000	chr13-4000000-4000000-chr13-5550000-5550000
chr13-24850000-24850000-chr13-23250000-23250000	chr8-67750000-67750000-chr8-67150000-67150000	chrY-10850000-10850000-chrY-11550000-11550000
chr2-24450000-24450000-chr2-23250000-23250000	chr12-74500000-74500000-chr12-74900000-74900000	chr7-26300000-26300000-chr7-27050000-27050000
chr7-103600000-103600000-chr7-105400000-105400000	chr16-73650000-73650000-chr16-74400000-74400000	chr17-61850000-61850000-chr17-60900000-60900000
chr17-32250000-32250000-chr17-32950000-32950000	chr19-34000000-34000000-chr19-31100000-31100000	chr12-94450000-94450000-chr12-95800000-95800000
chr9-48600000-48600000-chr9-47700000-47700000	chr4-33750000-33750000-chr4-32500000-32500000	chr5-53750000-53750000-chr5-53400000-53400000
