GG	GN	NN
chr17-48250000-48250000-chr17-47400000-47400000	chr10-13350000-13350000-chr10-12100000-12100000	chr1-125150000-125150000-chr1-125650000-125650000
chr9-118850000-118850000-chr9-122200000-122200000	chr15-9650000-9650000-chr15-9200000-9200000	chrX-69000000-69000000-chrX-70600000-70600000
chr4-141000000-141000000-chr4-143300000-143300000	chr8-87900000-87900000-chr8-88600000-88600000	chr4-122200000-122200000-chr4-122900000-122900000
chr1-121100000-121100000-chr1-123600000-123600000	chr15-92250000-92250000-chr15-90100000-90100000	chr11-2150000-2150000-chr11-3600000-3600000
chr1-38300000-38300000-chr1-38800000-38800000	chr1-8600000-8600000-chr1-7200000-7200000	chr14-36400000-36400000-chr14-34800000-34800000
chr11-88700000-88700000-chr11-87800000-87800000	chr8-124750000-124750000-chr8-124450000-124450000	chr1-145600000-145600000-chr1-146150000-146150000
chr2-112800000-112800000-chr2-115500000-115500000	chr1-89300000-89300000-chr1-87050000-87050000	chr13-86350000-86350000-chr13-86900000-86900000
chr9-104150000-104150000-chr9-103550000-103550000	chr7-26600000-26600000-chr7-27250000-27250000	chr11-92150000-92150000-chr11-94400000-94400000
chr8-87950000-87950000-chr8-88650000-88650000	chrX-114150000-114150000-chrX-113100000-113100000	chr11-30250000-30250000-chr11-29050000-29050000
chr3-102200000-102200000-chr3-103000000-103000000	chr13-92900000-92900000-chr13-93800000-93800000	chr2-125050000-125050000-chr2-123650000-123650000
chr18-71650000-71650000-chr18-70500000-70500000	chr13-75700000-75700000-chr13-77850000-77850000	chr18-8000000-8000000-chr18-6150000-6150000
chr1-155300000-155300000-chr1-156200000-156200000	chr12-101300000-101300000-chr12-100000000-100000000	chr10-42550000-42550000-chr10-41000000-41000000
chr7-89900000-89900000-chr7-92050000-92050000	chr3-69700000-69700000-chr3-67700000-67700000	chr4-86650000-86650000-chr4-85950000-85950000
chr9-96550000-96550000-chr9-95750000-95750000	chr12-86450000-86450000-chr12-87750000-87750000	chr3-106950000-106950000-chr3-107700000-107700000
chr2-58450000-58450000-chr2-59100000-59100000	chr14-25250000-25250000-chr14-22900000-22900000	chr6-9850000-9850000-chr6-10100000-10100000
chr12-26250000-26250000-chr12-24550000-24550000	chr9-9000000-9000000-chr9-7600000-7600000	chr6-61000000-61000000-chr6-60050000-60050000
chr8-93200000-93200000-chr8-95300000-95300000	chr2-126300000-126300000-chr2-125500000-125500000	chr15-27600000-27600000-chr15-28650000-28650000
chr6-146650000-146650000-chr6-146200000-146200000	chr6-35250000-35250000-chr6-34800000-34800000	chr3-93800000-93800000-chr3-94150000-94150000
chr7-80500000-80500000-chr7-81250000-81250000	chr6-95700000-95700000-chr6-98350000-98350000	chr17-38200000-38200000-chr17-39300000-39300000
