GG	GN	NN
chr6-121200000-121200000-chr6-120100000-120100000	chr4-89300000-89300000-chr4-89900000-89900000	chrX-161450000-161450000-chrX-161700000-161700000
chr12-53900000-53900000-chr12-54750000-54750000	chr10-51550000-51550000-chr10-50900000-50900000	chr7-53050000-53050000-chr7-52300000-52300000
chr15-78100000-78100000-chr15-77200000-77200000	chr11-120750000-120750000-chr11-118650000-118650000	chr13-83100000-83100000-chr13-82800000-82800000
chr1-61650000-61650000-chr1-63250000-63250000	chr1-23350000-23350000-chr1-22300000-22300000	chr15-5900000-5900000-chr15-5250000-5250000
chr5-115650000-115650000-chr5-117500000-117500000	chr4-47700000-47700000-chr4-47250000-47250000	chr10-53850000-53850000-chr10-52450000-52450000
chr14-54550000-54550000-chr14-55650000-55650000	chr17-45000000-45000000-chr17-44150000-44150000	chr16-62250000-62250000-chr16-63400000-63400000
chr10-62500000-62500000-chr10-61600000-61600000	chr15-41450000-41450000-chr15-43900000-43900000	chr11-91650000-91650000-chr11-92250000-92250000
chr2-121650000-121650000-chr2-121000000-121000000	chr3-144050000-144050000-chr3-145500000-145500000	chr13-69750000-69750000-chr13-68100000-68100000
chr15-92400000-92400000-chr15-92700000-92700000	chr2-173850000-173850000-chr2-176250000-176250000	chr16-25100000-25100000-chr16-29000000-29000000
chr19-46950000-46950000-chr19-47450000-47450000	chr17-66000000-66000000-chr17-65250000-65250000	chrX-124700000-124700000-chrX-124100000-124100000
chr16-74950000-74950000-chr16-74200000-74200000	chr11-9600000-9600000-chr11-8900000-8900000	chr8-120400000-120400000-chr8-121350000-121350000
chr9-56200000-56200000-chr9-55400000-55400000	chr9-43900000-43900000-chr9-45950000-45950000	chr13-66850000-66850000-chr13-69450000-69450000
chr13-91600000-91600000-chr13-89850000-89850000	chr10-28500000-28500000-chr10-26950000-26950000	chr12-114200000-114200000-chr12-112950000-112950000
chr4-44650000-44650000-chr4-45000000-45000000	chr18-31500000-31500000-chr18-32200000-32200000	chrX-9650000-9650000-chrX-10750000-10750000
chr19-13000000-13000000-chr19-10900000-10900000	chr6-140650000-140650000-chr6-139550000-139550000	chr1-142150000-142150000-chr1-143250000-143250000
chr19-41750000-41750000-chr19-40000000-40000000	chr3-107200000-107200000-chr3-107600000-107600000	chr1-142500000-142500000-chr1-143150000-143150000
chr4-76500000-76500000-chr4-77700000-77700000	chrX-160150000-160150000-chrX-161850000-161850000	chr3-17300000-17300000-chr3-15700000-15700000
chr9-75900000-75900000-chr9-76250000-76250000	chrX-130450000-130450000-chrX-132850000-132850000	chrX-126800000-126800000-chrX-128500000-128500000
chr2-159950000-159950000-chr2-162250000-162250000	chr6-127900000-127900000-chr6-126400000-126400000	chr6-69300000-69300000-chr6-70100000-70100000
chr2-45000000-45000000-chr2-45700000-45700000	chr9-49000000-49000000-chr9-50050000-50050000	chr18-3950000-3950000-chr18-2100000-2100000
chr15-75600000-75600000-chr15-76100000-76100000	chr3-67650000-67650000-chr3-66150000-66150000	chrY-61350000-61350000-chrY-62500000-62500000
chr4-78050000-78050000-chr4-77400000-77400000	chrX-136050000-136050000-chrX-134600000-134600000	chr4-69950000-69950000-chr4-69350000-69350000
chr6-96150000-96150000-chr6-95500000-95500000	chr16-81300000-81300000-chr16-82350000-82350000	chr11-16150000-16150000-chr11-16700000-16700000
chr7-127000000-127000000-chr7-128250000-128250000	chr11-70250000-70250000-chr11-71400000-71400000	chr1-145250000-145250000-chr1-146350000-146350000
chrX-104650000-104650000-chrX-104100000-104100000	chr3-83250000-83250000-chr3-82700000-82700000	chrY-25050000-25050000-chrY-26450000-26450000
chr17-74500000-74500000-chr17-73550000-73550000	chr5-128250000-128250000-chr5-129300000-129300000	chrX-156800000-156800000-chrX-156050000-156050000
chr5-84400000-84400000-chr5-86100000-86100000	chr12-33300000-33300000-chr12-34650000-34650000	chr3-17150000-17150000-chr3-16750000-16750000
chr3-99200000-99200000-chr3-100000000-100000000	chr11-85950000-85950000-chr11-86650000-86650000	chr6-35150000-35150000-chr6-36250000-36250000
chr13-8600000-8600000-chr13-9400000-9400000	chr6-105150000-105150000-chr6-106050000-106050000	chr15-61800000-61800000-chr15-63100000-63100000
chr10-93050000-93050000-chr10-92300000-92300000	chr1-69650000-69650000-chr1-70900000-70900000	chrY-12900000-12900000-chrY-12550000-12550000
chr12-76600000-76600000-chr12-76900000-76900000	chr4-126900000-126900000-chr4-127550000-127550000	chr8-113100000-113100000-chr8-112150000-112150000
chr16-74600000-74600000-chr16-74050000-74050000	chr14-55050000-55050000-chr14-54250000-54250000	chr3-33600000-33600000-chr3-34500000-34500000
chr11-67550000-67550000-chr11-69600000-69600000	chr7-17400000-17400000-chr7-19000000-19000000	chr10-66050000-66050000-chr10-65200000-65200000
chr8-86550000-86550000-chr8-84150000-84150000	chr11-78400000-78400000-chr11-79850000-79850000	chr18-34150000-34150000-chr18-35550000-35550000
chr12-76950000-76950000-chr12-78350000-78350000	chr1-59950000-59950000-chr1-60650000-60650000	chrY-66550000-66550000-chrY-67150000-67150000
chr14-22600000-22600000-chr14-23350000-23350000	chrX-76300000-76300000-chrX-76600000-76600000	chr3-54850000-54850000-chr3-54000000-54000000
chr17-83800000-83800000-chr17-85450000-85450000	chr19-29550000-29550000-chr19-28750000-28750000	chr10-1400000-1400000-chr10-2000000-2000000
chr4-151200000-151200000-chr4-149600000-149600000	chr8-14100000-14100000-chr8-15250000-15250000	chr3-83000000-83000000-chr3-83700000-83700000
chr5-100100000-100100000-chr5-99600000-99600000	chr19-57450000-57450000-chr19-58000000-58000000	chr2-85700000-85700000-chr2-85250000-85250000
chr15-103900000-103900000-chr15-103350000-103350000	chrY-37500000-37500000-chrY-36700000-36700000	chr2-111350000-111350000-chr2-109350000-109350000
chr9-117550000-117550000-chr9-116800000-116800000	chr12-79600000-79600000-chr12-79950000-79950000	chr7-52950000-52950000-chr7-54350000-54350000
