GG	GN	NN
chr11-11600000-11600000-chr11-11850000-11850000	chr6-80000000-80000000-chr6-80800000-80800000	chr11-12050000-12050000-chr11-12750000-12750000
chr1-161150000-161150000-chr1-162900000-162900000	chr15-81300000-81300000-chr15-80900000-80900000	chr17-62250000-62250000-chr17-61450000-61450000
chr1-184050000-184050000-chr1-184900000-184900000	chr8-98000000-98000000-chr8-99400000-99400000	chr1-111150000-111150000-chr1-110400000-110400000
chr5-87850000-87850000-chr5-88650000-88650000	chr1-3050000-3050000-chr1-4350000-4350000	chr3-43050000-43050000-chr3-44750000-44750000
chr17-14200000-14200000-chr17-13100000-13100000	chr19-34550000-34550000-chr19-34900000-34900000	chrY-5400000-5400000-chrY-4700000-4700000
chr1-159850000-159850000-chr1-161400000-161400000	chr16-17400000-17400000-chr16-15250000-15250000	chr11-82350000-82350000-chr11-82650000-82650000
chr8-79250000-79250000-chr8-80050000-80050000	chr14-78550000-78550000-chr14-79150000-79150000	chr15-69200000-69200000-chr15-68300000-68300000
chr19-6950000-6950000-chr19-10100000-10100000	chr13-30650000-30650000-chr13-30950000-30950000	chr15-64600000-64600000-chr15-65600000-65600000
chr19-45650000-45650000-chr19-48600000-48600000	chr11-34650000-34650000-chr11-35050000-35050000	chr1-120000000-120000000-chr1-121300000-121300000
chr2-49100000-49100000-chr2-49800000-49800000	chr15-53200000-53200000-chr15-51450000-51450000	chr7-54700000-54700000-chr7-54350000-54350000
chrX-134950000-134950000-chrX-134450000-134450000	chr17-57600000-57600000-chr17-57150000-57150000	chr11-13400000-13400000-chr11-12700000-12700000
chr14-21200000-21200000-chr14-22300000-22300000	chr6-110900000-110900000-chr6-110000000-110000000	chr1-117850000-117850000-chr1-119200000-119200000
chr11-53350000-53350000-chr11-53700000-53700000	chr6-134650000-134650000-chr6-133500000-133500000	chr15-49000000-49000000-chr15-51500000-51500000
chr8-107150000-107150000-chr8-106650000-106650000	chr16-28700000-28700000-chr16-27700000-27700000	chr13-102450000-102450000-chr13-103500000-103500000
chr2-105850000-105850000-chr2-106700000-106700000	chr5-3750000-3750000-chr5-4200000-4200000	chr3-8250000-8250000-chr3-7800000-7800000
chr12-100350000-100350000-chr12-99750000-99750000	chr4-8700000-8700000-chr4-8050000-8050000	chr5-16650000-16650000-chr5-17250000-17250000
chr14-64850000-64850000-chr14-63950000-63950000	chr10-84250000-84250000-chr10-85150000-85150000	chr6-110250000-110250000-chr6-109600000-109600000
chr14-59400000-59400000-chr14-60250000-60250000	chr8-5650000-5650000-chr8-4200000-4200000	chr3-6450000-6450000-chr3-5700000-5700000
chr7-140850000-140850000-chr7-141800000-141800000	chr8-86450000-86450000-chr8-85700000-85700000	chr3-82300000-82300000-chr3-83550000-83550000
chr2-93000000-93000000-chr2-93800000-93800000	chrX-168850000-168850000-chrX-170100000-170100000	chr15-61250000-61250000-chr15-61850000-61850000
chr10-5100000-5100000-chr10-7200000-7200000	chr3-157400000-157400000-chr3-156750000-156750000	chr5-62450000-62450000-chr5-61350000-61350000
chr10-53250000-53250000-chr10-52150000-52150000	chr2-171850000-171850000-chr2-170350000-170350000	chr3-74550000-74550000-chr3-73850000-73850000
chr13-63100000-63100000-chr13-64800000-64800000	chr1-51800000-51800000-chr1-50750000-50750000	chrX-30250000-30250000-chrX-29800000-29800000
chr15-83300000-83300000-chr15-81950000-81950000	chr15-82400000-82400000-chr15-81600000-81600000	chr15-16550000-16550000-chr15-16000000-16000000
chr13-63550000-63550000-chr13-62550000-62550000	chr7-116550000-116550000-chr7-115850000-115850000	chrX-19700000-19700000-chrX-18700000-18700000
chr8-16350000-16350000-chr8-14800000-14800000	chr6-55550000-55550000-chr6-54300000-54300000	chr7-93800000-93800000-chr7-94950000-94950000
chr11-67100000-67100000-chr11-68150000-68150000	chr9-85650000-85650000-chr9-86400000-86400000	chrX-14900000-14900000-chrX-12950000-12950000
chr3-84550000-84550000-chr3-85700000-85700000	chr17-86350000-86350000-chr17-87150000-87150000	chr4-15200000-15200000-chr4-14850000-14850000
chr17-30200000-30200000-chr17-30600000-30600000	chr9-5750000-5750000-chr9-6950000-6950000	chr17-55250000-55250000-chr17-53100000-53100000
chr9-44700000-44700000-chr9-45650000-45650000	chr9-112200000-112200000-chr9-113150000-113150000	chr3-44850000-44850000-chr3-43850000-43850000
chrX-87750000-87750000-chrX-85750000-85750000	chr1-15750000-15750000-chr1-17000000-17000000	chr7-48400000-48400000-chr7-49650000-49650000
chr2-114100000-114100000-chr2-113500000-113500000	chr12-98600000-98600000-chr12-99300000-99300000	chr4-6350000-6350000-chr4-7700000-7700000
chr9-31850000-31850000-chr9-30450000-30450000	chrX-43150000-43150000-chrX-44400000-44400000	chr16-13050000-13050000-chr16-12750000-12750000
chr1-36100000-36100000-chr1-37450000-37450000	chr18-44700000-44700000-chr18-43450000-43450000	chrX-78400000-78400000-chrX-76250000-76250000
chr17-52750000-52750000-chr17-51900000-51900000	chr1-99400000-99400000-chr1-100350000-100350000	chr11-14450000-14450000-chr11-14700000-14700000
chr5-139950000-139950000-chr5-138250000-138250000	chr1-164600000-164600000-chr1-162200000-162200000	chrX-65300000-65300000-chrX-63450000-63450000
chr10-82050000-82050000-chr10-83550000-83550000	chr4-16100000-16100000-chr4-14250000-14250000	chrX-46050000-46050000-chrX-44750000-44750000
chr14-124050000-124050000-chr14-123700000-123700000	chr11-9000000-9000000-chr11-6850000-6850000	chrY-28900000-28900000-chrY-27800000-27800000
chr9-68750000-68750000-chr9-69350000-69350000	chr1-179600000-179600000-chr1-180550000-180550000	chr12-65400000-65400000-chr12-65850000-65850000
chr11-99950000-99950000-chr11-100400000-100400000	chr3-113350000-113350000-chr3-115850000-115850000	chr8-120300000-120300000-chr8-119900000-119900000
chr7-91800000-91800000-chr7-91100000-91100000	chr10-9650000-9650000-chr10-8050000-8050000	chr9-118450000-118450000-chr9-117800000-117800000
chr4-128200000-128200000-chr4-127050000-127050000	chr1-13450000-13450000-chr1-15500000-15500000	chr3-10050000-10050000-chr3-11700000-11700000
chr14-35050000-35050000-chr14-35350000-35350000	chr16-60950000-60950000-chr16-60300000-60300000	chr18-850000-850000-chr18-1800000-1800000
chr11-97450000-97450000-chr11-98700000-98700000	chr1-20600000-20600000-chr1-18300000-18300000	chr18-50300000-50300000-chr18-50950000-50950000
chr4-134550000-134550000-chr4-133250000-133250000	chr3-18050000-18050000-chr3-19350000-19350000	chr7-8450000-8450000-chr7-5750000-5750000
chr8-94750000-94750000-chr8-94000000-94000000	chr3-55950000-55950000-chr3-54500000-54500000	chr10-126250000-126250000-chr10-125800000-125800000
chr11-68850000-68850000-chr11-69550000-69550000	chr19-5400000-5400000-chr19-4800000-4800000	chrY-36250000-36250000-chrY-37100000-37100000
chrX-149300000-149300000-chrX-148700000-148700000	chr12-11150000-11150000-chr12-11450000-11450000	chr16-20450000-20450000-chr16-21400000-21400000
chr9-75350000-75350000-chr9-75000000-75000000	chr9-120650000-120650000-chr9-119700000-119700000	chr4-121250000-121250000-chr4-121800000-121800000
chr14-78700000-78700000-chr14-79350000-79350000	chrX-10250000-10250000-chrX-10550000-10550000	chrX-77700000-77700000-chrX-77000000-77000000
chr9-103750000-103750000-chr9-104750000-104750000	chr19-28500000-28500000-chr19-30250000-30250000	chr5-250000-250000-chr5-1200000-1200000
chrX-101650000-101650000-chrX-102250000-102250000	chr13-65650000-65650000-chr13-64100000-64100000	chr6-115300000-115300000-chr6-116600000-116600000
chr9-99000000-99000000-chr9-98300000-98300000	chr9-78550000-78550000-chr9-78800000-78800000	chr18-26800000-26800000-chr18-26100000-26100000
chr2-67500000-67500000-chr2-66300000-66300000	chr19-39450000-39450000-chr19-39050000-39050000	chr16-25000000-25000000-chr16-24300000-24300000
chr6-45450000-45450000-chr6-46300000-46300000	chr15-12500000-12500000-chr15-11500000-11500000	chr7-52500000-52500000-chr7-52950000-52950000
chr9-40950000-40950000-chr9-39300000-39300000	chr4-140700000-140700000-chr4-142800000-142800000	chr4-55100000-55100000-chr4-54500000-54500000
chr5-135450000-135450000-chr5-135750000-135750000	chr3-23850000-23850000-chr3-23400000-23400000	chrY-56050000-56050000-chrY-56900000-56900000
chr17-24300000-24300000-chr17-22950000-22950000	chr10-122650000-122650000-chr10-119350000-119350000	chr7-86550000-86550000-chr7-87550000-87550000
chr3-88400000-88400000-chr3-88150000-88150000	chr7-78050000-78050000-chr7-79500000-79500000	chr8-50750000-50750000-chr8-49300000-49300000
chr2-13750000-13750000-chr2-13350000-13350000	chr9-39300000-39300000-chr9-37750000-37750000	chr7-35950000-35950000-chr7-34300000-34300000
chr3-136150000-136150000-chr3-135600000-135600000	chr10-81800000-81800000-chr10-81050000-81050000	chrY-14750000-14750000-chrY-17150000-17150000
chr17-29250000-29250000-chr17-28800000-28800000	chr14-58900000-58900000-chr14-56950000-56950000	chr14-108350000-108350000-chr14-107150000-107150000
chr11-88050000-88050000-chr11-88550000-88550000	chrX-11000000-11000000-chrX-9900000-9900000	chr14-90850000-90850000-chr14-90350000-90350000
chr16-33300000-33300000-chr16-31200000-31200000	chr9-22850000-22850000-chr9-24000000-24000000	chr1-139600000-139600000-chr1-141150000-141150000
chr5-87250000-87250000-chr5-86600000-86600000	chr4-75650000-75650000-chr4-76750000-76750000	chr14-44150000-44150000-chr14-43600000-43600000
chr10-42000000-42000000-chr10-40850000-40850000	chr6-71900000-71900000-chr6-70750000-70750000	chr12-13700000-13700000-chr12-13000000-13000000
chr16-43600000-43600000-chr16-42800000-42800000	chr12-118200000-118200000-chr12-118500000-118500000	chr6-68700000-68700000-chr6-69850000-69850000
chr5-148950000-148950000-chr5-147300000-147300000	chr11-50900000-50900000-chr11-50450000-50450000	chr1-167950000-167950000-chr1-166950000-166950000
chr4-88800000-88800000-chr4-89300000-89300000	chr10-106500000-106500000-chr10-107200000-107200000	chrX-109450000-109450000-chrX-107550000-107550000
chr15-30950000-30950000-chr15-31350000-31350000	chr7-56750000-56750000-chr7-55700000-55700000	chr2-110100000-110100000-chr2-111650000-111650000
chr11-116400000-116400000-chr11-115100000-115100000	chr17-82850000-82850000-chr17-80550000-80550000	chr1-114200000-114200000-chr1-115150000-115150000
chr14-31350000-31350000-chr14-32150000-32150000	chr18-30500000-30500000-chr18-32100000-32100000	chr13-82150000-82150000-chr13-83050000-83050000
chr17-75350000-75350000-chr17-78350000-78350000	chr11-63250000-63250000-chr11-65100000-65100000	chr6-58100000-58100000-chr6-59300000-59300000
chr1-119600000-119600000-chr1-118900000-118900000	chr4-35550000-35550000-chr4-34700000-34700000	chr10-15600000-15600000-chr10-14600000-14600000
chr11-97450000-97450000-chr11-95450000-95450000	chr12-67500000-67500000-chr12-66650000-66650000	chr4-60400000-60400000-chr4-60000000-60000000
chr1-56900000-56900000-chr1-58500000-58500000	chr11-8550000-8550000-chr11-9850000-9850000	chrY-10650000-10650000-chrY-12650000-12650000
chr4-143350000-143350000-chr4-143700000-143700000	chr10-18250000-18250000-chr10-18750000-18750000	chr19-2650000-2650000-chr19-3300000-3300000
chr1-87700000-87700000-chr1-89500000-89500000	chr2-87650000-87650000-chr2-86850000-86850000	chr13-7900000-7900000-chr13-10700000-10700000
chr6-106300000-106300000-chr6-106650000-106650000	chr16-67400000-67400000-chr16-66550000-66550000	chr3-71900000-71900000-chr3-71900000-71900000
chr16-33700000-33700000-chr16-32650000-32650000	chr5-25750000-25750000-chr5-23700000-23700000	chr18-11000000-11000000-chr18-9550000-9550000
chr15-82900000-82900000-chr15-82150000-82150000	chr1-6300000-6300000-chr1-5150000-5150000	chr4-52650000-52650000-chr4-51000000-51000000
chr3-82100000-82100000-chr3-83900000-83900000	chr11-37150000-37150000-chr11-35900000-35900000	chr13-57100000-57100000-chr13-55900000-55900000
chr9-48700000-48700000-chr9-49350000-49350000	chr18-37150000-37150000-chr18-35050000-35050000	chr13-74300000-74300000-chr13-72600000-72600000
chr10-83050000-83050000-chr10-82150000-82150000	chr12-104650000-104650000-chr12-102700000-102700000	chrY-26400000-26400000-chrY-28050000-28050000
chr2-170000000-170000000-chr2-168950000-168950000	chr7-89000000-89000000-chr7-87900000-87900000	chr8-44000000-44000000-chr8-43150000-43150000
