GG	GN	NN
chr4-123450000-123450000-chr4-123650000-123650000	chr14-15100000-15100000-chr14-14350000-14350000	chr2-99000000-99000000-chr2-98400000-98400000
chr5-23600000-23600000-chr5-24700000-24700000	chrX-53050000-53050000-chrX-54100000-54100000	chrY-88400000-88400000-chrY-87050000-87050000
chr4-117000000-117000000-chr4-115600000-115600000	chr4-55700000-55700000-chr4-57750000-57750000	chr3-126300000-126300000-chr3-124650000-124650000
chr12-109750000-109750000-chr12-110550000-110550000	chr6-40300000-40300000-chr6-42250000-42250000	chr16-53550000-53550000-chr16-51450000-51450000
chr16-34800000-34800000-chr16-33850000-33850000	chrX-68700000-68700000-chrX-71700000-71700000	chr7-53050000-53050000-chr7-52100000-52100000
chr10-61250000-61250000-chr10-61250000-61250000	chr12-36050000-36050000-chr12-37250000-37250000	chr11-64850000-64850000-chr11-63950000-63950000
chr13-58750000-58750000-chr13-58250000-58250000	chr11-53900000-53900000-chr11-52950000-52950000	chr4-121700000-121700000-chr4-122100000-122100000
chr3-126400000-126400000-chr3-127300000-127300000	chr1-106950000-106950000-chr1-106500000-106500000	chr7-128900000-128900000-chr7-131650000-131650000
chr11-76950000-76950000-chr11-76400000-76400000	chr4-52850000-52850000-chr4-53600000-53600000	chr7-129400000-129400000-chr7-130850000-130850000
chr17-85450000-85450000-chr17-83750000-83750000	chr10-105300000-105300000-chr10-104300000-104300000	chr6-78500000-78500000-chr6-79300000-79300000
chr19-54050000-54050000-chr19-53200000-53200000	chr3-151900000-151900000-chr3-152550000-152550000	chr6-4300000-4300000-chr6-5600000-5600000
chr2-112350000-112350000-chr2-113000000-113000000	chr3-71100000-71100000-chr3-69850000-69850000	chr7-53500000-53500000-chr7-51300000-51300000
chr10-89250000-89250000-chr10-88750000-88750000	chr13-14550000-14550000-chr13-12800000-12800000	chr1-81900000-81900000-chr1-79450000-79450000
chr2-35900000-35900000-chr2-35200000-35200000	chr9-93550000-93550000-chr9-94750000-94750000	chrY-40300000-40300000-chrY-39400000-39400000
chr8-84500000-84500000-chr8-84950000-84950000	chr8-115750000-115750000-chr8-114800000-114800000	chr15-5800000-5800000-chr15-7000000-7000000
chr10-19750000-19750000-chr10-21000000-21000000	chr10-38250000-38250000-chr10-39150000-39150000	chr1-146400000-146400000-chr1-145750000-145750000
chr13-32850000-32850000-chr13-33250000-33250000	chr10-79950000-79950000-chr10-78650000-78650000	chr1-47600000-47600000-chr1-44250000-44250000
chr11-76000000-76000000-chr11-74550000-74550000	chr13-95650000-95650000-chr13-96300000-96300000	chr6-81000000-81000000-chr6-81250000-81250000
chr12-24950000-24950000-chr12-23000000-23000000	chr7-29800000-29800000-chr7-31100000-31100000	chr1-31750000-31750000-chr1-29650000-29650000
chr6-62050000-62050000-chr6-61650000-61650000	chr4-141750000-141750000-chr4-142500000-142500000	chrY-25200000-25200000-chrY-25900000-25900000
chr1-21000000-21000000-chr1-22350000-22350000	chr8-114550000-114550000-chr8-115700000-115700000	chr17-19850000-19850000-chr17-15250000-15250000
chr13-95350000-95350000-chr13-97200000-97200000	chr7-76500000-76500000-chr7-77650000-77650000	chr4-130250000-130250000-chr4-130900000-130900000
chr8-23150000-23150000-chr8-24800000-24800000	chr8-18500000-18500000-chr8-20000000-20000000	chr14-77750000-77750000-chr14-76350000-76350000
chr2-61650000-61650000-chr2-65150000-65150000	chr19-30500000-30500000-chr19-32350000-32350000	chr16-50000000-50000000-chr16-50500000-50500000
chr6-136850000-136850000-chr6-137800000-137800000	chr14-54150000-54150000-chr14-55500000-55500000	chrY-38900000-38900000-chrY-38050000-38050000
chr14-27900000-27900000-chr14-27350000-27350000	chr5-145550000-145550000-chr5-147250000-147250000	chr3-137750000-137750000-chr3-137450000-137450000
chr2-164950000-164950000-chr2-166000000-166000000	chr6-98600000-98600000-chr6-99000000-99000000	chr14-47850000-47850000-chr14-46800000-46800000
chr9-79950000-79950000-chr9-81900000-81900000	chr5-112500000-112500000-chr5-111300000-111300000	chr3-62050000-62050000-chr3-60800000-60800000
chr15-53500000-53500000-chr15-52300000-52300000	chr18-26000000-26000000-chr18-28750000-28750000	chr11-13750000-13750000-chr11-14200000-14200000
chr3-127550000-127550000-chr3-126400000-126400000	chr4-104800000-104800000-chr4-106050000-106050000	chr8-108100000-108100000-chr8-108300000-108300000
chr2-38600000-38600000-chr2-39100000-39100000	chr18-65050000-65050000-chr18-64300000-64300000	chrY-8300000-8300000-chrY-7200000-7200000
