GG	GN	NN
chr6-112650000-112650000-chr6-110650000-110650000	chr16-26700000-26700000-chr16-27200000-27200000	chrY-50800000-50800000-chrY-53750000-53750000
chr7-55900000-55900000-chr7-54950000-54950000	chr2-53900000-53900000-chr2-54850000-54850000	chr12-64150000-64150000-chr12-62800000-62800000
chr4-100950000-100950000-chr4-102950000-102950000	chr1-79500000-79500000-chr1-80450000-80450000	chr3-154700000-154700000-chr3-155650000-155650000
chr11-11250000-11250000-chr11-9550000-9550000	chr18-89900000-89900000-chr18-89200000-89200000	chr2-147550000-147550000-chr2-146850000-146850000
chr1-167050000-167050000-chr1-164300000-164300000	chr8-69650000-69650000-chr8-68550000-68550000	chr1-80000000-80000000-chr1-79600000-79600000
chr16-22050000-22050000-chr16-24650000-24650000	chr1-11350000-11350000-chr1-12950000-12950000	chr16-93050000-93050000-chr16-92250000-92250000
chr6-54850000-54850000-chr6-53950000-53950000	chr3-98850000-98850000-chr3-98450000-98450000	chr1-49600000-49600000-chr1-50500000-50500000
chr13-55050000-55050000-chr13-55450000-55450000	chr8-26400000-26400000-chr8-26000000-26000000	chrX-5450000-5450000-chrX-4650000-4650000
chr18-64250000-64250000-chr18-64900000-64900000	chr3-95100000-95100000-chr3-94200000-94200000	chr3-1200000-1200000-chr3-800000-800000
chr7-46400000-46400000-chr7-45550000-45550000	chr3-8650000-8650000-chr3-8550000-8550000	chr1-79250000-79250000-chr1-78650000-78650000
chr15-80500000-80500000-chr15-82100000-82100000	chr4-101950000-101950000-chr4-100950000-100950000	chr4-93450000-93450000-chr4-91550000-91550000
chr11-30800000-30800000-chr11-30200000-30200000	chr10-117500000-117500000-chr10-119050000-119050000	chr1-142350000-142350000-chr1-144700000-144700000
chr3-33050000-33050000-chr3-34650000-34650000	chr18-30300000-30300000-chr18-27350000-27350000	chr13-72150000-72150000-chr13-69050000-69050000
chr5-111000000-111000000-chr5-110250000-110250000	chr1-172550000-172550000-chr1-173950000-173950000	chr10-110650000-110650000-chr10-110150000-110150000
chr7-10700000-10700000-chr7-9500000-9500000	chr1-142850000-142850000-chr1-144000000-144000000	chr4-62900000-62900000-chr4-63500000-63500000
chrX-144850000-144850000-chrX-143100000-143100000	chr6-51200000-51200000-chr6-50200000-50200000	chrX-121650000-121650000-chrX-120250000-120250000
chr3-88500000-88500000-chr3-87400000-87400000	chr1-132250000-132250000-chr1-130500000-130500000	chr14-15550000-15550000-chr14-16350000-16350000
chr1-11200000-11200000-chr1-11200000-11200000	chr3-38850000-38850000-chr3-39700000-39700000	chr15-69550000-69550000-chr15-70300000-70300000
chr16-37200000-37200000-chr16-35700000-35700000	chr13-35250000-35250000-chr13-34050000-34050000	chr3-104250000-104250000-chr3-105400000-105400000
chr8-36600000-36600000-chr8-36100000-36100000	chr11-85400000-85400000-chr11-84600000-84600000	chrX-32850000-32850000-chrX-32200000-32200000
chr4-100550000-100550000-chr4-99800000-99800000	chr3-129250000-129250000-chr3-130550000-130550000	chr19-35600000-35600000-chr19-34750000-34750000
chr15-12650000-12650000-chr15-11850000-11850000	chr1-119150000-119150000-chr1-120650000-120650000	chr7-30400000-30400000-chr7-30150000-30150000
chr9-64950000-64950000-chr9-64450000-64450000	chr5-136450000-136450000-chr5-138000000-138000000	chr3-72700000-72700000-chr3-72200000-72200000
chr14-20450000-20450000-chr14-21450000-21450000	chr7-107950000-107950000-chr7-110000000-110000000	chr6-78100000-78100000-chr6-79150000-79150000
chr6-121000000-121000000-chr6-119500000-119500000	chr4-13600000-13600000-chr4-14750000-14750000	chr11-110750000-110750000-chr11-109050000-109050000
chr9-103700000-103700000-chr9-104650000-104650000	chr3-140750000-140750000-chr3-142550000-142550000	chr13-12850000-12850000-chr13-14700000-14700000
chr3-82550000-82550000-chr3-83200000-83200000	chr8-74350000-74350000-chr8-73000000-73000000	chr5-59950000-59950000-chr5-61550000-61550000
chr5-123150000-123150000-chr5-122000000-122000000	chr2-43050000-43050000-chr2-41050000-41050000	chr5-69850000-69850000-chr5-70650000-70650000
chr10-127800000-127800000-chr10-128750000-128750000	chr16-39600000-39600000-chr16-40300000-40300000	chr9-51150000-51150000-chr9-51750000-51750000
chr10-86750000-86750000-chr10-85500000-85500000	chr15-33050000-33050000-chr15-32250000-32250000	chrY-30250000-30250000-chrY-30750000-30750000
chr16-6200000-6200000-chr16-6650000-6650000	chr18-41050000-41050000-chr18-40400000-40400000	chr8-101800000-101800000-chr8-100950000-100950000
chr7-78200000-78200000-chr7-78650000-78650000	chr18-24350000-24350000-chr18-23800000-23800000	chr12-50300000-50300000-chr12-51150000-51150000
chr9-21800000-21800000-chr9-21300000-21300000	chr19-12400000-12400000-chr19-11400000-11400000	chr2-1900000-1900000-chr2-1200000-1200000
chr10-77600000-77600000-chr10-78200000-78200000	chr6-13800000-13800000-chr6-12600000-12600000	chr19-19950000-19950000-chr19-21550000-21550000
chr6-124500000-124500000-chr6-123500000-123500000	chr10-76050000-76050000-chr10-76850000-76850000	chrX-145850000-145850000-chrX-147800000-147800000
chr11-116050000-116050000-chr11-117150000-117150000	chr5-94750000-94750000-chr5-93500000-93500000	chr13-88150000-88150000-chr13-88700000-88700000
chr9-108050000-108050000-chr9-106750000-106750000	chr6-49200000-49200000-chr6-50500000-50500000	chr2-155950000-155950000-chr2-154900000-154900000
chr3-88150000-88150000-chr3-88750000-88750000	chr2-53900000-53900000-chr2-51150000-51150000	chr4-4550000-4550000-chr4-6600000-6600000
chr11-60250000-60250000-chr11-60950000-60950000	chrX-42150000-42150000-chrX-44350000-44350000	chr3-70900000-70900000-chr3-70400000-70400000
chr11-60800000-60800000-chr11-59500000-59500000	chr7-116000000-116000000-chr7-117000000-117000000	chr14-8400000-8400000-chr14-7300000-7300000
chr1-182100000-182100000-chr1-182300000-182300000	chr3-52500000-52500000-chr3-53250000-53250000	chr3-133250000-133250000-chr3-134200000-134200000
chr10-128750000-128750000-chr10-128250000-128250000	chr18-55600000-55600000-chr18-54900000-54900000	chr9-66050000-66050000-chr9-64750000-64750000
chr19-41250000-41250000-chr19-38300000-38300000	chr4-21900000-21900000-chr4-24350000-24350000	chr4-18800000-18800000-chr4-18300000-18300000
chr2-20300000-20300000-chr2-20850000-20850000	chr4-71400000-71400000-chr4-70300000-70300000	chr8-6100000-6100000-chr8-6450000-6450000
