GG	GN	NN
chr13-20950000-20950000-chr13-23100000-23100000	chr16-30300000-30300000-chr16-31800000-31800000	chr12-44750000-44750000-chr12-43850000-43850000
chr7-42050000-42050000-chr7-40850000-40850000	chr1-96000000-96000000-chr1-94950000-94950000	chr5-105950000-105950000-chr5-105000000-105000000
chr4-134200000-134200000-chr4-133400000-133400000	chr13-44000000-44000000-chr13-41150000-41150000	chr12-95950000-95950000-chr12-94400000-94400000
chr3-88900000-88900000-chr3-90450000-90450000	chr10-86150000-86150000-chr10-85350000-85350000	chr10-44100000-44100000-chr10-43000000-43000000
chr10-14750000-14750000-chr10-13250000-13250000	chr1-51200000-51200000-chr1-52200000-52200000	chr2-48550000-48550000-chr2-47850000-47850000
chr12-110900000-110900000-chr12-111600000-111600000	chr6-87500000-87500000-chr6-87400000-87400000	chrY-5500000-5500000-chrY-6250000-6250000
chr4-119200000-119200000-chr4-118450000-118450000	chr15-57900000-57900000-chr15-59500000-59500000	chr4-92350000-92350000-chr4-91550000-91550000
chr1-21650000-21650000-chr1-22400000-22400000	chr10-84350000-84350000-chr10-84050000-84050000	chrX-20000000-20000000-chrX-18750000-18750000
chr19-22150000-22150000-chr19-22750000-22750000	chr16-66750000-66750000-chr16-68200000-68200000	chr5-85700000-85700000-chr5-83700000-83700000
chr1-44600000-44600000-chr1-46100000-46100000	chr11-77950000-77950000-chr11-78700000-78700000	chrY-26750000-26750000-chrY-27200000-27200000
chr1-21900000-21900000-chr1-21050000-21050000	chr17-16900000-16900000-chr17-17850000-17850000	chr15-50300000-50300000-chr15-47500000-47500000
chr11-79100000-79100000-chr11-78400000-78400000	chr7-136250000-136250000-chr7-135600000-135600000	chr3-128100000-128100000-chr3-126900000-126900000
chr2-139950000-139950000-chr2-141050000-141050000	chr7-113950000-113950000-chr7-113750000-113750000	chr11-18200000-18200000-chr11-17350000-17350000
chr18-82550000-82550000-chr18-83300000-83300000	chr16-42600000-42600000-chr16-41750000-41750000	chr1-104000000-104000000-chr1-102550000-102550000
chr5-139750000-139750000-chr5-141300000-141300000	chr6-125950000-125950000-chr6-124950000-124950000	chr15-69450000-69450000-chr15-67050000-67050000
chr11-35600000-35600000-chr11-36350000-36350000	chr4-36050000-36050000-chr4-37600000-37600000	chr11-100150000-100150000-chr11-99500000-99500000
chr5-108500000-108500000-chr5-107550000-107550000	chr9-116600000-116600000-chr9-115550000-115550000	chr7-71450000-71450000-chr7-69800000-69800000
chr13-112900000-112900000-chr13-114000000-114000000	chr14-117400000-117400000-chr14-118350000-118350000	chrY-3600000-3600000-chrY-2950000-2950000
chr12-83950000-83950000-chr12-81400000-81400000	chr3-8250000-8250000-chr3-8900000-8900000	chr16-1750000-1750000-chr16-950000-950000
chr17-29100000-29100000-chr17-30200000-30200000	chr16-26750000-26750000-chr16-25650000-25650000	chr7-27100000-27100000-chr7-28550000-28550000
chr5-121450000-121450000-chr5-121900000-121900000	chr19-29200000-29200000-chr19-31250000-31250000	chr4-69450000-69450000-chr4-70100000-70100000
chr17-18250000-18250000-chr17-17450000-17450000	chr7-61200000-61200000-chr7-59800000-59800000	chr8-18300000-18300000-chr8-17700000-17700000
chr10-33350000-33350000-chr10-34600000-34600000	chr8-28550000-28550000-chr8-28850000-28850000	chr5-83050000-83050000-chr5-81950000-81950000
chrX-69750000-69750000-chrX-72650000-72650000	chr9-53100000-53100000-chr9-52200000-52200000	chrY-21250000-21250000-chrY-18950000-18950000
chr13-8250000-8250000-chr13-8650000-8650000	chr13-21600000-21600000-chr13-19500000-19500000	chr5-97850000-97850000-chr5-96850000-96850000
chr16-32100000-32100000-chr16-34200000-34200000	chr17-32550000-32550000-chr17-31550000-31550000	chr1-60700000-60700000-chr1-61200000-61200000
chr11-90600000-90600000-chr11-89400000-89400000	chr2-26000000-26000000-chr2-24250000-24250000	chr7-118350000-118350000-chr7-119200000-119200000
chr13-76650000-76650000-chr13-77300000-77300000	chr2-168750000-168750000-chr2-169400000-169400000	chr4-14050000-14050000-chr4-13300000-13300000
chr2-16000000-16000000-chr2-15700000-15700000	chr18-43750000-43750000-chr18-43250000-43250000	chr9-74300000-74300000-chr9-72250000-72250000
chr2-122300000-122300000-chr2-121400000-121400000	chr8-117850000-117850000-chr8-117550000-117550000	chr18-17750000-17750000-chr18-19550000-19550000
chr2-155800000-155800000-chr2-157200000-157200000	chr19-14550000-14550000-chr19-15450000-15450000	chr14-450000-450000-chr14-1300000-1300000
chr2-105100000-105100000-chr2-102600000-102600000	chr2-23100000-23100000-chr2-20200000-20200000	chrY-26900000-26900000-chrY-27250000-27250000
chr13-28650000-28650000-chr13-29600000-29600000	chr4-138950000-138950000-chr4-139650000-139650000	chr14-19400000-19400000-chr14-19700000-19700000
chr6-99400000-99400000-chr6-97350000-97350000	chr5-65300000-65300000-chr5-66700000-66700000	chr14-71700000-71700000-chr14-72900000-72900000
chr9-60850000-60850000-chr9-59600000-59600000	chr1-159450000-159450000-chr1-160450000-160450000	chr18-62300000-62300000-chr18-60450000-60450000
chr6-28000000-28000000-chr6-27450000-27450000	chr9-73350000-73350000-chr9-75550000-75550000	chr3-129450000-129450000-chr3-131400000-131400000
