GG	GN	NN
chr13-29300000-29300000-chr13-29950000-29950000	chr19-14400000-14400000-chr19-14700000-14700000	chr11-4750000-4750000-chr11-2850000-2850000
chr2-131300000-131300000-chr2-129100000-129100000	chr11-82450000-82450000-chr11-83500000-83500000	chr7-85400000-85400000-chr7-84850000-84850000
chr1-179450000-179450000-chr1-180250000-180250000	chr5-134550000-134550000-chr5-140550000-140550000	chr10-22050000-22050000-chr10-22800000-22800000
chr14-28150000-28150000-chr14-29500000-29500000	chr8-105150000-105150000-chr8-103900000-103900000	chrX-33100000-33100000-chrX-34800000-34800000
chr2-15750000-15750000-chr2-16250000-16250000	chr18-82150000-82150000-chr18-82650000-82650000	chr2-17900000-17900000-chr2-16900000-16900000
chr16-46000000-46000000-chr16-44300000-44300000	chr1-5500000-5500000-chr1-4350000-4350000	chr10-25100000-25100000-chr10-26750000-26750000
chr2-152150000-152150000-chr2-152800000-152800000	chr1-169300000-169300000-chr1-168300000-168300000	chr9-11450000-11450000-chr9-12300000-12300000
chr6-46700000-46700000-chr6-45600000-45600000	chr4-82050000-82050000-chr4-83200000-83200000	chr5-119600000-119600000-chr5-120300000-120300000
chr5-124450000-124450000-chr5-125300000-125300000	chr7-62800000-62800000-chr7-64300000-64300000	chr4-27450000-27450000-chr4-28000000-28000000
chr11-89050000-89050000-chr11-89400000-89400000	chr9-113100000-113100000-chr9-112200000-112200000	chr5-39450000-39450000-chr5-40750000-40750000
chr5-20450000-20450000-chr5-21000000-21000000	chr1-129500000-129500000-chr1-128800000-128800000	chr1-110500000-110500000-chr1-111900000-111900000
chr4-152250000-152250000-chr4-151400000-151400000	chr3-104850000-104850000-chr3-103500000-103500000	chr12-12050000-12050000-chr12-14950000-14950000
chr9-104800000-104800000-chr9-105750000-105750000	chr12-43150000-43150000-chr12-44600000-44600000	chr2-53300000-53300000-chr2-51850000-51850000
chr18-24600000-24600000-chr18-25600000-25600000	chr12-98700000-98700000-chr12-97850000-97850000	chr14-107900000-107900000-chr14-107250000-107250000
chr12-40600000-40600000-chr12-41100000-41100000	chr1-116000000-116000000-chr1-114400000-114400000	chr14-900000-900000-chr14-2100000-2100000
chr2-5500000-5500000-chr2-4450000-4450000	chr7-93550000-93550000-chr7-92350000-92350000	chr1-156000000-156000000-chr1-155000000-155000000
chr2-34100000-34100000-chr2-34100000-34100000	chr14-3400000-3400000-chr14-2000000-2000000	chrY-68100000-68100000-chrY-67250000-67250000
chr9-120400000-120400000-chr9-119150000-119150000	chrX-165200000-165200000-chrX-165950000-165950000	chrY-3350000-3350000-chrY-4900000-4900000
chr7-98250000-98250000-chr7-99100000-99100000	chrX-130200000-130200000-chrX-129400000-129400000	chr1-48050000-48050000-chr1-47150000-47150000
chr7-100950000-100950000-chr7-104300000-104300000	chr6-24600000-24600000-chr6-25150000-25150000	chr1-119400000-119400000-chr1-118350000-118350000
chr11-85700000-85700000-chr11-85400000-85400000	chr19-54550000-54550000-chr19-55200000-55200000	chr14-111200000-111200000-chr14-112300000-112300000
chr8-24550000-24550000-chr8-23150000-23150000	chr15-30550000-30550000-chr15-29300000-29300000	chr8-6200000-6200000-chr8-7000000-7000000
chr19-4700000-4700000-chr19-3600000-3600000	chr5-28350000-28350000-chr5-29500000-29500000	chr8-103300000-103300000-chr8-101850000-101850000
chr11-87100000-87100000-chr11-88000000-88000000	chr14-67550000-67550000-chr14-65850000-65850000	chr11-1600000-1600000-chr11-2050000-2050000
chr5-21350000-21350000-chr5-21700000-21700000	chr11-96250000-96250000-chr11-95950000-95950000	chr1-27250000-27250000-chr1-28550000-28550000
chr4-89100000-89100000-chr4-88200000-88200000	chr3-109900000-109900000-chr3-112650000-112650000	chrY-60350000-60350000-chrY-62250000-62250000
chr3-24750000-24750000-chr3-25750000-25750000	chr8-9700000-9700000-chr8-7300000-7300000	chr18-38650000-38650000-chr18-39550000-39550000
chr11-87650000-87650000-chr11-88100000-88100000	chr1-155750000-155750000-chr1-156300000-156300000	chr12-19850000-19850000-chr12-20650000-20650000
chr5-130600000-130600000-chr5-129800000-129800000	chr4-104650000-104650000-chr4-104900000-104900000	chr3-60050000-60050000-chr3-60050000-60050000
chr6-97300000-97300000-chr6-97000000-97000000	chr11-5750000-5750000-chr11-3000000-3000000	chrY-44350000-44350000-chrY-44750000-44750000
chr13-32300000-32300000-chr13-32300000-32300000	chr4-59800000-59800000-chr4-62300000-62300000	chr6-100500000-100500000-chr6-98700000-98700000
chr9-107050000-107050000-chr9-103350000-103350000	chr5-21150000-21150000-chr5-19750000-19750000	chr5-68450000-68450000-chr5-67500000-67500000
chr19-48550000-48550000-chr19-47800000-47800000	chr7-125250000-125250000-chr7-122550000-122550000	chr9-97200000-97200000-chr9-95350000-95350000
