GG	GN	NN
chr4-83000000-83000000-chr4-84400000-84400000	chr15-92350000-92350000-chr15-93050000-93050000	chr12-95950000-95950000-chr12-94400000-94400000
chr16-35700000-35700000-chr16-36250000-36250000	chr4-39050000-39050000-chr4-37250000-37250000	chr1-176400000-176400000-chr1-177350000-177350000
chr13-20800000-20800000-chr13-20100000-20100000	chr1-181550000-181550000-chr1-180150000-180150000	chr13-111250000-111250000-chr13-110450000-110450000
chr11-26400000-26400000-chr11-25700000-25700000	chr19-33500000-33500000-chr19-34050000-34050000	chrY-35450000-35450000-chrY-33550000-33550000
chr11-81350000-81350000-chr11-81900000-81900000	chr1-68900000-68900000-chr1-69250000-69250000	chrY-39450000-39450000-chrY-38600000-38600000
chr3-105050000-105050000-chr3-103850000-103850000	chr7-115650000-115650000-chr7-117100000-117100000	chrY-71250000-71250000-chrY-72000000-72000000
chrX-59200000-59200000-chrX-59550000-59550000	chr10-79400000-79400000-chr10-80900000-80900000	chr1-104400000-104400000-chr1-105200000-105200000
chr10-4100000-4100000-chr10-4700000-4700000	chr6-102300000-102300000-chr6-101900000-101900000	chr16-52600000-52600000-chr16-51400000-51400000
chr19-57900000-57900000-chr19-57000000-57000000	chr5-18350000-18350000-chr5-19200000-19200000	chr10-12300000-12300000-chr10-9950000-9950000
chr5-127600000-127600000-chr5-128750000-128750000	chr7-110150000-110150000-chr7-109750000-109750000	chr15-67900000-67900000-chr15-67050000-67050000
chr5-134100000-134100000-chr5-135200000-135200000	chr13-95000000-95000000-chr13-96150000-96150000	chr8-52000000-52000000-chr8-52850000-52850000
chrX-139500000-139500000-chrX-138850000-138850000	chr19-10800000-10800000-chr19-9800000-9800000	chr3-106300000-106300000-chr3-105300000-105300000
chr1-134150000-134150000-chr1-133350000-133350000	chr2-21500000-21500000-chr2-21950000-21950000	chr7-62800000-62800000-chr7-58150000-58150000
chr6-22950000-22950000-chr6-21500000-21500000	chr18-45200000-45200000-chr18-46250000-46250000	chr15-27650000-27650000-chr15-26200000-26200000
chr6-45550000-45550000-chr6-47300000-47300000	chr2-20450000-20450000-chr2-19850000-19850000	chr1-39600000-39600000-chr1-39050000-39050000
chr8-11750000-11750000-chr8-9150000-9150000	chr11-96900000-96900000-chr11-98100000-98100000	chr5-117850000-117850000-chr5-119150000-119150000
chr5-22750000-22750000-chr5-23700000-23700000	chr5-42750000-42750000-chr5-42200000-42200000	chr14-96750000-96750000-chr14-95100000-95100000
chr1-185450000-185450000-chr1-186650000-186650000	chr11-44950000-44950000-chr11-43100000-43100000	chr9-48150000-48150000-chr9-49100000-49100000
chr17-70550000-70550000-chr17-71100000-71100000	chr12-34800000-34800000-chr12-32450000-32450000	chr7-109650000-109650000-chr7-108800000-108800000
chrX-95650000-95650000-chrX-93600000-93600000	chrX-106350000-106350000-chrX-107150000-107150000	chrY-53650000-53650000-chrY-51950000-51950000
chr11-94700000-94700000-chr11-95700000-95700000	chr1-183350000-183350000-chr1-183600000-183600000	chr15-73850000-73850000-chr15-74200000-74200000
chrX-112550000-112550000-chrX-113150000-113150000	chr6-130550000-130550000-chr6-129850000-129850000	chr11-42750000-42750000-chr11-41850000-41850000
chr13-105450000-105450000-chr13-104400000-104400000	chr15-56750000-56750000-chr15-55550000-55550000	chr18-16150000-16150000-chr18-18900000-18900000
chr14-30000000-30000000-chr14-27250000-27250000	chr6-57600000-57600000-chr6-59100000-59100000	chr2-54250000-54250000-chr2-55200000-55200000
chr2-180700000-180700000-chr2-181100000-181100000	chr15-55600000-55600000-chr15-56700000-56700000	chrX-65950000-65950000-chrX-65400000-65400000
chr4-110500000-110500000-chr4-109800000-109800000	chr8-112100000-112100000-chr8-111600000-111600000	chr4-57150000-57150000-chr4-55600000-55600000
chr19-27900000-27900000-chr19-30750000-30750000	chrX-95600000-95600000-chrX-96250000-96250000	chr18-61100000-61100000-chr18-61950000-61950000
chr5-22500000-22500000-chr5-21850000-21850000	chr1-69500000-69500000-chr1-70050000-70050000	chr2-74950000-74950000-chr2-75300000-75300000
chrX-144650000-144650000-chrX-143700000-143700000	chr11-101950000-101950000-chr11-102200000-102200000	chr10-99700000-99700000-chr10-98700000-98700000
chr7-6750000-6750000-chr7-6150000-6150000	chr10-97650000-97650000-chr10-96850000-96850000	chr5-101750000-101750000-chr5-100350000-100350000
chr5-19400000-19400000-chr5-21200000-21200000	chr9-105800000-105800000-chr9-105050000-105050000	chrY-79350000-79350000-chrY-78850000-78850000
chrX-83300000-83300000-chrX-84000000-84000000	chr4-23650000-23650000-chr4-25200000-25200000	chr1-41000000-41000000-chr1-38700000-38700000
chr10-80400000-80400000-chr10-79950000-79950000	chr7-17400000-17400000-chr7-19150000-19150000	chrX-74600000-74600000-chrX-75400000-75400000
chr12-54650000-54650000-chr12-52550000-52550000	chr6-85250000-85250000-chr6-84500000-84500000	chr17-1600000-1600000-chr17-550000-550000
chr15-59350000-59350000-chr15-58350000-58350000	chr2-160650000-160650000-chr2-160250000-160250000	chr9-98250000-98250000-chr9-99200000-99200000
chr2-105400000-105400000-chr2-106700000-106700000	chr4-20800000-20800000-chr4-21800000-21800000	chrX-66450000-66450000-chrX-65550000-65550000
chr10-19000000-19000000-chr10-18500000-18500000	chr9-43050000-43050000-chr9-43550000-43550000	chr9-85300000-85300000-chr9-84550000-84550000
chr3-118700000-118700000-chr3-119100000-119100000	chr19-43300000-43300000-chr19-45350000-45350000	chrX-146600000-146600000-chrX-145900000-145900000
chr13-11700000-11700000-chr13-10150000-10150000	chr14-53050000-53050000-chr14-52100000-52100000	chrY-6150000-6150000-chrY-5050000-5050000
chr18-73700000-73700000-chr18-72300000-72300000	chr2-157450000-157450000-chr2-158250000-158250000	chr7-127350000-127350000-chr7-128500000-128500000
chr10-83600000-83600000-chr10-84850000-84850000	chr7-105000000-105000000-chr7-104250000-104250000	chrY-59300000-59300000-chrY-57300000-57300000
chr2-91850000-91850000-chr2-91300000-91300000	chr2-43900000-43900000-chr2-44950000-44950000	chr5-150250000-150250000-chr5-151300000-151300000
chr3-123450000-123450000-chr3-122150000-122150000	chr5-7800000-7800000-chr5-7050000-7050000	chr14-73400000-73400000-chr14-71700000-71700000
chr9-20950000-20950000-chr9-21400000-21400000	chr3-130750000-130750000-chr3-129950000-129950000	chr6-99700000-99700000-chr6-97800000-97800000
chr17-36050000-36050000-chr17-34000000-34000000	chr19-58750000-58750000-chr19-57750000-57750000	chr3-105100000-105100000-chr3-104300000-104300000
chr9-56200000-56200000-chr9-55500000-55500000	chr13-31750000-31750000-chr13-30750000-30750000	chr15-42000000-42000000-chr15-42900000-42900000
