GG	GN	NN
chr12-83150000-83150000-chr12-79650000-79650000	chr14-35700000-35700000-chr14-37100000-37100000	chrX-53450000-53450000-chrX-54600000-54600000
chr1-38350000-38350000-chr1-39350000-39350000	chr11-65850000-65850000-chr11-64850000-64850000	chr4-69600000-69600000-chr4-68750000-68750000
chr15-27550000-27550000-chr15-26650000-26650000	chr1-151650000-151650000-chr1-149700000-149700000	chr4-80500000-80500000-chr4-85150000-85150000
chr15-84250000-84250000-chr15-84950000-84950000	chrX-54150000-54150000-chrX-53100000-53100000	chrX-114100000-114100000-chrX-114700000-114700000
chr14-12450000-12450000-chr14-11850000-11850000	chr2-158650000-158650000-chr2-156500000-156500000	chr4-55850000-55850000-chr4-56500000-56500000
chrX-101950000-101950000-chrX-99850000-99850000	chr7-47900000-47900000-chr7-46000000-46000000	chr14-93950000-93950000-chr14-92400000-92400000
chr12-101850000-101850000-chr12-101650000-101650000	chr7-122900000-122900000-chr7-120250000-120250000	chr17-50350000-50350000-chr17-51200000-51200000
chr3-122450000-122450000-chr3-123200000-123200000	chr15-59950000-59950000-chr15-57450000-57450000	chr1-146350000-146350000-chr1-147650000-147650000
chrX-147000000-147000000-chrX-145000000-145000000	chr6-132600000-132600000-chr6-133550000-133550000	chr18-13400000-13400000-chr18-14200000-14200000
chr3-102100000-102100000-chr3-100200000-100200000	chr10-63150000-63150000-chr10-65300000-65300000	chrY-53600000-53600000-chrY-52150000-52150000
chr5-71800000-71800000-chr5-72250000-72250000	chr16-73700000-73700000-chr16-74250000-74250000	chr13-71100000-71100000-chr13-70550000-70550000
chr3-64400000-64400000-chr3-67200000-67200000	chr5-124900000-124900000-chr5-126600000-126600000	chr9-93200000-93200000-chr9-91750000-91750000
chr11-47250000-47250000-chr11-45850000-45850000	chr4-128000000-128000000-chr4-127650000-127650000	chr17-60600000-60600000-chr17-60000000-60000000
chr2-69150000-69150000-chr2-69700000-69700000	chr3-107550000-107550000-chr3-109500000-109500000	chr7-14400000-14400000-chr7-14750000-14750000
chr11-115000000-115000000-chr11-115900000-115900000	chr14-116550000-116550000-chr14-118250000-118250000	chr5-12250000-12250000-chr5-13150000-13150000
chrX-150850000-150850000-chrX-150400000-150400000	chr5-77300000-77300000-chr5-79500000-79500000	chr7-122200000-122200000-chr7-120550000-120550000
chr13-110200000-110200000-chr13-109150000-109150000	chr9-73700000-73700000-chr9-74650000-74650000	chr6-5600000-5600000-chr6-4150000-4150000
chrX-151200000-151200000-chrX-150450000-150450000	chr6-84600000-84600000-chr6-83550000-83550000	chr13-84200000-84200000-chr13-82950000-82950000
chr15-39250000-39250000-chr15-37350000-37350000	chrX-145550000-145550000-chrX-144400000-144400000	chr6-14850000-14850000-chr6-13450000-13450000
chr17-43400000-43400000-chr17-42400000-42400000	chr2-73300000-73300000-chr2-75350000-75350000	chr2-174200000-174200000-chr2-172150000-172150000
chr15-36050000-36050000-chr15-37750000-37750000	chr7-111650000-111650000-chr7-108700000-108700000	chr10-82600000-82600000-chr10-81800000-81800000
chr1-89400000-89400000-chr1-90050000-90050000	chr13-11450000-11450000-chr13-12050000-12050000	chrY-26300000-26300000-chrY-25050000-25050000
chr2-140650000-140650000-chr2-140400000-140400000	chr13-38800000-38800000-chr13-38350000-38350000	chr2-88100000-88100000-chr2-89300000-89300000
chr16-41400000-41400000-chr16-40850000-40850000	chr12-86100000-86100000-chr12-86600000-86600000	chr14-111500000-111500000-chr14-110350000-110350000
chr3-26950000-26950000-chr3-27700000-27700000	chr11-22550000-22550000-chr11-21800000-21800000	chr2-123950000-123950000-chr2-123100000-123100000
chr13-18300000-18300000-chr13-20550000-20550000	chr3-157400000-157400000-chr3-156750000-156750000	chr17-3900000-3900000-chr17-1700000-1700000
chr2-165450000-165450000-chr2-166450000-166450000	chr5-52750000-52750000-chr5-51000000-51000000	chrY-77150000-77150000-chrY-77600000-77600000
chr2-70200000-70200000-chr2-71400000-71400000	chr18-77200000-77200000-chr18-76500000-76500000	chr4-85150000-85150000-chr4-85750000-85750000
chr18-74600000-74600000-chr18-73800000-73800000	chr1-70150000-70150000-chr1-72100000-72100000	chr16-30950000-30950000-chr16-30250000-30250000
chr1-92900000-92900000-chr1-91400000-91400000	chr8-66500000-66500000-chr8-65700000-65700000	chr6-13800000-13800000-chr6-14300000-14300000
